count,audio,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,order of stories,order of perspectives,text_38.started,text_38.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,text_39.started,text_39.stopped,text_33.started,text_33.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_4.started,text_4.stopped,image.started,image.stopped,text_5.started,text_5.stopped,text_37.started,text_37.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,question1_2.started,question1_2.stopped,question2_2.started,question2_2.stopped,question3_2.started,question3_2.stopped,question4_2.started,question4_2.stopped,question5_2.started,question5_2.stopped,question6_2.started,question6_2.stopped,image_15.started,image_15.stopped,text_49.started,text_49.stopped,key_resp_15.keys,key_resp_15.rt,key_resp_15.started,key_resp_15.stopped,text_50.started,text_50.stopped,key_resp_14.keys,key_resp_14.rt,key_resp_14.started,key_resp_14.stopped,story_presses.keys,story_presses.rt,story_presses.started,story_presses.stopped,image_2.started,image_2.stopped,text_34.started,text_34.stopped,text_35.started,text_35.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,,0,0,0,0,0,0,0,0,,,,,[22 33 22 44 21 43 13 31],"['Location' 'Social' 'Location' 'Location' 'Social' 'Location' 'Social'
 'Social']",12.479553830999066,None,space,0.37243104799927096,12.479553830999066,None,12.479553830999066,None,12.878945485997974,None,space,0.22491716900185565,12.878945485997974,None,None,None,None,None,None,None,13.346325358998001,None,space,0.4915074589989672,13.346325358998001,None,14.212999691997538,None,14.212999691997538,None,14.212999691997538,None,14.212999691997538,None,14.212999691997538,None,14.212999691997538,None,14.212999691997538,None,,,,,,,,,,,,,,,,,,,,,,,l,001,2019_Sep_30_1514,body_behavioural,3.2.1,59.67938551223898,
0,parcelated_audio/22/22_1.ogg,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,15.112566810999851,None,15.112566810999851,None,15.112566810999851,None,,,,,,,,,,,,,,,,,,,,,14.94584995599871,None,space,0.08598058699863032,14.94584995599871,None,15.496670279000682,None,space,0.35402352399978554,15.496670279000682,None,1,3.1303781639981025,29.213596423000126,None,29.213596423000126,None,29.213596423000126,None,29.213596423000126,None,l,001,2019_Sep_30_1514,body_behavioural,3.2.1,59.67938551223898,
