count,audio,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,order of stories,order of perspectives,text_38.started,text_38.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,text_39.started,text_39.stopped,text_33.started,text_33.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_4.started,text_4.stopped,image.started,image.stopped,text_5.started,text_5.stopped,text_37.started,text_37.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,question1_2.started,question1_2.stopped,question2_2.started,question2_2.stopped,question3_2.started,question3_2.stopped,question4_2.started,question4_2.stopped,question5_2.started,question5_2.stopped,question6_2.started,question6_2.stopped,image_15.started,image_15.stopped,text_49.started,text_49.stopped,key_resp_15.keys,key_resp_15.rt,key_resp_15.started,key_resp_15.stopped,text_50.started,text_50.stopped,key_resp_14.keys,key_resp_14.rt,key_resp_14.started,key_resp_14.stopped,story_presses.keys,story_presses.rt,story_presses.started,story_presses.stopped,image_2.started,image_2.stopped,text_34.started,text_34.stopped,text_35.started,text_35.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,,0,0,0,0,0,0,0,0,,,,,[22 33 22 44 21 43 13 31],"['Location' 'Social' 'Location' 'Location' 'Social' 'Location' 'Social'
 'Social']",10.03421257899754,None,space,0.5789742070010107,10.03421257899754,None,10.03421257899754,None,10.634369508999953,None,space,0.3329892449983163,10.634369508999953,None,11.234281815999566,None,11.234281815999566,None,11.234281815999566,None,11.600960700998257,None,space,0.3804512140013685,11.600960700998257,None,12.334803268997348,None,12.334803268997348,None,12.334803268997348,None,12.334803268997348,None,12.334803268997348,None,12.334803268997348,None,12.334803268997348,None,,,,,,,,,,,,,,,,,,,,,,,j,001,2019_Sep_30_1525,body_behavioural,3.2.1,59.68526170914425,
0,parcelated_audio/22/22_1.ogg,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,13.451084935997642,None,13.451084935997642,None,13.451084935997642,None,,,,,,,,,,,,,,,,,,,,,13.284342105998803,None,space,0.08873614999902202,13.284342105998803,None,13.868628948999685,None,space,0.4014067660027649,13.868628948999685,None,9,3.3543651979998685,27.635482060999493,None,27.635482060999493,None,27.635482060999493,None,27.635482060999493,None,j,001,2019_Sep_30_1525,body_behavioural,3.2.1,59.68526170914425,
