count,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,order of stories,order of perspectives,text_38.started,text_38.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,text_39.started,text_39.stopped,text_33.started,text_33.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_4.started,text_4.stopped,image.started,image.stopped,text_5.started,text_5.stopped,text_37.started,text_37.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,question1_2.started,question1_2.stopped,question2_2.started,question2_2.stopped,question3_2.started,question3_2.stopped,question4_2.started,question4_2.stopped,question5_2.started,question5_2.stopped,question6_2.started,question6_2.stopped,image_15.started,image_15.stopped,text_49.started,text_49.stopped,key_resp_15.keys,key_resp_15.rt,key_resp_15.started,key_resp_15.stopped,text_50.started,text_50.stopped,key_resp_14.keys,key_resp_14.rt,key_resp_14.started,key_resp_14.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,0,0,0,0,0,[22 33 22 44 21 43 13 31],"['Location' 'Social' 'Location' 'Location' 'Social' 'Location' 'Social'
 'Social']",13.973546913002792,None,space,0.5535735390003538,13.973546913002792,None,13.973546913002792,None,14.573433875004412,None,space,0.351783242993406,14.573433875004412,None,15.257304990002012,None,15.257304990002012,None,15.257304990002012,None,15.741644508001627,None,space,0.4925805870007025,15.741644508001627,None,16.607319043003372,None,16.607319043003372,None,16.607319043003372,None,16.607319043003372,None,16.607319043003372,None,16.607319043003372,None,16.607319043003372,None,,,,,,,,,,,,,l,001,2019_Sep_26_1002,body_behavioural,3.2.1,60.30715822970768,
,,,,,,,,,,,,,,,,,,,,,,,,,17.70712180800183,None,17.70712180800183,None,17.70712180800183,None,,,,,,,,,,,,,,,,,,,,,17.391190371999983,None,space,0.23892103700200096,17.391190371999983,None,18.09050492800452,None,space,0.5065141750019393,18.09050492800452,None,,,,,,,
