trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,count,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,order of stories,order of perspectives,participant 2 order - stories,participant 2 order  - schemas types,key_resp_8.keys,key_resp_8.rt,key_resp_5.keys,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,[41 24 32 12 33 21 44 13 22 14 34 23 42 11 31 43],"['Social' 'Social' 'Social' 'Location' 'Location' 'Location' 'Location'
 'Social' 'Social' 'Location' 'Social' 'Location' 'Location' 'Social'
 'Location' 'Social']",[22 14 34 23 42 11 31 43],"['Social' 'Location' 'Social' 'Location' 'Location' 'Social' 'Location'
 'Social']",space,1.01765204000003,None,,,,,,,
