trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,count,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,order of stories,order of perspectives,participant 2 order - stories,participant 2 order  - schemas types,key_resp_8.keys,key_resp_8.rt,key_resp_5.keys,key_resp_5.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,[42 34 41 33 21 13 22 14 11 12 44 24 23 31 32 43],"['Social' 'Social' 'Location' 'Location' 'Social' 'Social' 'Location'
 'Location' 'Social' 'Location' 'Social' 'Location' 'Social' 'Location'
 'Social' 'Location']",[11 12 44 24 23 31 32 43],"['Social' 'Location' 'Social' 'Location' 'Social' 'Location' 'Social'
 'Location']",space,0.8115347970000357,space,1.1536682720000044,,,,,,,
