count,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,audio,order of stories,order of perspectives,text_38.started,text_38.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,text_39.started,text_39.stopped,text_33.started,text_33.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_4.started,text_4.stopped,image.started,image.stopped,text_5.started,text_5.stopped,text_37.started,text_37.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,question1_2.started,question1_2.stopped,question2_2.started,question2_2.stopped,question3_2.started,question3_2.stopped,question4_2.started,question4_2.stopped,question5_2.started,question5_2.stopped,question6_2.started,question6_2.stopped,image_15.started,image_15.stopped,text_49.started,text_49.stopped,key_resp_15.keys,key_resp_15.rt,key_resp_15.started,key_resp_15.stopped,text_50.started,text_50.stopped,key_resp_14.keys,key_resp_14.rt,key_resp_14.started,key_resp_14.stopped,sound_1.started,sound_1.stopped,pic1.started,pic1.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,0,0,0,0,0,,,,,,[21 22 22 44 21 43 13 31],"['Location' 'Social' 'Location' 'Location' 'Social' 'Location' 'Social'
 'Social']",10.511520171,None,space,0.39056938499999205,10.511520171,None,10.511520171,None,10.929564040999992,None,space,0.37354197199999817,10.929564040999992,None,11.512691365999984,None,11.512691365999984,None,11.512691365999984,None,11.979525548999987,None,space,0.38958420500000557,11.979525548999987,None,12.62849684599999,None,12.62849684599999,None,12.62849684599999,None,12.62849684599999,None,12.62849684599999,None,12.62849684599999,None,12.62849684599999,None,,,,,,,,,,,,,,,,,8,001,2019_Sep_25_0254,body_behavioural,3.2.1,60.25378593366406,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.728756363999963,None,13.728756363999963,None,13.728756363999963,None,,,,,,,,,,,,,,,,,,,,,13.478591549000015,None,space,0.17535974999998416,13.478591549000015,None,14.111909905999966,None,space,0.4509186220000174,14.111909905999966,None,14.696047881499998,None,14.695550370999996,None,,,,,,,
