count,audio,instructText,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,order of stories,order of perspectives,text_38.started,text_38.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,text_39.started,text_39.stopped,text_33.started,text_33.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_4.started,text_4.stopped,image.started,image.stopped,text_5.started,text_5.stopped,text_37.started,text_37.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,question1_2.started,question1_2.stopped,question2_2.started,question2_2.stopped,question3_2.started,question3_2.stopped,question4_2.started,question4_2.stopped,question5_2.started,question5_2.stopped,question6_2.started,question6_2.stopped,image_15.started,image_15.stopped,text_49.started,text_49.stopped,key_resp_15.keys,key_resp_15.rt,key_resp_15.started,key_resp_15.stopped,text_50.started,text_50.stopped,key_resp_14.keys,key_resp_14.rt,key_resp_14.started,key_resp_14.stopped,sound_1.started,sound_1.stopped,pic1.started,pic1.stopped,story_presses.keys,story_presses.rt,story_presses.started,story_presses.stopped,image_2.started,image_2.stopped,text_34.started,text_34.stopped,text_35.started,text_35.stopped,text.started,text.stopped,text_52.started,text_52.stopped,key_resp_16.keys,key_resp_16.rt,key_resp_16.started,key_resp_16.stopped,story time,text_45.started,text_45.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_6.started,text_6.stopped,text_24.started,text_24.stopped,text_41.started,text_41.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.started,key_resp_10.stopped,text_42.started,text_42.stopped,text_51.started,text_51.stopped,recall,text_9.started,text_9.stopped,text_10.started,text_10.stopped,image_4.started,image_4.stopped,polygon.started,polygon.stopped,bottom_line.started,bottom_line.stopped,right_line_2.started,right_line_2.stopped,left_line.started,left_line.stopped,text_48.started,text_48.stopped,recall time,text_46.started,text_46.stopped,key_resp_12.keys,key_resp_12.rt,key_resp_12.started,key_resp_12.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_13.started,text_13.stopped,text_23.started,text_23.stopped,text_43.started,text_43.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.started,key_resp_11.stopped,text_44.started,text_44.stopped,image_10.started,image_10.stopped,text_22.started,text_22.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,[24 33 31 11 22 42 13 44],"['Social' 'Social' 'Location' 'Social' 'Location' 'Social' 'Location'
 'Location']",14.347099270002218,None,space,17.289619420014787,14.347099270002218,None,14.347099270002218,None,31.665767886996036,None,space,1.1459765920008067,31.665767886996036,None,33.08191882201936,None,33.08191882201936,None,33.08191882201936,None,33.96559238000191,None,space,2.0628395850071684,33.96559238000191,None,36.349429252004484,None,36.349429252004484,None,36.349429252004484,None,36.349429252004484,None,36.349429252004484,None,36.349429252004484,None,36.349429252004484,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,091619_p2,001,2019_Sep_16_1324,body_behavioural,3.2.1,60.326918078990694,
0,parcelated_audio/24/24_1.aiff,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.15218806199846,None,73.15218806199846,None,73.15218806199846,None,,,,,,,,,,,,,,,,,,,,,71.65122985499329,None,space,1.426036649994785,71.65122985499329,None,73.88471147199743,None,space,1.7182004580099601,73.88471147199743,None,75.76818995070934,None,75.76941031200113,None,9,2.004554751998512,86.18550439699902,None,86.18550439699902,None,86.18550439699902,None,86.18550439699902,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,091619_p2,001,2019_Sep_16_1324,body_behavioural,3.2.1,60.326918078990694,
0,parcelated_audio/24/24_2.aiff,,0,0,0,0,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.30276669070881,None,88.30247850701562,None,1,0.1457435250049457,94.62050969700795,None,94.62050969700795,None,94.62050969700795,None,94.62050969700795,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,091619_p2,001,2019_Sep_16_1324,body_behavioural,3.2.1,60.326918078990694,
0,parcelated_audio/24/24_3.aiff,,0,0,0,0,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.85358886069443,None,94.85287592501845,None,1,0.2359313319902867,105.27036498999223,None,105.27036498999223,None,105.27036498999223,None,105.27036498999223,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,091619_p2,001,2019_Sep_16_1324,body_behavioural,3.2.1,60.326918078990694,
0,parcelated_audio/24/24_4.aiff,,0,0,0,0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.62049497571715,None,105.62003265001113,None,1,0.5262406179972459,112.47219421699992,None,112.47219421699992,None,112.47219421699992,None,112.47219421699992,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,091619_p2,001,2019_Sep_16_1324,body_behavioural,3.2.1,60.326918078990694,
0,parcelated_audio/24/24_5.aiff,,0,0,0,0,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.08835662771307,None,113.08742109200102,None,1,0.9686733650160022,118.03773752701818,None,118.03773752701818,None,118.03773752701818,None,118.03773752701818,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,091619_p2,001,2019_Sep_16_1324,body_behavioural,3.2.1,60.326918078990694,
0,parcelated_audio/24/24_6.aiff,,0,0,0,0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.0879306207149,None,119.08851396999671,None,1,0.25085857999511063,126.5392797900131,None,126.5392797900131,None,126.5392797900131,None,126.5392797900131,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,091619_p2,001,2019_Sep_16_1324,body_behavioural,3.2.1,60.326918078990694,
0,parcelated_audio/24/24_7.aiff,,0,0,0,0,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.88848684272088,None,126.88844907001476,None,1,0.2636545499844942,131.25532127000042,None,131.25532127000042,None,131.25532127000042,None,131.25532127000042,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,091619_p2,001,2019_Sep_16_1324,body_behavioural,3.2.1,60.326918078990694,
0,parcelated_audio/24/24_8.aiff,,0,0,0,0,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.60527491069806,None,131.60563197001466,None,1,0.09640461599337868,137.6554943450028,None,137.6554943450028,None,137.6554943450028,None,137.6554943450028,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,091619_p2,001,2019_Sep_16_1324,body_behavioural,3.2.1,60.326918078990694,
0,parcelated_audio/24/24_9.aiff,,0,0,0,0,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.83830354570236,None,137.8382131230028,None,1,0.5593655180127826,142.17275929200696,None,142.17275929200696,None,142.17275929200696,None,142.17275929200696,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,091619_p2,001,2019_Sep_16_1324,body_behavioural,3.2.1,60.326918078990694,
0,parcelated_audio/24/24_10.aiff,,0,0,0,0,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.82315519269613,None,142.82297567499336,None,9,1.799864177010022,146.55648349001422,None,146.55648349001422,None,146.55648349001422,None,146.55648349001422,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,091619_p2,001,2019_Sep_16_1324,body_behavioural,3.2.1,60.326918078990694,
0,parcelated_audio/24/24_11.aiff,,0,0,0,0,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.44079885070968,None,148.44020795001416,None,1,0.2748429600032978,158.52435607201187,None,158.52435607201187,None,158.52435607201187,None,158.52435607201187,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,091619_p2,001,2019_Sep_16_1324,body_behavioural,3.2.1,60.326918078990694,
0,parcelated_audio/24/24_12.aiff,,0,0,0,0,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.8911607527203,None,158.8905304550135,None,1,0.25763719200040214,167.9569397130108,None,167.9569397130108,None,167.9569397130108,None,167.9569397130108,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,091619_p2,001,2019_Sep_16_1324,body_behavioural,3.2.1,60.326918078990694,
0,parcelated_audio/24/24_13.aiff,,0,0,0,0,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.29082659571722,None,168.29029741699924,None,1,0.36142860699328594,172.24143448201357,None,172.24143448201357,None,172.24143448201357,None,172.24143448201357,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,091619_p2,001,2019_Sep_16_1324,body_behavioural,3.2.1,60.326918078990694,
