count,audio,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,order of stories,order of perspectives,text_38.started,text_38.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,text_39.started,text_39.stopped,text_33.started,text_33.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_4.started,text_4.stopped,image.started,image.stopped,text_5.started,text_5.stopped,text_37.started,text_37.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,question1_2.started,question1_2.stopped,question2_2.started,question2_2.stopped,question3_2.started,question3_2.stopped,question4_2.started,question4_2.stopped,question5_2.started,question5_2.stopped,question6_2.started,question6_2.stopped,image_15.started,image_15.stopped,text_49.started,text_49.stopped,key_resp_15.keys,key_resp_15.rt,key_resp_15.started,key_resp_15.stopped,text_50.started,text_50.stopped,key_resp_14.keys,key_resp_14.rt,key_resp_14.started,key_resp_14.stopped,sound_1.started,sound_1.stopped,pic1.started,pic1.stopped,story_presses.keys,story_presses.rt,story_presses.started,story_presses.stopped,image_2.started,image_2.stopped,text_34.started,text_34.stopped,text_35.started,text_35.stopped,text.started,text.stopped,text_52.started,text_52.stopped,key_resp_16.keys,key_resp_16.rt,key_resp_16.started,key_resp_16.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,parcelated_audio/11/11_19.aiff,0,0,0,0,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.31490932281594,None,339.3148465779959,None,9,13.54818547499599,343.88279811502434,None,343.88279811502434,None,343.88279811502434,None,343.88279811502434,None,,,,,,,,,092419_p2,001,2019_Sep_24_1613,body_behavioural,3.2.1,60.0992678920452,
0,parcelated_audio/11/11_20.aiff,0,0,0,0,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.51673833279636,None,357.51620111998636,None,1,1.5395468049682677,362.45062169001903,None,362.45062169001903,None,362.45062169001903,None,362.45062169001903,None,,,,,,,,,092419_p2,001,2019_Sep_24_1613,body_behavioural,3.2.1,60.0992678920452,
0,parcelated_audio/11/11_21.aiff,0,0,0,0,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.1005177528015,None,364.10005871998146,None,1,2.132535087002907,372.8336728779832,None,372.8336728779832,None,372.8336728779832,None,372.8336728779832,None,,,,,,,,,092419_p2,001,2019_Sep_24_1613,body_behavioural,3.2.1,60.0992678920452,
0,parcelated_audio/11/11_22.aiff,0,0,0,0,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.0503535648342,None,375.05153788998723,None,1,7.176025189983193,378.3507343149977,None,378.3507343149977,None,378.3507343149977,None,378.3507343149977,None,,,,,,,,,092419_p2,001,2019_Sep_24_1613,body_behavioural,3.2.1,60.0992678920452,
0,parcelated_audio/11/11_23.aiff,0,0,0,0,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.61841905983164,None,385.6187047580024,None,1,1.4319832239998505,390.36830435000593,None,390.36830435000593,None,390.36830435000593,None,390.36830435000593,None,,,,,,,,,092419_p2,001,2019_Sep_24_1613,body_behavioural,3.2.1,60.0992678920452,
0,parcelated_audio/11/11_24.aiff,0,0,0,0,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.8848946228274,None,391.88598591298796,None,1,0.5955493230139837,395.50216366001405,None,395.50216366001405,None,395.50216366001405,None,395.50216366001405,None,,,,,,,,,092419_p2,001,2019_Sep_24_1613,body_behavioural,3.2.1,60.0992678920452,
0,parcelated_audio/11/11_25.aiff,0,0,0,0,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.18504128481726,None,396.1853990399977,None,9,1.8802382680005394,400.9191150550032,None,400.9191150550032,None,400.9191150550032,None,400.9191150550032,None,,,,,,,,,092419_p2,001,2019_Sep_24_1613,body_behavioural,3.2.1,60.0992678920452,
0,parcelated_audio/11/11_26.aiff,0,0,0,0,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.8854978898191,None,402.8857535730349,None,1,1.4043723070062697,407.85461626801407,None,407.85461626801407,None,407.85461626801407,None,407.85461626801407,None,,,,,,,,,092419_p2,001,2019_Sep_24_1613,body_behavioural,3.2.1,60.0992678920452,
0,parcelated_audio/11/11_27.aiff,0,0,0,0,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.3365143927978,None,409.3370193000301,None,1,2.920958716014866,413.28666213998804,None,413.28666213998804,None,413.28666213998804,None,413.28666213998804,None,,,,,,,,,092419_p2,001,2019_Sep_24_1613,body_behavioural,3.2.1,60.0992678920452,
0,parcelated_audio/11/11_28.aiff,0,0,0,0,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.3031789628323,None,416.3033570330008,None,1,8.495400482963305,419.70465523499297,None,419.70465523499297,None,419.70465523499297,None,419.70465523499297,None,,,,,,,,,092419_p2,001,2019_Sep_24_1613,body_behavioural,3.2.1,60.0992678920452,
