count,audio,instructText,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,order of stories,order of perspectives,text_38.started,text_38.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,text_39.started,text_39.stopped,text_33.started,text_33.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_4.started,text_4.stopped,image.started,image.stopped,text_5.started,text_5.stopped,text_37.started,text_37.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,question1_2.started,question1_2.stopped,question2_2.started,question2_2.stopped,question3_2.started,question3_2.stopped,question4_2.started,question4_2.stopped,question5_2.started,question5_2.stopped,question6_2.started,question6_2.stopped,image_15.started,image_15.stopped,text_49.started,text_49.stopped,key_resp_15.keys,key_resp_15.rt,key_resp_15.started,key_resp_15.stopped,text_50.started,text_50.stopped,key_resp_14.keys,key_resp_14.rt,key_resp_14.started,key_resp_14.stopped,story_presses.keys,story_presses.rt,story_presses.started,story_presses.stopped,text_34.started,text_34.stopped,text_35.started,text_35.stopped,text.started,text.stopped,text_52.started,text_52.stopped,key_resp_16.keys,key_resp_16.rt,key_resp_16.started,key_resp_16.stopped,story time,text_45.started,text_45.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_6.started,text_6.stopped,text_24.started,text_24.stopped,text_41.started,text_41.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.started,key_resp_10.stopped,text_42.started,text_42.stopped,text_51.started,text_51.stopped,recall,text_9.started,text_9.stopped,text_10.started,text_10.stopped,image_4.started,image_4.stopped,polygon.started,polygon.stopped,bottom_line.started,bottom_line.stopped,right_line_2.started,right_line_2.stopped,left_line.started,left_line.stopped,text_48.started,text_48.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,parcelated_audio/23/23_23.ogg,,0,0,0,0,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.2637512630026322,1035.9994658939977,None,1035.9994658939977,None,1035.9994658939977,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l_completion,001,2019_Oct_03_1522,body_behavioural,3.2.1,59.954718721282084,
0,parcelated_audio/23/23_24.ogg,,0,0,0,0,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.1210281149978982,1039.8331796359998,None,1039.8331796359998,None,1039.8331796359998,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l_completion,001,2019_Oct_03_1522,body_behavioural,3.2.1,59.954718721282084,
0,parcelated_audio/23/23_25.ogg,,0,0,0,0,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.32887073000892997,1045.2507601840043,None,1045.2507601840043,None,1045.2507601840043,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l_completion,001,2019_Oct_03_1522,body_behavioural,3.2.1,59.954718721282084,
0,parcelated_audio/23/23_26.ogg,,0,0,0,0,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.26419906999217346,1051.9338789160101,None,1051.9338789160101,None,1051.9338789160101,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l_completion,001,2019_Oct_03_1522,body_behavioural,3.2.1,59.954718721282084,
0,parcelated_audio/23/23_27.ogg,,0,0,0,0,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.08259128699137364,1057.6009628410102,None,1057.6009628410102,None,1057.6009628410102,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l_completion,001,2019_Oct_03_1522,body_behavioural,3.2.1,59.954718721282084,
0,parcelated_audio/23/23_28.ogg,,0,0,0,0,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.48082001000875607,1065.7515476910048,None,1065.7515476910048,None,1065.7515476910048,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l_completion,001,2019_Oct_03_1522,body_behavioural,3.2.1,59.954718721282084,
0,parcelated_audio/23/23_29.ogg,,0,0,0,0,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.35006458999123424,1070.101869828999,None,1070.101869828999,None,1070.101869828999,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l_completion,001,2019_Oct_03_1522,body_behavioural,3.2.1,59.954718721282084,
0,parcelated_audio/23/23_30.ogg,,0,0,0,0,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.6434815219981829,1076.485616571008,None,1076.485616571008,None,1076.485616571008,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l_completion,001,2019_Oct_03_1522,body_behavioural,3.2.1,59.954718721282084,
0,parcelated_audio/23/23_31.ogg,,0,0,0,0,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.4963349399913568,1080.2526065810089,None,1080.2526065810089,None,1080.2526065810089,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l_completion,001,2019_Oct_03_1522,body_behavioural,3.2.1,59.954718721282084,
0,parcelated_audio/23/23_32.ogg,,0,0,0,0,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.966729576990474,1084.4861345060053,None,1084.4861345060053,None,1084.4861345060053,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l_completion,001,2019_Oct_03_1522,body_behavioural,3.2.1,59.954718721282084,
