order of stories,order of perspectives,participant 2 order - stories,participant 2 order  - schemas types,participant,session,date,expName,psychopyVersion,frameRate,
[12 44 32 21 41 24 13 33 11 23 31 43 14 22 42 34],"['Location' 'Social' 'Social' 'Social' 'Location' 'Location' 'Social'
 'Location' 'Location' 'Location' 'Social' 'Social' 'Social' 'Social'
 'Location' 'Location']",[11 23 31 43 14 22 42 34],"['Location' 'Location' 'Social' 'Social' 'Social' 'Social' 'Location'
 'Location']",,,,,,,
