instructText,count,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,story_list_block1,action_list_block1,story_list_block2,action_list_block2,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_13.started,text_13.stopped,text_23.started,text_23.stopped,text_43.started,text_43.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.started,key_resp_11.stopped,text_44.started,text_44.stopped,image_10.started,image_10.stopped,text_22.started,text_22.stopped,recall,question1_answer,order of question,text_14.started,text_14.stopped,text_15.started,text_15.stopped,image_6.started,image_6.stopped,polygon_3.started,polygon_3.stopped,bottom_line_3.started,bottom_line_3.stopped,right_line_3.started,right_line_3.stopped,left_line_3.started,left_line_3.stopped,question2_answer,text_16.started,text_16.stopped,text_17.started,text_17.stopped,image_7.started,image_7.stopped,polygon_4.started,polygon_4.stopped,bottom_line_4.started,bottom_line_4.stopped,right_line_4.started,right_line_4.stopped,left_line_4.started,left_line_4.stopped,question3_answer,text_18.started,text_18.stopped,text_19.started,text_19.stopped,image_8.started,image_8.stopped,polygon_5.started,polygon_5.stopped,bottom_line_5.started,bottom_line_5.stopped,right_line_5.started,right_line_5.stopped,left_line_5.started,left_line_5.stopped,question4_answer,text_20.started,text_20.stopped,text_21.started,text_21.stopped,image_9.started,image_9.stopped,polygon_6.started,polygon_6.stopped,bottom_line_6.started,bottom_line_6.stopped,right_line_6.started,right_line_6.stopped,left_line_6.started,left_line_6.stopped,question5_answer,text_25.started,text_25.stopped,text_26.started,text_26.stopped,image_11.started,image_11.stopped,polygon_7.started,polygon_7.stopped,bottom_line_7.started,bottom_line_7.stopped,right_line_7.started,right_line_7.stopped,left_line_7.started,left_line_7.stopped,question6_answer,text_27.started,text_27.stopped,text_28.started,text_28.stopped,image_12.started,image_12.stopped,polygon_8.started,polygon_8.stopped,bottom_line_8.started,bottom_line_8.stopped,right_line_8.started,right_line_8.stopped,left_line_8.started,left_line_8.stopped,question7_answer,text_29.started,text_29.stopped,text_30.started,text_30.stopped,image_13.started,image_13.stopped,polygon_9.started,polygon_9.stopped,bottom_line_9.started,bottom_line_9.stopped,right_line_9.started,right_line_9.stopped,left_line_9.started,left_line_9.stopped,question8_answer,text_31.started,text_31.stopped,text_32.started,text_32.stopped,image_14.started,image_14.stopped,polygon_10.started,polygon_10.stopped,bottom_line_10.started,bottom_line_10.stopped,right_line_10.started,right_line_10.stopped,left_line_10.started,left_line_10.stopped,participant,sA,sB,lA,lB,block_struct,random_seed,date,expName,psychopyVersion,frameRate,
,8,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.74442724500841,None,45.74442724500841,None,45.74442724500841,None,45.74442724500841,None,45.74442724500841,None,45.74442724500841,None,45.74442724500841,None,k,0,1,0,1,1,2,2020_Jan_29_1435,body_behavioural,3.2.1,59.99333881693387,
,9,,,,,0,9,9,9,0,0,0,0,,,,,,,,,,,,,45.845453721995,None,space,0.5363092699990375,45.845453721995,None,45.845453721995,None,46.46206038800301,None,46.46206038800301,None,,,"[1, 2]",47.27908786799526,None,47.27908786799526,None,47.27908786799526,None,47.27908786799526,None,47.27908786799526,None,47.27908786799526,None,47.27908786799526,None,,47.62903008300054,None,47.62903008300054,None,47.62903008300054,None,47.62903008300054,None,47.62903008300054,None,47.62903008300054,None,47.62903008300054,None,,47.81083880699589,None,47.81083880699589,None,47.81083880699589,None,47.81083880699589,None,47.81083880699589,None,47.81083880699589,None,47.81083880699589,None,,47.994777265004814,None,47.994777265004814,None,47.994777265004814,None,47.994777265004814,None,47.994777265004814,None,47.994777265004814,None,47.994777265004814,None,,48.16160267000669,None,48.16160267000669,None,48.16160267000669,None,48.16160267000669,None,48.16160267000669,None,48.16160267000669,None,48.16160267000669,None,,48.3115948199993,None,48.3115948199993,None,48.3115948199993,None,48.3115948199993,None,48.3115948199993,None,48.3115948199993,None,48.3115948199993,None,,48.461262815006194,None,48.461262815006194,None,48.461262815006194,None,48.461262815006194,None,48.461262815006194,None,48.461262815006194,None,48.461262815006194,None,,,,,,,,,,,,,,,,k,0,1,0,1,1,2,2020_Jan_29_1435,body_behavioural,3.2.1,59.99333881693387,
,9,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.62790772500739,None,48.62790772500739,None,48.62790772500739,None,48.62790772500739,None,48.62790772500739,None,48.62790772500739,None,48.62790772500739,None,k,0,1,0,1,1,2,2020_Jan_29_1435,body_behavioural,3.2.1,59.99333881693387,
,10,,,,,0,10,10,10,0,0,0,0,,,,,,,,,,,,,48.71206090999476,None,space,0.4783105819951743,48.71206090999476,None,48.71206090999476,None,49.26135972500197,None,49.26135972500197,None,,,"[1, 2]",50.17807321800501,None,50.17807321800501,None,50.17807321800501,None,50.17807321800501,None,50.17807321800501,None,50.17807321800501,None,50.17807321800501,None,,50.512262529999134,None,50.512262529999134,None,50.512262529999134,None,50.512262529999134,None,50.512262529999134,None,50.512262529999134,None,50.512262529999134,None,,50.67900469999586,None,50.67900469999586,None,50.67900469999586,None,50.67900469999586,None,50.67900469999586,None,50.67900469999586,None,50.67900469999586,None,,50.86234325999976,None,50.86234325999976,None,50.86234325999976,None,50.86234325999976,None,50.86234325999976,None,50.86234325999976,None,50.86234325999976,None,,51.06155237300845,None,51.06155237300845,None,51.06155237300845,None,51.06155237300845,None,51.06155237300845,None,51.06155237300845,None,51.06155237300845,None,,51.17923385200265,None,51.17923385200265,None,51.17923385200265,None,51.17923385200265,None,51.17923385200265,None,51.17923385200265,None,51.17923385200265,None,,51.34471476500039,None,51.34471476500039,None,51.34471476500039,None,51.34471476500039,None,51.34471476500039,None,51.34471476500039,None,51.34471476500039,None,,,,,,,,,,,,,,,,k,0,1,0,1,1,2,2020_Jan_29_1435,body_behavioural,3.2.1,59.99333881693387,
,10,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.49485458500567,None,51.49485458500567,None,51.49485458500567,None,51.49485458500567,None,51.49485458500567,None,51.49485458500567,None,51.49485458500567,None,k,0,1,0,1,1,2,2020_Jan_29_1435,body_behavioural,3.2.1,59.99333881693387,
,11,,,,,0,11,11,11,0,0,0,0,,,,,,,,,,,,,51.613342803000705,None,space,0.4278956799971638,51.613342803000705,None,51.613342803000705,None,52.11143947800156,None,52.11143947800156,None,,,"[1, 2]",52.94563222800207,None,52.94563222800207,None,52.94563222800207,None,52.94563222800207,None,52.94563222800207,None,52.94563222800207,None,52.94563222800207,None,,53.19540239000344,None,53.19540239000344,None,53.19540239000344,None,53.19540239000344,None,53.19540239000344,None,53.19540239000344,None,53.19540239000344,None,,53.394663369996124,None,53.394663369996124,None,53.394663369996124,None,53.394663369996124,None,53.394663369996124,None,53.394663369996124,None,53.394663369996124,None,,53.59568238799693,None,53.59568238799693,None,53.59568238799693,None,53.59568238799693,None,53.59568238799693,None,53.59568238799693,None,53.59568238799693,None,,53.778518690000055,None,53.778518690000055,None,53.778518690000055,None,53.778518690000055,None,53.778518690000055,None,53.778518690000055,None,53.778518690000055,None,,53.92890177000663,None,53.92890177000663,None,53.92890177000663,None,53.92890177000663,None,53.92890177000663,None,53.92890177000663,None,53.92890177000663,None,,54.06134143000236,None,54.06134143000236,None,54.06134143000236,None,54.06134143000236,None,54.06134143000236,None,54.06134143000236,None,54.06134143000236,None,,,,,,,,,,,,,,,,k,0,1,0,1,1,2,2020_Jan_29_1435,body_behavioural,3.2.1,59.99333881693387,
,11,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.278344414997264,None,54.278344414997264,None,54.278344414997264,None,54.278344414997264,None,54.278344414997264,None,54.278344414997264,None,54.278344414997264,None,k,0,1,0,1,1,2,2020_Jan_29_1435,body_behavioural,3.2.1,59.99333881693387,
,12,,,,,0,12,12,12,0,0,0,0,,,,,,,,,,,,,54.41247971000848,None,space,0.41054922000330407,54.41247971000848,None,54.41247971000848,None,54.89497602000483,None,54.89497602000483,None,,,"[2, 1]",55.811509175997344,None,55.811509175997344,None,55.811509175997344,None,55.811509175997344,None,55.811509175997344,None,55.811509175997344,None,55.811509175997344,None,,56.1123030680028,None,56.1123030680028,None,56.1123030680028,None,56.1123030680028,None,56.1123030680028,None,56.1123030680028,None,56.1123030680028,None,,56.32874724800058,None,56.32874724800058,None,56.32874724800058,None,56.32874724800058,None,56.32874724800058,None,56.32874724800058,None,56.32874724800058,None,,56.52915792999556,None,56.52915792999556,None,56.52915792999556,None,56.52915792999556,None,56.52915792999556,None,56.52915792999556,None,56.52915792999556,None,,56.67888135800604,None,56.67888135800604,None,56.67888135800604,None,56.67888135800604,None,56.67888135800604,None,56.67888135800604,None,56.67888135800604,None,,56.84530041299877,None,56.84530041299877,None,56.84530041299877,None,56.84530041299877,None,56.84530041299877,None,56.84530041299877,None,56.84530041299877,None,,56.97879837000801,None,56.97879837000801,None,56.97879837000801,None,56.97879837000801,None,56.97879837000801,None,56.97879837000801,None,56.97879837000801,None,,,,,,,,,,,,,,,,k,0,1,0,1,1,2,2020_Jan_29_1435,body_behavioural,3.2.1,59.99333881693387,
,12,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.162383907998446,None,57.162383907998446,None,57.162383907998446,None,57.162383907998446,None,57.162383907998446,None,57.162383907998446,None,57.162383907998446,None,k,0,1,0,1,1,2,2020_Jan_29_1435,body_behavioural,3.2.1,59.99333881693387,
,13,,,,,0,13,13,13,0,0,0,0,,,,,,,,,,,,,57.27873596000427,None,space,0.4681046810001135,57.27873596000427,None,57.27873596000427,None,57.82958468500874,None,57.82958468500874,None,,,"[1, 2]",58.39575605500431,None,58.39575605500431,None,58.39575605500431,None,58.39575605500431,None,58.39575605500431,None,58.39575605500431,None,58.39575605500431,None,,58.87958246799826,None,58.87958246799826,None,58.87958246799826,None,58.87958246799826,None,58.87958246799826,None,58.87958246799826,None,58.87958246799826,None,,59.11263423800119,None,59.11263423800119,None,59.11263423800119,None,59.11263423800119,None,59.11263423800119,None,59.11263423800119,None,59.11263423800119,None,,59.26204252500611,None,59.26204252500611,None,59.26204252500611,None,59.26204252500611,None,59.26204252500611,None,59.26204252500611,None,59.26204252500611,None,,59.46202615799848,None,59.46202615799848,None,59.46202615799848,None,59.46202615799848,None,59.46202615799848,None,59.46202615799848,None,59.46202615799848,None,,59.6286918400001,None,59.6286918400001,None,59.6286918400001,None,59.6286918400001,None,59.6286918400001,None,59.6286918400001,None,59.6286918400001,None,,59.81210132299748,None,59.81210132299748,None,59.81210132299748,None,59.81210132299748,None,59.81210132299748,None,59.81210132299748,None,59.81210132299748,None,,,,,,,,,,,,,,,,k,0,1,0,1,1,2,2020_Jan_29_1435,body_behavioural,3.2.1,59.99333881693387,
,13,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.9956175529951,None,59.9956175529951,None,59.9956175529951,None,59.9956175529951,None,59.9956175529951,None,59.9956175529951,None,59.9956175529951,None,k,0,1,0,1,1,2,2020_Jan_29_1435,body_behavioural,3.2.1,59.99333881693387,
,14,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.162783970008604,None,60.162783970008604,None,60.162783970008604,None,60.162783970008604,None,60.162783970008604,None,60.162783970008604,None,60.162783970008604,None,k,0,1,0,1,1,2,2020_Jan_29_1435,body_behavioural,3.2.1,59.99333881693387,
,15,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.36208475800231,None,60.36208475800231,None,60.36208475800231,None,60.36208475800231,None,60.36208475800231,None,60.36208475800231,None,60.36208475800231,None,k,0,1,0,1,1,2,2020_Jan_29_1435,body_behavioural,3.2.1,59.99333881693387,
