story_list_block1,action_list_block1,story_list_block2,action_list_block2,participant,sA,sB,lA,lB,block_struct,random_seed,date,expName,psychopyVersion,frameRate,
[31 13 42 22 24 44 33 11],[2 1 2 3 1 4 4 3],[34 43 32 41 23 14 12 21],[4 4 2 2 1 1 3 3],,,,,,,,,,,,
