behav_recall_instructions.thisRepN,behav_recall_instructions.thisTrialN,behav_recall_instructions.thisN,behav_recall_instructions.thisIndex,story_list_block1,action_list_block1,story_list_block2,action_list_block2,key_resp_30.keys,key_resp_30.rt,participant,sA,sB,lA,lB,block_struct,play_stories,block,behavioral,date,expName,frameRate,
,,,,[42 22 24 44 31 33 11 13],[2 3 1 4 2 4 3 1],[32 21 23 14 43 12 41 34],[2 3 1 1 4 3 2 4],space,1.9831216820166446,lessandra,0,1,0,1,1,0,1,0,2020_Jan_14_1504,recall_fmri,60.02446645230819,
