instructText,count,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,story_list_block1,action_list_block1,story_list_block2,action_list_block2,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_13.started,text_13.stopped,text_23.started,text_23.stopped,text_43.started,text_43.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.started,key_resp_11.stopped,text_44.started,text_44.stopped,image_10.started,image_10.stopped,text_22.started,text_22.stopped,recall,question1_answer,order of question,text_14.started,text_14.stopped,text_15.started,text_15.stopped,image_6.started,image_6.stopped,polygon_3.started,polygon_3.stopped,bottom_line_3.started,bottom_line_3.stopped,right_line_3.started,right_line_3.stopped,left_line_3.started,left_line_3.stopped,question2_answer,text_16.started,text_16.stopped,text_17.started,text_17.stopped,image_7.started,image_7.stopped,polygon_4.started,polygon_4.stopped,bottom_line_4.started,bottom_line_4.stopped,right_line_4.started,right_line_4.stopped,left_line_4.started,left_line_4.stopped,question3_answer,text_18.started,text_18.stopped,text_19.started,text_19.stopped,image_8.started,image_8.stopped,polygon_5.started,polygon_5.stopped,bottom_line_5.started,bottom_line_5.stopped,right_line_5.started,right_line_5.stopped,left_line_5.started,left_line_5.stopped,question4_answer,text_20.started,text_20.stopped,text_21.started,text_21.stopped,image_9.started,image_9.stopped,polygon_6.started,polygon_6.stopped,bottom_line_6.started,bottom_line_6.stopped,right_line_6.started,right_line_6.stopped,left_line_6.started,left_line_6.stopped,question5_answer,text_25.started,text_25.stopped,text_26.started,text_26.stopped,image_11.started,image_11.stopped,polygon_7.started,polygon_7.stopped,bottom_line_7.started,bottom_line_7.stopped,right_line_7.started,right_line_7.stopped,left_line_7.started,left_line_7.stopped,question6_answer,text_27.started,text_27.stopped,text_28.started,text_28.stopped,image_12.started,image_12.stopped,polygon_8.started,polygon_8.stopped,bottom_line_8.started,bottom_line_8.stopped,right_line_8.started,right_line_8.stopped,left_line_8.started,left_line_8.stopped,question7_answer,text_29.started,text_29.stopped,text_30.started,text_30.stopped,image_13.started,image_13.stopped,polygon_9.started,polygon_9.stopped,bottom_line_9.started,bottom_line_9.stopped,right_line_9.started,right_line_9.stopped,left_line_9.started,left_line_9.stopped,question8_answer,text_31.started,text_31.stopped,text_32.started,text_32.stopped,image_14.started,image_14.stopped,polygon_10.started,polygon_10.stopped,bottom_line_10.started,bottom_line_10.stopped,right_line_10.started,right_line_10.stopped,left_line_10.started,left_line_10.stopped,questions time,text_47.started,text_47.stopped,key_resp_13.keys,key_resp_13.rt,key_resp_13.started,key_resp_13.stopped,text_36.started,text_36.stopped,participant,sA,sB,lA,lB,block_struct,random_seed,date,expName,psychopyVersion,frameRate,
,11,,,,,0,11,11,11,0,0,0,0,,,,,,,,,,,,,,,,,692.7735700089979,None,space,0.8320307749963831,692.7735700089979,None,692.7735700089979,None,693.6728371469944,None,693.6728371469944,None,,,"[2, 1]",693.9404307039949,None,693.9404307039949,None,693.9404307039949,None,693.9404307039949,None,693.9404307039949,None,693.9404307039949,None,693.9404307039949,None,,694.2737940719962,None,694.2737940719962,None,694.2737940719962,None,694.2737940719962,None,694.2737940719962,None,694.2737940719962,None,694.2737940719962,None,,694.457548306993,None,694.457548306993,None,694.457548306993,None,694.457548306993,None,694.457548306993,None,694.457548306993,None,694.457548306993,None,,694.6235659619997,None,694.6235659619997,None,694.6235659619997,None,694.6235659619997,None,694.6235659619997,None,694.6235659619997,None,694.6235659619997,None,,694.8237254139967,None,694.8237254139967,None,694.8237254139967,None,694.8237254139967,None,694.8237254139967,None,694.8237254139967,None,694.8237254139967,None,,695.0227543200017,None,695.0227543200017,None,695.0227543200017,None,695.0227543200017,None,695.0227543200017,None,695.0227543200017,None,695.0227543200017,None,,695.1729901020008,None,695.1729901020008,None,695.1729901020008,None,695.1729901020008,None,695.1729901020008,None,695.1729901020008,None,695.1729901020008,None,,,,,,,,,,,,,,,,,,,,,,,,,k,0,1,0,1,1,2,2020_Jan_29_1452,body_behavioural,3.2.1,60.22251146510041,
,11,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695.3406565890036,None,695.3406565890036,None,695.3406565890036,None,695.3406565890036,None,695.3406565890036,None,695.3406565890036,None,695.3406565890036,None,,,,,,,,,,k,0,1,0,1,1,2,2020_Jan_29_1452,body_behavioural,3.2.1,60.22251146510041,
,12,,,,,0,12,12,12,0,0,0,0,,,,,,,,,,,,,,,,,695.4896254089981,None,space,0.47662534000119194,695.4896254089981,None,695.4896254089981,None,696.0396173839981,None,696.0396173839981,None,,,"[1, 2]",696.3237315320002,None,696.3237315320002,None,696.3237315320002,None,696.3237315320002,None,696.3237315320002,None,696.3237315320002,None,696.3237315320002,None,,696.7069422839995,None,696.7069422839995,None,696.7069422839995,None,696.7069422839995,None,696.7069422839995,None,696.7069422839995,None,696.7069422839995,None,,696.9063472139969,None,696.9063472139969,None,696.9063472139969,None,696.9063472139969,None,696.9063472139969,None,696.9063472139969,None,696.9063472139969,None,,697.0731120139972,None,697.0731120139972,None,697.0731120139972,None,697.0731120139972,None,697.0731120139972,None,697.0731120139972,None,697.0731120139972,None,,697.4405062419974,None,697.4405062419974,None,697.4405062419974,None,697.4405062419974,None,697.4405062419974,None,697.4405062419974,None,697.4405062419974,None,,697.6064713819942,None,697.6064713819942,None,697.6064713819942,None,697.6064713819942,None,697.6064713819942,None,697.6064713819942,None,697.6064713819942,None,,697.7896565819974,None,697.7896565819974,None,697.7896565819974,None,697.7896565819974,None,697.7896565819974,None,697.7896565819974,None,697.7896565819974,None,,,,,,,,,,,,,,,,,,,,,,,,,k,0,1,0,1,1,2,2020_Jan_29_1452,body_behavioural,3.2.1,60.22251146510041,
,12,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,698.0065289689956,None,698.0065289689956,None,698.0065289689956,None,698.0065289689956,None,698.0065289689956,None,698.0065289689956,None,698.0065289689956,None,,,,,,,,,,k,0,1,0,1,1,2,2020_Jan_29_1452,body_behavioural,3.2.1,60.22251146510041,
,13,,,,,0,13,13,13,0,0,0,0,,,,,,,,,,,,,,,,,698.1567840089992,None,space,0.9011795830010669,698.1567840089992,None,698.1567840089992,None,699.1398497339978,None,699.1398497339978,None,,,"[2, 1]",699.4570608939976,None,699.4570608939976,None,699.4570608939976,None,699.4570608939976,None,699.4570608939976,None,699.4570608939976,None,699.4570608939976,None,,699.8074523840041,None,699.8074523840041,None,699.8074523840041,None,699.8074523840041,None,699.8074523840041,None,699.8074523840041,None,699.8074523840041,None,,700.2075217020029,None,700.2075217020029,None,700.2075217020029,None,700.2075217020029,None,700.2075217020029,None,700.2075217020029,None,700.2075217020029,None,,700.3565718869941,None,700.3565718869941,None,700.3565718869941,None,700.3565718869941,None,700.3565718869941,None,700.3565718869941,None,700.3565718869941,None,,700.539964783995,None,700.539964783995,None,700.539964783995,None,700.539964783995,None,700.539964783995,None,700.539964783995,None,700.539964783995,None,,700.7067207889922,None,700.7067207889922,None,700.7067207889922,None,700.7067207889922,None,700.7067207889922,None,700.7067207889922,None,700.7067207889922,None,,700.8900111419935,None,700.8900111419935,None,700.8900111419935,None,700.8900111419935,None,700.8900111419935,None,700.8900111419935,None,700.8900111419935,None,,,,,,,,,,,,,,,,,,,,,,,,,k,0,1,0,1,1,2,2020_Jan_29_1452,body_behavioural,3.2.1,60.22251146510041,
,13,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701.0742731369974,None,701.0742731369974,None,701.0742731369974,None,701.0742731369974,None,701.0742731369974,None,701.0742731369974,None,701.0742731369974,None,,,,,,,,,,k,0,1,0,1,1,2,2020_Jan_29_1452,body_behavioural,3.2.1,60.22251146510041,
,14,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701.2733656789933,None,701.2733656789933,None,701.2733656789933,None,701.2733656789933,None,701.2733656789933,None,701.2733656789933,None,701.2733656789933,None,,,,,,,,,,k,0,1,0,1,1,2,2020_Jan_29_1452,body_behavioural,3.2.1,60.22251146510041,
,15,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701.506820612005,None,701.506820612005,None,701.506820612005,None,701.506820612005,None,701.506820612005,None,701.506820612005,None,701.506820612005,None,,,,,,,,,,k,0,1,0,1,1,2,2020_Jan_29_1452,body_behavioural,3.2.1,60.22251146510041,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.62483152200002,701.6900740139972,None,space,44.631927341994015,701.6900740139972,None,,,k,0,1,0,1,1,2,2020_Jan_29_1452,body_behavioural,3.2.1,60.22251146510041,
,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746.3758456409996,None,k,0,1,0,1,1,2,2020_Jan_29_1452,body_behavioural,3.2.1,60.22251146510041,
,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,747.3592166419985,None,k,0,1,0,1,1,2,2020_Jan_29_1452,body_behavioural,3.2.1,60.22251146510041,
,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748.3592472900054,None,k,0,1,0,1,1,2,2020_Jan_29_1452,body_behavioural,3.2.1,60.22251146510041,
,,,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749.359203629996,None,k,0,1,0,1,1,2,2020_Jan_29_1452,body_behavioural,3.2.1,60.22251146510041,
,,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.3591253859922,None,k,0,1,0,1,1,2,2020_Jan_29_1452,body_behavioural,3.2.1,60.22251146510041,
