count,trials_14.thisRepN,trials_14.thisTrialN,trials_14.thisN,trials_14.thisIndex,Block1.thisRepN,Block1.thisTrialN,Block1.thisN,Block1.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_22.thisRepN,trials_22.thisTrialN,trials_22.thisN,trials_22.thisIndex,trials_23.thisRepN,trials_23.thisTrialN,trials_23.thisN,trials_23.thisIndex,story_list_block1,action_list_block1,story_list_block2,action_list_block2,text_53.started,text_53.stopped,textTrigger.started,textTrigger.stopped,getTrigger.keys,getTrigger.rt,getTrigger.started,getTrigger.stopped,triggerTime,text_38.started,text_38.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,text_39.started,text_39.stopped,text_33.started,text_33.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_4.started,text_4.stopped,image.started,image.stopped,text_5.started,text_5.stopped,key_resp_22.keys,key_resp_22.rt,key_resp_22.started,key_resp_22.stopped,text_37.started,text_37.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,question1_3.started,question1_3.stopped,question2_3.started,question2_3.stopped,question3_3.started,question3_3.stopped,question4_3.started,question4_3.stopped,question5_3.started,question5_3.stopped,question6_3.started,question6_3.stopped,image_16.started,image_16.stopped,text_49.started,text_49.stopped,key_resp_15.keys,key_resp_15.rt,key_resp_15.started,key_resp_15.stopped,text_50.started,text_50.stopped,key_resp_14.keys,key_resp_14.rt,key_resp_14.started,key_resp_14.stopped,key_resp_27.keys,key_resp_27.rt,key_resp_27.started,key_resp_27.stopped,image_21.started,image_21.stopped,text.started,text.stopped,text_52.started,text_52.stopped,key_resp_16.keys,key_resp_16.rt,key_resp_16.started,key_resp_16.stopped,participant,s1,s2,l1,l2,story_listening,play_stories,behavioral,date,expName,psychopyVersion,frameRate,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,[13 44 42 11 24 22 33 31],[1 4 2 3 1 3 4 2],[23 34 12 14 41 32 21 43],[1 4 3 1 2 2 3 4],20.60361804184504,None,23.771016258979216,None,5,0.3116462880279869,23.771016258979216,None,6.350888211047277,24.154238753952086,None,space,0.6622037971392274,24.154238753952086,None,24.154238753952086,None,24.836366154020652,None,space,0.32478550216183066,24.836366154020652,None,25.437519351951778,None,25.437519351951778,None,25.437519351951778,None,space,0.46797402994707227,25.437519351951778,None,25.937687251949683,None,space,0.3744811681099236,25.937687251949683,None,26.738043528981507,None,26.738043528981507,None,26.738043528981507,None,26.738043528981507,None,26.738043528981507,None,26.738043528981507,None,26.738043528981507,None,,,,,,,,,,,,,,,,,,,,,,,,,,,moouse,0,1,0,1,1,0,0,2020_Jan_06_1651,body_behavioural,3.2.1,60.147418341674616,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.671203637029976,None,27.671203637029976,None,27.671203637029976,None,space,0.24924588995054364,27.671203637029976,None,,,,,,,,,,,,,,,,,,,,,27.38715375890024,None,space,0.20435713813640177,27.38715375890024,None,,,,,,,,,,,,,,,,,,,,,moouse,0,1,0,1,1,0,0,2020_Jan_06_1651,body_behavioural,3.2.1,60.147418341674616,
0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.937418351881206,None,space,0.3170820700470358,27.937418351881206,None,space,0.39534194208681583,28.371054959017783,None,28.371054959017783,None,,,,,,,,,moouse,0,1,0,1,1,0,0,2020_Jan_06_1651,body_behavioural,3.2.1,60.147418341674616,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.788825436960906,None,28.788825436960906,None,space,0.3986390919890255,28.788825436960906,None,,,,,,,,,,,,,
