count,storyText,locationEvent,socialEvent,locationEventSize,socialEventSize,instructText,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,order of stories,order of perspectives,participant 2 order - stories,participant 2 order  - schemas types,key_resp_8.keys,key_resp_8.rt,key_resp_5.keys,key_resp_5.rt,key_resp_7.keys,key_resp_7.rt,story_presses.keys,story_presses.rt,story time,key_resp_6.keys,key_resp_6.rt,key_resp_2.keys,key_resp_2.rt,key_resp_10.keys,key_resp_10.rt,recall,recall time,key_resp_12.keys,key_resp_12.rt,key_resp_3.keys,key_resp_3.rt,participant,session,date,expName,psychopyVersion,frameRate,
3,"“Me too,” David said.",2,3,,,,0,3,3,3,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.486076514999695,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
3,"He continued, “When we're back in town, is there any chance you'd want to get dinner?",2,3,,,,0,3,3,3,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.269735992999813,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
3,"I know we just met, but when life throws a luggage cart at you it seems like we should listen. “",2,3,,,,0,3,3,3,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.7197321929997997,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
3,"She stopped packing, and said with a smile, “Yes I would love that.”",2,3,,,,0,3,3,3,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0364042000001064,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
3,Then they ran off to Anna’s gate which was at the end of the terminal. ,3,3,,,,0,3,3,3,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.2198208330000853,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
3,"David took put on her backpack, grabbed her hand, and navigated quickly through the crowds of people.",3,3,,,,0,3,3,3,,,,,0,32,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1.3530851300001814,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
3,Anna was amazed at everything that was happening; she had arrived at the airport doubtful that she would make it and was now confident that she would due to this handsome and kind man she just met.,3,3,,,,0,3,3,3,,,,,0,33,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.434156610000173,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
3,"As they approached her gate, Anna fished out a crumbled business card from her pocket and handed it to David, who handed her the backpack, and he promised to call her next week.",3,4,,,,0,3,3,3,,,,,0,34,34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.6694446699993932,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
3,She gave him one last embarrassed smile and approached the flight attendant who scanned her ticket. ,3,4,,,,0,3,3,3,,,,,0,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.2863989030001903,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
3,"Finally, she boarded the plane, sliding into her window seat located all the way in the back of the plane.",4,4,,,,0,3,3,3,,,,,0,36,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1.2697322700005316,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
3,"Barely containing her glee, she ignored the grumbles of complaint as she squeezed past the other passengers in her row and settled back in her seat. ",4,4,,,,0,3,3,3,,,,,0,37,37,37,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.767815409999457,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
3,"She was thankful that she had not only made it onto the plane in time, but also that she had been clumsy enough to forget to tie her shoes.",4,4,,,,0,3,3,3,,,,,0,38,38,38,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.3198297099997944,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
3,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
4,,,,,,,0,4,4,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,space,1.2363518230004047,space,2.4364379449998523,space,1.0530188679995263,,,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
4,"Simon and Carina noticed each other as they walked into the grocery store at the same time, their carts nearly colliding as they squeezed into the entrance.",1,1,,,,0,4,4,4,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8.253575425000236,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
4,"They were both new to the Boston area, and this was their first time in this store. ",1,1,,,,0,4,4,4,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.186460525000257,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
4,"It kind of looked like a large warehouse, with high unfurnished ceilings, industrial lights, and large packages of food. ",1,1,,,,0,4,4,4,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.7860574799997266,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
4,"They went off along separate routes, but soon ended up back together in the meat section. ",2,1,,,,0,4,4,4,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.7698385600006077,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
4,"They were both preparing for barbecues, so they were looking over the same cuts of meat. ",2,1,,,,0,4,4,4,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.669628599999669,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
4,"Simon really wanted to talk to Carina, and Carina really wanted to say something to Simon, but they felt embarrassed striking up a conversation with a stranger.",2,1,,,,0,4,4,4,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3.186525733000053,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
4,"Carina suddenly turned to Simon and, pointing at a Cornish hen, asked, “Isn’t this meat cute?”",2,2,,,,0,4,4,4,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.3198337900003025,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
4,"He laughed, and said, “It is very cute.",2,2,,,,0,4,4,4,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.4530805950007561,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
4,"Probably the younger brother of this guy,” and he picked up a regular-sized chicken.",2,2,,,,0,4,4,4,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.0195994979994794,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
4,"“Unlucky family,” she responded. ",2,2,,,,0,4,4,4,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.9531106150006963,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
4,They continued to chat as they picked out their groceries.,2,2,,,,0,4,4,4,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.5841095750001841,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
4,"Simon helped Carina pick out the best ribs and his personal favorite barbeque sauce, and she helped him gather the  peppers, onions, and spices for a vegetable kabob she recommended.",2,2,,,,0,4,4,4,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2.5030774530005147,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
4,"When they were both finished shopping, they went to the checkout area.",3,2,,,,0,4,4,4,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.3053121849998206,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
4,"Simon was disappointed to see that the lines were short, since he had been hoping for an excuse to spend more time with Carina.",3,2,,,,0,4,4,4,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1.6882930679994388,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
4,"They had real chemistry, and both of them could definitely see a future together despite having just met.",3,2,,,,0,4,4,4,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.3172986829995352,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
4,"“So you haven’t been around the city much?”, Simon asked. ",3,2,,,,0,4,4,4,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.9549004629998308,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
4,"“No, not really.",3,2,,,,0,4,4,4,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.1214005219999308,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
4,I’ve mainly been working and setting up my apartment.”,3,2,,,,0,4,4,4,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.4879207329995552,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
4,"Simon asked her, “Ok well, if you’d like I could pick you up next weekend, and we could go around Harvard Square and get dinner.",3,3,,,,0,4,4,4,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.984105823000391,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
4,"There are a lot of great places around there, and it’s really nice during the summer.",3,3,,,,0,4,4,4,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.238129084999855,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
4,The Harvard campus is also beautiful.” ,3,3,,,,0,4,4,4,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.1214702650004256,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
4,"Carina smiled, “I’d love to: that sounds great!”",3,3,,,,0,4,4,4,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.204311030000099,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
4,"She quickly entered her number in his phone, since they only had to wait a couple minutes in line.",3,3,,,,0,4,4,4,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.588259995000044,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
4,Then it was her turn to check out with the cashier. ,4,3,,,,0,4,4,4,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.3378371529997821,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
4,"Simon, wanting to make a gesture of his affection, lifted up the divider on the conveyor belt and said to the cashier, “Actually these are together.",4,3,,,,0,4,4,4,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2.371668050000153,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
4,"Carina, I’ve got it.",4,3,,,,0,4,4,4,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.8215555130000212,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
4,This was kind-of a date today.”,4,3,,,,0,4,4,4,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.6047239949994037,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
4,Carina blushed and laughed; she thought this was ridiculous but also very sweet. ,4,3,,,,0,4,4,4,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.6714107830002831,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
4,"The cashier rolled her eyes when they weren’t looking, and she scanned the rest of his items. ",4,3,,,,0,4,4,4,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.2714895230001275,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
4,"The total came to $120, and he paid with his credit card.",4,3,,,,0,4,4,4,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.2340413000001718,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
4,"Carina thanked him, and they took the groceries and walked out.",4,3,,,,0,4,4,4,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.067459566999787,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
4,"As they were walking towards the exit, Carina reluctantly said goodbye since she was running late for the barbeque she was hosting that afternoon.",4,4,,,,0,4,4,4,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2.4547978700002204,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
4,"They hugged and parted ways, stealing glances at each other as they both walked back to their cars.",4,4,,,,0,4,4,4,,,,,0,32,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.321527787999912,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
4,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
5,,,,,,,0,5,5,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,space,0.8711352250002165,space,0.5380387229997723,space,0.7713227200001711,,,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
5,"Alex was a distracted, sweaty mess as he walked into the grocery store with Chloe; he was hoping that she wouldn't suspect that he was about to propose.",1,1,,,,0,5,5,5,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8.055250620000152,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
5,"The grocery store was brightly lit; this was one of the nicest grocery stores in Atlanta, and sunlight poured in through the glass walls.",1,1,,,,0,5,5,5,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.1219200349996754,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
5,"The atmosphere was also bright because tomorrow was Thanksgiving, and most shoppers had carts piled high with turkey, stuffing, and pies.",1,1,,,,0,5,5,5,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6.92172343799939,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
5,Alex wanted to propose to Chloe here because he knew she would not suspect it at all. ,1,1,,,,0,5,5,5,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.938106972999776,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
5,"Chloe loved surprises, and Alex loved the look on Chloe’s face when she was surprised. ",1,1,,,,0,5,5,5,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.9548303000001397,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
5,"“Alex, we need to get some cranberry sauce, so let’s go there first.” ",2,1,,,,0,5,5,5,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2.1882939799997985,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
5,She led the way to the section of the store that held the canned foods. ,2,1,,,,0,5,5,5,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.7046425600001385,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
5,Alex looked like he was going to throw up. ,2,1,,,,0,5,5,5,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.4881071279996831,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
5,"As they were walking there, Chloe asked him, “Is everything okay, dear?”",2,1,,,,0,5,5,5,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.2389050530000532,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
5,"“Oh yeah, for sure,” he said, unconvincingly. ",2,1,,,,0,5,5,5,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.9048389199997473,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
5,"She chuckled, “Alright, whatever you say.” ",2,1,,,,0,5,5,5,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.871392487999401,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
5,"She was mulling over the different cans of cranberry sauce, and Alex knew she would be a while.",2,1,,,,0,5,5,5,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.5047475949995714,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
5,He turned his back to her and pulled out the ring.,2,2,,,,0,5,5,5,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.8381791229994633,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
5,He had been saving up for this for a while. ,2,2,,,,0,5,5,5,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.4548933849991954,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
5,The ring had three large diamonds with smaller ones encircling each one: all of them sparkled in the light streaming in from the windows. ,2,2,,,,0,5,5,5,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3.78821528699973,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
5,"“Alex?”, Chloe said suspiciously. ",2,2,,,,0,5,5,5,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.8047909950000758,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
5,He closed the box and whipped around. “Yes?”,2,2,,,,0,5,5,5,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.9714468749998559,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
5,“Do we need anything else?”,2,2,,,,0,5,5,5,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.904739630000222,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
5,"“Yeah I don’t know, honey.” ",2,2,,,,0,5,5,5,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.8713535599999886,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
5,They went to the checkout and waited in a long line.,3,2,,,,0,5,5,5,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.1547607499996957,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
5,Alex was staring intensely off into the distance. ,3,2,,,,0,5,5,5,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.3713832130006267,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
5,Chloe was watching him trying to decide whether he looked scared or confused. ,3,2,,,,0,5,5,5,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.2713626880004085,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
5,Alex looked over at their friends who were waiting by the entrance of the grocery store.,3,2,,,,0,5,5,5,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.6711817699997482,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
5,They got the message and walked over slowly. ,3,2,,,,0,5,5,5,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.204661017000035,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
5,"“Honey,” he said to get her attention, “Look, Chloe, I love you so much and I want to be with you forever, I can’t imagine a day without you.”",3,2,,,,0,5,5,5,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3.071521064999615,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
5,"“Awww, Alex, me too.”",3,2,,,,0,5,5,5,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.3710922850004863,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
5,"Alex got down on one knee, and Chloe gasped. ",3,3,,,,0,5,5,5,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.1340140249994874,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
5,"“I am serious, Chloe. Will you marry me?”",3,3,,,,0,5,5,5,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.1047624200000428,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
5,"The people in line around them realized what was happening, stepped back, and started taking pictures.",3,3,,,,0,5,5,5,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2.2548589299995,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
5,Their friends were no longer trying to hide and were videotaping and taking pictures too. ,3,3,,,,0,5,5,5,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.03816230800021,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
5,Chloe looked around and laughed. ,3,3,,,,0,5,5,5,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.8868362390003313,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
5,"“Yes!” she shouted, and jumped to embrace Alex in a hug. ",3,4,,,,0,5,5,5,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.1709222950003095,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
5,Everyone in line clapped and cheered. ,3,4,,,,0,5,5,5,,,,,0,32,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.754819492999559,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
5,"Alex put the ring on Chloe’s finger, who was nearly spinning in excitement.",3,4,,,,0,5,5,5,,,,,0,33,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.5881852849997813,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
5,"“I love it, oh my gosh, it’s so glittery!",3,4,,,,0,5,5,5,,,,,0,34,34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.2881871850004245,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
5,Look at this!” she said as she shoved her hand in a stranger’s face.,3,4,,,,0,5,5,5,,,,,0,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4.638086445000226,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
5,Her friends came over and hugged them.,3,4,,,,0,5,5,5,,,,,0,36,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.3534637310003745,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
5,The other people let them move up to the front of the checkout line. ,3,4,,,,0,5,5,5,,,,,0,37,37,37,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3.5383061850006925,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
5,The cashier congratulated them and scanned their cranberry sauce. ,4,4,,,,0,5,5,5,,,,,0,38,38,38,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.1696943199995076,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
