count,storyText,locationEvent,socialEvent,locationEventSize,socialEventSize,instructText,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,order of stories,order of perspectives,participant 2 order - stories,participant 2 order  - schemas types,key_resp_8.keys,key_resp_8.rt,key_resp_5.keys,key_resp_5.rt,key_resp_7.keys,key_resp_7.rt,story_presses.keys,story_presses.rt,story time,key_resp_6.keys,key_resp_6.rt,key_resp_2.keys,key_resp_2.rt,key_resp_10.keys,key_resp_10.rt,recall,recall time,key_resp_12.keys,key_resp_12.rt,key_resp_3.keys,key_resp_3.rt,participant,session,date,expName,psychopyVersion,frameRate,
2,A bell chimed as the door swung open and Sadie entered to find Thomas deep in thought on a bench by the door.,1,1,None,None,,0,2,2,2,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4.50265689600019,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
2,He jumped up and gave her a side hug. ,1,1,None,None,,0,2,2,2,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.419390132999979,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
2,"“How was your day?”, he asked.",1,1,None,None,,0,2,2,2,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.9173422379999465,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
2,"She clung onto him, “It was okay.",1,1,None,None,,0,2,2,2,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.1697001680004178,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
2,I missed you today.”,1,1,None,None,,0,2,2,2,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.5698654600000737,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
2,He looked at the hostess coming towards them.,1,1,None,None,,0,2,2,2,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0200905820001935,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
2,"“Can we have a table in the back?”, Thomas asked.",1,1,None,None,,0,2,2,2,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.470269417000054,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
2,"She shrugged and, as she loudly popped her bubblegum, replied, “Sure, honey, this way.”",1,1,9.0,None,,0,2,2,2,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.2032177770006456,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
2,She led them to the back of the restaurant where there were dimly lit tables. ,2,1,None,None,,0,2,2,2,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.7364245870003288,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
2,"“Is this alright?”, the hostess asked.",2,1,None,None,,0,2,2,2,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.1363904130002993,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
2,Thomas cleared his throat and tried not to grimace at the stained fabric that lined the booth.,2,1,None,None,,0,2,2,2,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.103026581999984,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
2,“This is great.,2,1,None,None,,0,2,2,2,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.6696197549999852,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
2,"Thank you,” Thomas said.",2,1,None,None,,0,2,2,2,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.3007988480003405,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
2,Sadie slipped into the cushioned seat and grabbed Thomas’ hand.,2,1,None,None,,0,2,2,2,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.5838834599999245,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
2,"“Tell me about your day!”, Sadie sang as Thomas sat down.",2,1,None,None,,0,2,2,2,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.4529483599999367,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
2,He looked at her silently and pulled his hand slowly from hers.,2,1,None,None,,0,2,2,2,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.569784991999768,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
2,Sadie gave him a puzzled look.,2,1,None,None,,0,2,2,2,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.136461545000202,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
2,Thomas looked away and took a deep breath. ,2,1,None,None,,0,2,2,2,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.8862499530005152,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
2,"Sadie asked, “What’s wrong?” ",2,1,None,None,,0,2,2,2,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.4193887279998307,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
2,Thomas picked at his fingernails.,2,1,None,22.0,,0,2,2,2,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.9030625100003817,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
2,"“Sadie, I’ve been thinking, and I need to figure out some stuff… on my own.”",2,2,None,None,,0,2,2,2,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.953031923000708,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
2,Sadie’s mouth popped open for a moment.,2,2,None,None,,0,2,2,2,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.3695500999992873,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
2,Then she swallowed and shifted back in her seat.,2,2,None,None,,0,2,2,2,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.4364203549994272,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
2,“Things have been really picking up at work.,2,2,None,None,,0,2,2,2,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.2531471530001,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
2,And I’m not sure that this is the job I want to do anymore.,2,2,None,None,,0,2,2,2,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.986388158000409,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
2,It’s been really overwhelming between working and figuring out if I should change careers.” ,2,2,17.0,None,,0,2,2,2,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.4674063279999245,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
2,The waiter appeared and interrupted the speech Thomas had been practicing.,3,2,None,None,,0,2,2,2,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2.084045579999838,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
2,"“Hello you two!”, the waiter said.",3,2,None,None,,0,2,2,2,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.46934402000079,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
2,“Have you decided what you would like?”,3,2,None,None,,0,2,2,2,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.8030884549998518,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
2,"Thomas and Sadie realized there were menus on the table, and they glanced at the lengthy list quickly.",3,2,None,None,,0,2,2,2,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.0009210729995175,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
2,"There were so many strange dishes they had never heard of before, so they settled on familiar orders.",3,2,None,None,,0,2,2,2,,,,,0,32,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.669621609999922,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
2,"“I’ll have a burger, no tomatoes,” Thomas said.",3,2,None,None,,0,2,2,2,,,,,0,33,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0864521920002517,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
2,"Sadie asked about the reuben, and the waiter told her it was excellent.",3,2,None,None,,0,2,2,2,,,,,0,34,34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.3340479969992884,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
2,"Once she agreed to get that, he walked away. ",3,2,None,None,,0,2,2,2,,,,,0,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.519335062999744,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
2,Sadie and Thomas looked at each other. ,3,2,None,None,,0,2,2,2,,,,,0,36,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.6697376149995762,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
2,"“So what are you saying?”, Sadie asked. ",3,2,None,None,,0,2,2,2,,,,,0,37,37,37,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.1034716000003755,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
2,"Thomas replied, “I want to take a break for awhile.",3,2,None,None,,0,2,2,2,,,,,0,38,38,38,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.2030966229995101,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
2,"You know, have space to figure out what I’m supposed to be doing.”",3,2,None,17.0,,0,2,2,2,,,,,0,39,39,39,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.119387738000114,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
2,Sadie quietly burst into tears. ,3,3,None,None,,0,2,2,2,,,,,0,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.7363683300000048,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
2,"Nevertheless, people sitting at the adjacent table looked over and quickly averted their gaze as they realized what was happening. ",3,3,None,None,,0,2,2,2,,,,,0,41,41,41,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.5864298079995933,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
2,“Is this really what you want?,3,3,None,None,,0,2,2,2,,,,,0,42,42,42,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.06990525800029,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
2,I don’t understand.,3,3,None,None,,0,2,2,2,,,,,0,43,43,43,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.8528437550003218,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
2,I don’t understand.,3,3,None,None,,0,2,2,2,,,,,0,44,44,44,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.5198311200001626,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
2,Things were fine. ,3,3,None,None,,0,2,2,2,,,,,0,45,45,45,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.9363978300007147,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
2,"We don’t have to hang out all the time, or as much as we do now.”",3,3,None,None,,0,2,2,2,,,,,0,46,46,46,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0860851769994042,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
2,Thomas chewed on his bottom lip and picked at his now bleeding hangnail. ,3,3,20.0,None,,0,2,2,2,,,,,0,47,47,47,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.8840855700000247,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
2,"At that moment, the waiter arrived with the burger and reuben and set them on the table.",4,3,None,None,,0,2,2,2,,,,,0,48,48,48,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.936407655000039,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
2,“Is there anything else I can get for you two?,4,3,None,None,,0,2,2,2,,,,,0,49,49,49,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.3026640099997167,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
2,"Will you be getting dessert tonight?”, he asked.",4,3,None,None,,0,2,2,2,,,,,0,50,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.6028050049999365,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
2,"“Oh no, we’re good, thanks,” Thomas said.",4,3,None,None,,0,2,2,2,,,,,0,51,51,51,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.4509645069992985,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
2,"Once the waiter had walked away still oblivious to the situation, Thomas sighed and said, “Sadie, I’m sorry.",4,3,None,None,,0,2,2,2,,,,,0,52,52,52,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.10324334500001,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
2,"You are so great, and I love hanging out with you.",4,3,None,None,,0,2,2,2,,,,,0,53,53,53,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.5197672770000281,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
2,But I need some time.,4,3,None,None,,0,2,2,2,,,,,0,54,54,54,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.5674381950002498,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
2,I’m so sorry.”,4,3,None,None,,0,2,2,2,,,,,0,55,55,55,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.6360733550000077,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
2,"He grabbed her hand, and she pulled it out of his.",4,3,None,None,,0,2,2,2,,,,,0,56,56,56,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.1036116529994615,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
2,"“Sadie,” he said.",4,3,None,17.0,,0,2,2,2,,,,,0,57,57,57,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.969841537999855,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
2," She stood up, grabbed half of the reuben and shook it at him as she growled, “Don’t follow me, and don’t talk to me anymore!”",4,4,None,None,,0,2,2,2,,,,,0,58,58,58,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.8697319600005358,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
2,"Sadie's heels clacked loudly against the black and white linoleum, and the bell above the door jingled cheerfully as the door closed behind her.",4,4,None,None,,0,2,2,2,,,,,0,59,59,59,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.2531740929998705,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
2,Thomas sat there for awhile in shock at how quickly everything transpired. ,4,4,None,None,,0,2,2,2,,,,,0,60,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0862820980000834,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
2,"He grabbed his burger and took a bite of it, creating a dry and fishy taste in his mouth.",4,4,None,None,,0,2,2,2,,,,,0,61,61,61,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2.4201879680003913,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
2,He dropped it back on his plate and wondered if the restaurant was responsible for the foul taste. ,4,4,13.0,5.0,,0,2,2,2,,,,,0,62,62,62,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.3864164369997525,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
2,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
3,,,,,,,0,3,3,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,space,0.8697012700004052,space,1.469618831999469,space,0.5193746979994103,,,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
3,David saw Anna for the first time when she burst into the airport with her bag skidding behind her half-zipped. ,1,1,,,,0,3,3,3,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,9,11.73715729200012,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
3,"He had three hours until his flight, but she clearly had less than one.",1,1,,,,0,3,3,3,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.203249632999359,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
3,"Anna’s yoga class had ran over, and afterwards, she, forgetting the time, had lingered to talk with friends. ",1,1,,,,0,3,3,3,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4.653131925000707,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
3,"Despite Anna's frazzled state, David was instantly intrigued by her.",1,1,,,,0,3,3,3,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.9530555799992726,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
3,"He thought she was beautiful, and she reminded him of one of his favorite paintings.",1,1,,,,0,3,3,3,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4.769638812999801,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
3,"Anna, a few strides into the airport, suddenly realized her shoes were untied, so she hunched over to tie them.",1,1,,,,0,3,3,3,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.069803270000193,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
3,David observed that someone with a tall cart of luggage was heading straight for where Anna was kneeling. ,1,1,,,,0,3,3,3,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.7029262300002301,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
3,Both Anna and the person driving the cart were oblivious to the impending collision. ,1,1,,,,0,3,3,3,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.3032233200001428,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
3,"David had to intervene, and he ran in front of the cart pushing her out of the way just in the nick of time, and they tumbled on the airport floor. ",1,2,,,,0,3,3,3,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.3365986999997403,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
3,"Anna, bewildered, looked up and saw the cart pass by and then looked over at David. ",1,2,,,,0,3,3,3,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.9360551579993626,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
3,He gave a smile back.,1,2,,,,0,3,3,3,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0366500580003049,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
3,"“You alright?”, he said.",1,2,,,,0,3,3,3,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.5364327299994329,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
3,"She whispered, “Uh yeah.",1,2,,,,0,3,3,3,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.9863503200003834,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
3,I almost got smooshed by that cart.”,1,2,,,,0,3,3,3,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.9194717250002213,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
3,Her head was still spinning as she stared at the handsome stranger who had saved her. ,1,2,,,,0,3,3,3,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.41980334299933,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
3,David helped her up and had to keep holding on to her arms to steady her even once they were standing.,1,2,,,,0,3,3,3,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.586348325000472,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
3,"“I’m really late for my flight,” she said. ",1,2,,,,0,3,3,3,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.9027103399994303,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
3,"“Don't worry,” said David, "let me help you get to your gate." ",1,2,,,,0,3,3,3,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.169759084999896,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
3,He waved off her half-hearted protests. ,1,2,,,,0,3,3,3,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.936603985000147,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
3,"“Really , I have plenty of time and nothing better to do.”",1,2,,,,0,3,3,3,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.8364098250003735,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
3,They headed to the security line. ,2,2,,,,0,3,3,3,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.50299395500042,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
3,"The line was not long, and they spent the time chatting and getting to know each other.",2,2,,,,0,3,3,3,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2.21979723000004,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
3,It turned out that Anna and David went to the same high school but Anna had been 3 years older.,2,2,,,,0,3,3,3,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.3702759950001564,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
3,When they got to the front of the line they took off their shoes and pulled off their coats.,2,3,,,,0,3,3,3,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.3866256380006234,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
3,Both of them went through the metal detector without any problems. ,2,3,,,,0,3,3,3,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.8363626299997122,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
3,"Anna’s flight was in 20 minutes, and as she was rushing to put her shoes and coat back on, David asked her, “So when are you coming back?”",2,3,,,,0,3,3,3,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4.436442990000614,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
3,"“In a week, it’s a short trip,” Anna replied. ",2,3,,,,0,3,3,3,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.2698069079997367,,,,,,,,,,,,,,022619_p1_v2,001,2019_Feb_26_1037,body_behavioural,3.0.4,59.85482630848273,
