count,storyText,locationEvent,socialEvent,instructText,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,order of stories,order of perspectives,participant 2 order - stories,participant 2 order  - schemas types,key_resp_8.keys,key_resp_8.rt,key_resp_5.keys,key_resp_5.rt,key_resp_7.keys,key_resp_7.rt,story_presses.keys,story_presses.rt,key_resp_2.keys,key_resp_2.rt,key_resp_10.keys,key_resp_10.rt,key_resp_3.keys,key_resp_3.rt,key_resp_11.keys,key_resp_11.rt,recall,question1_answer,order of question,question2_answer,question3_answer,question4_answer,question5_answer,question6_answer,question7_answer,question8_answer,participant,session,date,expName,frameRate,
0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,[12 22 43 24 33 31 14 41 34 21 13 11 42 44 32 23],"['Social' 'Location' 'Social' 'Social' 'Location' 'Social' 'Location'
 'Location' 'Location' 'Location' 'Location' 'Social' 'Location' 'Social'
 'Social' 'Social']",[34 21 13 11 42 44 32 23],"['Location' 'Location' 'Location' 'Social' 'Location' 'Social' 'Social'
 'Social']",space,0.6688387459998921,space,0.2503953030000048,space,0.43460143800007245,,,,,,,,,,,,,,,,,,,,,789,001,2019_Feb_08_1707,body_behavioural,59.93739970149774,
0,"It didn’t help the situation that Calvin and Jessie were running late to the airport, since Jessie had already been fuming at Calvin and preparing to end things with him.",1,1,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.001336295999863,,,,,,,,,,,,,,,,,,,789,001,2019_Feb_08_1707,body_behavioural,59.93739970149774,
0,"Upon arriving, they had only 45 minutes until their international flight would depart from Jamaica for the US.",1,1,,0,0,0,0,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.08414673500010394,,,,,,,,,,,,,,,,,,,789,001,2019_Feb_08_1707,body_behavioural,59.93739970149774,
0,It had been a tough vacation for them.,1,1,,0,0,0,0,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.034360805999995137,,,,,,,,,,,,,,,,,,,789,001,2019_Feb_08_1707,body_behavioural,59.93739970149774,
0,"Jessie had really had it with Calvin’s constant ramblings about the same excruciatingly boring golfing and work stories, which he insisted on repeating to her regardless of how little interest she showed.",1,1,,0,0,0,0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.0007279060000655591,,,,,,,,,,,,,,,,,,,789,001,2019_Feb_08_1707,body_behavioural,59.93739970149774,
0,"Calvin knew that Jessie was upset, but wasn't sure what to do besides attempting to carry on as normal and tell stories that took up the silence. ",1,1,,0,0,0,0,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.051496921000079965,,,,,,,,,,,,,,,,,,,789,001,2019_Feb_08_1707,body_behavioural,59.93739970149774,
0,"The security line was luckily very short, and once the online boarding passes were scanned they were ushered quickly through the metal detector, not having to take off their shoes or remove the liquids from their bags.",2,1,,0,0,0,0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.01934916800018982,,,,,,,,,,,,,,,,,,,789,001,2019_Feb_08_1707,body_behavioural,59.93739970149774,
0,"“The infrastructure of this airport is really quite poor," said Calvin as they waited for their bags to emerge from the x-ray machine.",2,1,,0,0,0,0,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.06822019799983536,,,,,,,,,,,,,,,,,,,789,001,2019_Feb_08_1707,body_behavioural,59.93739970149774,
0,“I really could've hidden something in my shoes quite easily.” ,2,1,,0,0,0,0,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.10197606099995937,,,,,,,,,,,,,,,,,,,789,001,2019_Feb_08_1707,body_behavioural,59.93739970149774,
0,"Jessie, exasperated at his need to broadcast his every inner thought, scowled at the conveyor belt.",2,1,,0,0,0,0,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.08353851700007908,,,,,,,,,,,,,,,,,,,789,001,2019_Feb_08_1707,body_behavioural,59.93739970149774,
0,"“What?”, he asked.",2,1,,0,0,0,0,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.09980127300013919,,,,,,,,,,,,,,,,,,,789,001,2019_Feb_08_1707,body_behavioural,59.93739970149774,
