count,storyText,locationEvent,socialEvent,instructText,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,order of stories,order of perspectives,key_resp_8.keys,key_resp_8.rt,key_resp_5.keys,key_resp_5.rt,key_resp_7.keys,key_resp_7.rt,story_presses.keys,story_presses.rt,story time,key_resp_6.keys,key_resp_6.rt,key_resp_2.keys,key_resp_2.rt,key_resp_10.keys,key_resp_10.rt,recall,participant,session,date,expName,psychopyVersion,frameRate,
1,"Mr. Gordon, after taking a contemplative bite of his food, said, “Mr. Shelton, I think we have a deal. ",4,4,,0,1,1,1,,,,,0,32,32,32,,,,,,,,,,,,,,,,,9,7.3374031969869975,,,,,,,,,031319_p3,001,2019_Mar_13_1504,body_behavioural,3.0.4,59.98709738242666,
1,"If you can guarantee that I can still have the final say in the all the work done by my team, I think this could be beneficial for both of us.",4,4,,0,1,1,1,,,,,0,33,33,33,,,,,,,,,,,,,,,,,1,6.270080409973161,,,,,,,,,031319_p3,001,2019_Mar_13_1504,body_behavioural,3.0.4,59.98709738242666,
1,I propose a toast to the merging of our companies.”,4,4,,0,1,1,1,,,,,0,34,34,34,,,,,,,,,,,,,,,,,1,2.08657829000731,,,,,,,,,031319_p3,001,2019_Mar_13_1504,body_behavioural,3.0.4,59.98709738242666,
1,Mr. Shelton grinned and lifted his martini to clink glasses.,4,4,,0,1,1,1,,,,,0,35,35,35,,,,,,,,,,,,,,,,,1,3.1697134969872423,,,,,,,,,031319_p3,001,2019_Mar_13_1504,body_behavioural,3.0.4,59.98709738242666,
1,"He said, “Cheers to a lifelong partnership and to the growth of your company.” ",4,4,,0,1,1,1,,,,,0,36,36,36,,,,,,,,,,,,,,,,,1,2.519883437023964,,,,,,,,,031319_p3,001,2019_Mar_13_1504,body_behavioural,3.0.4,59.98709738242666,
1,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,031319_p3,001,2019_Mar_13_1504,body_behavioural,3.0.4,59.98709738242666,
2,,,,,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,space,1.5031075820152182,space,1.0863160050066654,space,1.7031912819948047,,,,,,,,,,,031319_p3,001,2019_Mar_13_1504,body_behavioural,3.0.4,59.98709738242666,
2,"Jeff, hoping that today would be a pivotal day for his new business, had only been waiting inside the doors of the airport for a few minutes when he saw William and eagerly waved him over. ",1,1,,0,2,2,2,,,,,0,0,0,0,,,,,,,,,,,,,,,,,9,57.540590979973786,,,,,,,,,031319_p3,001,2019_Mar_13_1504,body_behavioural,3.0.4,59.98709738242666,
2,"Jeff, checking his watch, was pleased to see that the two of them had two hours to discuss business before their flights left Boston.",1,1,,0,2,2,2,,,,,0,1,1,1,,,,,,,,,,,,,,,,,1,7.120259460003581,,,,,,,,,031319_p3,001,2019_Mar_13_1504,body_behavioural,3.0.4,59.98709738242666,
2,The two had met the night before in line for the bathroom at a local bar. ,1,1,,0,2,2,2,,,,,0,2,2,2,,,,,,,,,,,,,,,,,1,6.636304795014439,,,,,,,,,031319_p3,001,2019_Mar_13_1504,body_behavioural,3.0.4,59.98709738242666,
