count,storyText,locationEvent,socialEvent,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,order of stories,order of perspectives,participant 2 order - stories,participant 2 order  - schemas types,key_resp_8.keys,key_resp_8.rt,key_resp_5.keys,key_resp_5.rt,key_resp_7.keys,key_resp_7.rt,story_presses.keys,story_presses.rt,participant,session,date,expName,psychopyVersion,frameRate,
0,,,,0,0,0,0,0,0,0,0,,,,,[23 32 44 41 22 14 33 11 34 13 24 31 43 21 42 12],"['Location' 'Location' 'Social' 'Location' 'Social' 'Location' 'Social'
 'Social' 'Social' 'Location' 'Location' 'Location' 'Social' 'Social'
 'Location' 'Social']",[34 13 24 31 43 21 42 12],"['Social' 'Location' 'Location' 'Location' 'Social' 'Social' 'Location'
 'Social']",space,0.3340261499999997,space,0.4507012370000041,space,0.48634565000000407,,,000,001,2019_Feb_25_1623,body_behavioural,3.0.4,59.95714802674337,
0,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,space,0.38603392499999245,,,000,001,2019_Feb_25_1623,body_behavioural,3.0.4,59.95714802674337,
0,"Alex was a distracted, sweaty mess as he walked into the grocery store with Chloe; he was hoping that she wouldn't suspect that he was about to propose.",1,1,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,1,1.152869097000007,000,001,2019_Feb_25_1623,body_behavioural,3.0.4,59.95714802674337,
0,"The grocery store was brightly lit; this was one of the nicest grocery stores in Atlanta, and sunlight poured in through the glass walls.",1,1,0,0,0,0,,,,,0,1,1,1,,,,,,,,,,,9,0.15057566499999098,000,001,2019_Feb_25_1623,body_behavioural,3.0.4,59.95714802674337,
0,"The atmosphere was also bright because tomorrow was Thanksgiving, and most shoppers had carts piled high with turkey, stuffing, and pies.",1,1,0,0,0,0,,,,,0,2,2,2,,,,,,,,,,,1,0.08693153999999481,000,001,2019_Feb_25_1623,body_behavioural,3.0.4,59.95714802674337,
0,Alex wanted to propose to Chloe here because he knew she would not suspect it at all. ,1,1,0,0,0,0,,,,,0,3,3,3,,,,,,,,,,,9,0.052603124999990314,000,001,2019_Feb_25_1623,body_behavioural,3.0.4,59.95714802674337,
0,"Chloe loved surprises, and Alex loved the look on Chloe’s face when she was surprised. ",1,1,0,0,0,0,,,,,0,4,4,4,,,,,,,,,,,1,0.06729637000000821,000,001,2019_Feb_25_1623,body_behavioural,3.0.4,59.95714802674337,
0,"“Alex, we need to get some cranberry sauce, so let’s go there first.” ",2,1,0,0,0,0,,,,,0,5,5,5,,,,,,,,,,,1,0.20405851199998892,000,001,2019_Feb_25_1623,body_behavioural,3.0.4,59.95714802674337,
0,She led the way to the section of the store that held the canned foods. ,2,1,0,0,0,0,,,,,0,6,6,6,,,,,,,,,,,9,0.1211449170000094,000,001,2019_Feb_25_1623,body_behavioural,3.0.4,59.95714802674337,
0,Alex looked like he was going to throw up. ,2,1,0,0,0,0,,,,,0,7,7,7,,,,,,,,,,,9,0.25291529999998374,000,001,2019_Feb_25_1623,body_behavioural,3.0.4,59.95714802674337,
0,"As they were walking there, Chloe asked him, “Is everything okay, dear?”",2,1,0,0,0,0,,,,,0,8,8,8,,,,,,,,,,,1,0.06980633500000977,000,001,2019_Feb_25_1623,body_behavioural,3.0.4,59.95714802674337,
0,"“Oh yeah, for sure,” he said, unconvincingly. ",2,1,0,0,0,0,,,,,0,9,9,9,,,,,,,,,,,9,0.10302623699999458,000,001,2019_Feb_25_1623,body_behavioural,3.0.4,59.95714802674337,
0,"She chuckled, “Alright, whatever you say.” ",2,1,0,0,0,0,,,,,0,10,10,10,,,,,,,,,,,1,0.10065011999998319,000,001,2019_Feb_25_1623,body_behavioural,3.0.4,59.95714802674337,
0,"She was mulling over the different cans of cranberry sauce, and Alex knew she would be a while.",2,1,0,0,0,0,,,,,0,11,11,11,,,,,,,,,,,9,0.05139031999999588,000,001,2019_Feb_25_1623,body_behavioural,3.0.4,59.95714802674337,
0,He turned his back to her and pulled out the ring.,2,2,0,0,0,0,,,,,0,12,12,12,,,,,,,,,,,1,0.0538851999999963,000,001,2019_Feb_25_1623,body_behavioural,3.0.4,59.95714802674337,
0,He had been saving up for this for a while. ,2,2,0,0,0,0,,,,,0,13,13,13,,,,,,,,,,,9,0.08635885999999005,000,001,2019_Feb_25_1623,body_behavioural,3.0.4,59.95714802674337,
0,The ring had three large diamonds with smaller ones encircling each one: all of them sparkled in the light streaming in from the windows. ,2,2,0,0,0,0,,,,,0,14,14,14,,,,,,,,,,,1,0.053243684999984,000,001,2019_Feb_25_1623,body_behavioural,3.0.4,59.95714802674337,
0,"“Alex?”, Chloe said suspiciously. ",2,2,0,0,0,0,,,,,0,15,15,15,,,,,,,,,,,9,0.06956417699998951,000,001,2019_Feb_25_1623,body_behavioural,3.0.4,59.95714802674337,
0,He closed the box and whipped around. “Yes?”,2,2,0,0,0,0,,,,,0,16,16,16,,,,,,,,,,,1,0.06944931799998244,000,001,2019_Feb_25_1623,body_behavioural,3.0.4,59.95714802674337,
0,“Do we need anything else?”,2,2,0,0,0,0,,,,,0,17,17,17,,,,,,,,,,,1,0.1197931720000156,000,001,2019_Feb_25_1623,body_behavioural,3.0.4,59.95714802674337,
0,"“Yeah I don’t know, honey.” ",2,2,0,0,0,0,,,,,0,18,18,18,,,,,,,,,,,1,0.10304731499999775,000,001,2019_Feb_25_1623,body_behavioural,3.0.4,59.95714802674337,
0,They went to the checkout and waited in a long line.,3,2,0,0,0,0,,,,,0,19,19,19,,,,,,,,,,,1,0.11995095199998218,000,001,2019_Feb_25_1623,body_behavioural,3.0.4,59.95714802674337,
0,Alex was staring intensely off into the distance. ,3,2,0,0,0,0,,,,,0,20,20,20,,,,,,,,,,,1,0.10323447999996915,000,001,2019_Feb_25_1623,body_behavioural,3.0.4,59.95714802674337,
0,Chloe was watching him trying to decide whether he looked scared or confused. ,3,2,0,0,0,0,,,,,0,21,21,21,,,,,,,,,,,1,0.05280997199997728,000,001,2019_Feb_25_1623,body_behavioural,3.0.4,59.95714802674337,
