count,storyText,locationEvent,socialEvent,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,instructText,order of stories,order of perspectives,key_resp_5.keys,story_presses.keys,participant,session,date,expName,frameRate,
0,"Sven and Isabel walked hurriedly from the cab into the Barcelona Airport after an incredible weekend with Isabel’s family, which had wiped away any doubts Sven had had about his decision to propose. ",1,1,0,0,0,0,0,0,0,0,,,,,,[22 33 31 44 13 24 42 11 41 32 14 21 43 34 23 12],"['Location' 'Location' 'Social' 'Location' 'Social' 'Social' 'Social'
 'Location' 'Social' 'Social' 'Social' 'Location' 'Location' 'Location'
 'Social' 'Location']",None,None,alex,001,2019_Jan_25_1150,body_behavioural,60.54192909091491,
0,,,,0,0,0,0,,,,,,,,,,,,,,alex,001,2019_Jan_25_1150,body_behavioural,60.54192909091491,
