count,storyText,locationEvent,socialEvent,locationEventSize,socialEventSize,instructText,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,order of stories,order of perspectives,participant 2 order - stories,participant 2 order  - schemas types,key_resp_8.keys,key_resp_8.rt,key_resp_5.keys,key_resp_5.rt,key_resp_7.keys,key_resp_7.rt,story_presses.keys,story_presses.rt,story time,key_resp_6.keys,key_resp_6.rt,key_resp_2.keys,key_resp_2.rt,key_resp_10.keys,key_resp_10.rt,recall,participant,session,date,expName,psychopyVersion,frameRate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"This is nothing, okay, compared to what you will be making if one of these buyers makes a contract.",2,2,,,,0,1,1,1,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,1,3.068292129002657,,,,,,,,,022719_p1,1,2019_Feb_27_1214,body_behavioural,3.0.4,59.91687599967098,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,So I propose that you send us $600 worth of wine shipments for a price of $300.”,2,2,,,,0,1,1,1,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,1,1.2867446870004642,,,,,,,,,022719_p1,1,2019_Feb_27_1214,body_behavioural,3.0.4,59.91687599967098,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"When it was their turn to go through the metal detector, they took off their shoes and pulled out their laptops.",2,2,,,,0,1,1,1,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,1,3.1696991229982814,,,,,,,,,022719_p1,1,2019_Feb_27_1214,body_behavioural,3.0.4,59.91687599967098,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Jeff mulled over the offer, nodding noncommittally to William's pitch as they proceeded through the metal detector and retrieved their belongings.",2,2,,,,0,1,1,1,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,1,1.6363828619978449,,,,,,,,,022719_p1,1,2019_Feb_27_1214,body_behavioural,3.0.4,59.91687599967098,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"They began to walk through the concourse, and William handed some printed spreadsheets to Jeff as they navigated toward their gates at the end of the terminal.",3,2,,,,0,1,1,1,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,1,2.403210337000928,,,,,,,,,022719_p1,1,2019_Feb_27_1214,body_behavioural,3.0.4,59.91687599967098,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Jeff, weaving through the crowds of travelers, squinted at William's rosy projections of the number of bottles he could be able to purchase in the future.",3,2,,,,0,1,1,1,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,1,3.451011772998754,,,,,,,,,022719_p1,1,2019_Feb_27_1214,body_behavioural,3.0.4,59.91687599967098,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Finally Jeff said, “I don’t know, we’re not coming from corporate vineyards, so gambling with sample shipments is the kind of risk we can’t necessarily make. ",3,3,,,,0,1,1,1,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,1,2.9700356169996667,,,,,,,,,022719_p1,1,2019_Feb_27_1214,body_behavioural,3.0.4,59.91687599967098,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"These corporate purchases would have to be huge and practically guaranteed, to offset the loss from selling sample shipments at this price.”",3,3,,,,0,1,1,1,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,1,2.5537722970002505,,,,,,,,,022719_p1,1,2019_Feb_27_1214,body_behavioural,3.0.4,59.91687599967098,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"They walked to the gates very slowly, barely registering the hubbub of the airport since they were so caught up in figuring out this deal before their flights left.",3,3,,,,0,1,1,1,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,1,27.388213731999713,,,,,,,,,022719_p1,1,2019_Feb_27_1214,body_behavioural,3.0.4,59.91687599967098,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"At the end of their long walk, they got to Jeff’s gate first, which had begun boarding passengers.",3,3,,,,0,1,1,1,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,1,2.135953642999084,,,,,,,,,022719_p1,1,2019_Feb_27_1214,body_behavioural,3.0.4,59.91687599967098,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"In these last minutes, William and Jeff agreed on a compromise rate on the sample shipment, paying $400 for a $600 shipment, and they finalized the deal with a handshake.",3,4,,,,0,1,1,1,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,9,0.9032525350012293,,,,,,,,,022719_p1,1,2019_Feb_27_1214,body_behavioural,3.0.4,59.91687599967098,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"“Well, what a tremendous pleasure to do business with you and to have all this work out,” William said.",3,4,,,,0,1,1,1,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,1,2.152793705001386,,,,,,,,,022719_p1,1,2019_Feb_27_1214,body_behavioural,3.0.4,59.91687599967098,,,,,,,,,,,,,,,,,,,,,,,,,,,,
