count,storyText,locationEvent,socialEvent,story,locationEventSize,socialEventSize,socialAnswer,locationAnswer,instructText,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,order of stories,order of perspectives,participant 2 order - stories,participant 2 order  - schemas types,key_resp_8.keys,key_resp_8.rt,key_resp_5.keys,key_resp_5.rt,key_resp_7.keys,key_resp_7.rt,story_presses.keys,story_presses.rt,recall time,key_resp_12.keys,key_resp_12.rt,key_resp_3.keys,key_resp_3.rt,key_resp_11.keys,key_resp_11.rt,recall,question1_answer,order of question,question2_answer,question3_answer,question4_answer,question5_answer,question6_answer,question7_answer,question8_answer,questions time,key_resp_13.keys,key_resp_13.rt,participant,session,date,expName,psychopyVersion,frameRate,
3,"The total came to $52, and he paid with his credit card.",4,3,None,,,,,,0,3,3,3,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,9,0.13646888198854867,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
3,"Carina thanked him, and they took the groceries and walked out.",4,3,None,,,,,,0,3,3,3,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,,,,,,9,0.11931537800410297,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
3,"As they were walking towards the exit, Carina checked her phone for the time.",4,3,None,,,,,,0,3,3,3,,,,,0,32,32,32,,,,,,,,,,,,,,,,,,,,,,,9,0.13612028500938322,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
3,"Seeing that it was 4:30 pm, she reluctantly said goodbye since she was running late for the barbeque she was hosting that afternoon.",4,4,None,,,,,,0,3,3,3,,,,,0,33,33,33,,,,,,,,,,,,,,,,,,,,,,,1,0.036070059999474324,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
3,"They hugged and parted ways, stealing glances at each other as they both walked back to their cars.",4,4,None,,,,,,0,3,3,3,,,,,0,34,34,34,,,,,,,,,,,,,,,,,,,,,,,9,0.05313781200675294,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
3,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
4,,,,,,,,,,0,4,4,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,space,2.6022926009900402,space,0.5530072800029302,space,0.8358054569980595,,,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
4,"Jeff, hoping that today would be a pivotal day for his company, had only been waiting inside the doors of the airport for a few minutes when he saw William and eagerly waved him over. ",1,1,32.0,,,,,,0,4,4,4,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,9,2.286566495007719,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
4,"Jeff, checking his watch, was pleased to see that the two of them had two hours to discuss business before their flights left Boston.",1,1,None,,,,,,0,4,4,4,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,9,0.06993721700564492,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
4,The two had met the night before in line for the bathroom at a local bar. ,1,1,None,,,,,,0,4,4,4,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,9,0.06970020200242288,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
4,Jeff had delivered some surprisingly-detailed complaints to William about the wine selection.,1,1,None,,,,,,0,4,4,4,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,1,0.0697115970106097,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
4,They quickly learned that they were both in the wine industry: Jeff was a sales associate for wine vineyards in the Northeast and William was a wine buyer for corporate events.,1,1,None,,,,,,0,4,4,4,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,9,0.0036482400028035045,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
4,"Since they both had flights out of Boston at the same time, they had agreed to meet at the airport and talk about potentially doing business. ",1,1,None,,,,,,0,4,4,4,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,9,0.06959792000998277,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
4,"They headed to security together, and waited in the line.",2,1,None,,,,,,0,4,4,4,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,1,0.019626371999038383,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
4,"“It’s crazy that we met last night,” William said, “I am flying out right now to meet my boss, and was worried that I was going to show up empty handed without any local retailer prepared.” ",2,1,None,,,,,,0,4,4,4,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,9,0.019180026996764354,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
4,"“I know, what are the chances, right?” Jeff said.",2,1,None,,,,,,0,4,4,4,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,1,0.08644705699407496,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
4,"William laughed and said, “I’m glad our shared complaining can come in handy.",2,1,None,,,,,,0,4,4,4,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,1,0.11961149299168028,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
4,"Ok, so, I know this is fast, but I'd like to get right down to business since I don’t want to worry about time.",2,2,None,,,,,,0,4,4,4,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,1,0.08603909499652218,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
4,I'd really like to order a couple of sample shipments from you and present them to our corporate buyers: I think they’d really love to have some East Coast variety. ,2,2,None,,,,,,0,4,4,4,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,1,0.10077209000883158,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
4,"Now, typically we expect to get these kinds of samples at a deep discount, at least half-off the label price.",2,2,None,,,,,,0,4,4,4,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,1,0.06959360500331968,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
4,"This is nothing, okay, compared to what you will be making if one of these buyers makes a contract.",2,2,None,,,,,,0,4,4,4,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,1,0.08636672000284307,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
4,So I propose that you send us 5 barrels of your select wines for $800.”,2,2,None,,,,,,0,4,4,4,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,1,0.08646846500050742,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
4,"Before going through the metal detector, they slipped off their loafers, undid their belts and watches and pulled out their laptops from their briefcase bags. ",2,2,None,,,,,,0,4,4,4,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,9,0.06956353998975828,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
4,They placed everything in the bins. ,2,2,None,,,,,,0,4,4,4,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,1,0.019373930001165718,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
4,"Jeff mulled over the offer, nodding noncommittally to William's pitch as they proceeded through the metal detector and retrieved their belongings.",2,2,None,,,,,,0,4,4,4,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,9,0.03584800999669824,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
4,"Having recovered from the security check, they began to walk through the concourse toward Jeff’s gate, B8, and William handed some printed spreadsheets to Jeff as they walked.",3,2,None,,,,,,0,4,4,4,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,1,0.06737926999630872,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
4,"Jeff, weaving through the crowds of travelers, squinted at William's rosy projections of the number of bottles he could be able to purchase in the future.",3,2,None,,,,,,0,4,4,4,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,1,0.13643402500019874,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
4,"Jeff said, “I don’t know, we’re not coming from corporate vineyards, so gambling with sample shipments is the kind of risk we can’t necessarily make. ",3,3,None,,,,,,0,4,4,4,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,1,0.11957954699755646,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
4,"These corporate purchases would have to be huge and practically guaranteed, to offset the loss from selling sample shipments at this price.”",3,3,None,,,,,,0,4,4,4,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,1,0.11969732999568805,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
4,"William decided to tell Jeff that they had med the same offer to their competitor, East Vines, who had refused and that they would make a better offer to Jeff and his company.",3,3,None,,,,,,0,4,4,4,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,1,0.03600441699381918,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
4,"They walked to the gates very slowly, barely registering the hubbub of the airport since they were so caught up in figuring out this deal before their flights left.",3,3,None,,,,,,0,4,4,4,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,1,0.036401197998202406,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
4,"At the end of their long walk, they got to Jeff’s gate first, which had begun boarding passengers.",3,3,None,,,,,,0,4,4,4,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,1,0.36987316999875475,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
4,"In these last minutes, William and Jeff agreed on a compromise rate on the sample shipment, paying $400 for a $600 shipment, and they finalized the deal with a handshake. ",3,4,None,,,,,,0,4,4,4,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,1,0.05309092500829138,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
4,"“Well, what a tremendous pleasure to do business with you and to have all this work out,” William said.",3,4,None,,,,,,0,4,4,4,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,9,0.1363503720058361,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
4,"Jeff nodded enthusiastically, and responded, “Likewise, this has been great.  ",3,4,None,,,,,,0,4,4,4,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,9,0.08583944701240398,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
4,I'll let you get to your gate.,3,4,None,,,,,,0,4,4,4,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,9,0.11966794199543074,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
4,"Once we’re both back on the ground, we can get all the shipments in the books.”",3,4,None,,,,,,0,4,4,4,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,1,0.019977717005531304,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
4,They parted with a wave as Jeff scanned his boarding pass at the gate. ,3,4,None,,,,,,0,4,4,4,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,1,0.10295783200126607,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
4,He walked onto the plane and sat down in seat 4A in the business class section.,4,4,None,,,,,,0,4,4,4,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,,,,,,1,0.11951603498891927,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
4,He typed out a quick email on his phone letting the rest of his team know the good news. ,4,4,None,,,,,,0,4,4,4,,,,,0,32,32,32,,,,,,,,,,,,,,,,,,,,,,,1,0.0690832819964271,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
4,"When the flight attendant came by, he ordered a glass of champagne to celebrate.",4,4,None,,,,,,0,4,4,4,,,,,0,33,33,33,,,,,,,,,,,,,,,,,,,,,,,1,0.08624006499303505,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
4,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
5,,,,,,,,,,0,5,5,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,space,0.9528952370019397,space,0.8531420200015418,space,14.604050687004928,,,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
5,,,,,,,,,,0,5,5,5,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,space,0.8848328379972372,,,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
5,Charlie saw Alma as they walked into class and he motioned for her to come sit in the back next to him: they had business to discuss.,1,1,34.0,,,,,,0,5,5,5,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,9,13.25407061498845,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
5,Charlie and Alma were both economics students with entrepreneurial bents.,1,1,None,,,,,,0,5,5,5,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,3.870389462012099,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
5,They were also both very busy and in the same class.,1,1,None,,,,,,0,5,5,5,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,9,2.2008896449988242,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
5,"After talking at a party, Charlie had discovered that Alma was looking for financing for her web development company of which she was the founder and CEO.",1,1,None,,,,,,0,5,5,5,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,1,1.8006134000024758,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
5,It was serendipitous because he was an investment analyst for a group on campus and he had been talking with other members of this venture capital group about making a new investment. ,1,1,None,,,,,,0,5,5,5,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,1,1.2507754870021017,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
5,"His financial group had come to a decision that morning about Alma’s idea, and he didn't want to wait until after class to discuss the proposal with her. ",1,1,None,,,,,,0,5,5,5,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,1,0.719523380001192,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
5,The class was in a medium-sized auditorium which was brightly lit and very modern-looking. ,1,1,None,,,,,,0,5,5,5,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,1,0.33582749498600606,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
5,There were three projector screens and tables for each row of the audience which had power outlets and USB ports. ,1,1,None,,,,,,0,5,5,5,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,1,0.1362474000052316,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
5,“Here we are at Lecture Seven already in Archaeology of Rome” said the professor. ,2,1,None,,,,,,0,5,5,5,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,1,0.08669669000664726,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
5,"“We're going to talk today about Augustus, an incredibly important influence in Roman architecture.” ",2,1,None,,,,,,0,5,5,5,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,1,0.18621460800932255,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
5,"She went into some recap of the last lecture, and Charlie took this as an opportunity to start talking to Alma.",2,1,None,,,,,,0,5,5,5,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,1,0.07004015700658783,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
5,"“Okay so I’ve been thinking about your startup idea, and I have talked about it with my fellow investors.",2,2,None,,,,,,0,5,5,5,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,1,0.0689958199945977,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
5,We’d like to invest half of what you originally suggested.,2,2,None,,,,,,0,5,5,5,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,1,0.10299150200444274,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
5,"So we propose we start with wiring $28,000.",2,2,None,,,,,,0,5,5,5,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,1,0.08619096899928991,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
5,We would see how the company does and then invest the other half later.” ,2,2,None,,,,,,0,5,5,5,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,1,0.21963927199249156,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
5,"Alma, tapping her pen on her notebook, narrowed her eyes and pursed her lips.",2,2,None,,,,,,0,5,5,5,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,1,0.08548473900009412,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
5,She turned back to the lecture as she considered this.,2,2,None,,,,,,0,5,5,5,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,1,0.13653392500418704,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
5,"The professor was going on: “The senate had conferred upon him the title of Augustus the sacred and revered one, the restorer of traditional values, the city’s new religious leader, the restorer of temples. ",3,2,None,,,,,,0,5,5,5,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,1,0.11970365700835828,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
5,"Augustus also sought to beautify Rome, make it into a new Athens, and dispel the criticisms of Rome as disorganized and ugly.”",3,2,None,,,,,,0,5,5,5,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,1,0.0029392269934760407,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
5,"Alma turned back to Charlie and offered her rebuttal, “I don’t know about that: it’s not going to be possible to implement our ideas effectively unless the project is fully funded. ",3,3,None,,,,,,0,5,5,5,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,1,0.052849248007987626,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
5,"We would have to find other investors like your competitor on campus, Churchill Capital Group, and that would set us back in our timeline. ",3,3,None,,,,,,0,5,5,5,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,1,0.03581144000054337,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
5,"Our profit projections assumed we'd be starting relatively soon, not months down the line.” ",3,3,None,,,,,,0,5,5,5,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,1,0.01980695000384003,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
5,They whispered back and forth during the whole class in order to work out a compromise. ,3,3,None,,,,,,0,5,5,5,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,1,0.050697434999165125,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
5,"Finally, the class ended, and the professor dismissed the students with a reminder that the midterm paper was due on Thursday and that they should email their papers to the TA.",4,3,None,,,,,,0,5,5,5,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,1,0.08614936500089243,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
5,"Everyone, except Charlie and Alma, packed up their things and headed out of the lecture hall to get to their next class. ",4,3,None,,,,,,0,5,5,5,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,1,0.03406422000261955,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
5,"“Alright, so we’ll have the $30,000 wired to you by tomorrow,” Charlie said. ",4,4,None,,,,,,0,5,5,5,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,1,0.019628893001936376,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
5,"This wasn't ideal for Charlie, but Alma had refused to budge, and his investment group had told him they were willing to pay the full amount if necessary. ",4,4,None,,,,,,0,5,5,5,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,1,0.019347384994034655,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
5,"They hugged in confirmation of the deal, walked out of the now-empty lecture hall, and made plans to sign the official paperwork the next day.",4,4,None,,,,,,0,5,5,5,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,1,0.03399871000146959,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
5,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
6,,,,,,,,,,0,6,6,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,space,1.5031085380032891,space,0.9862781800038647,space,1.0862985550047597,,,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
6,,,,,,,,,,0,6,6,6,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,space,0.652304336996167,,,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
6,,,,,,,,,,0,6,6,6,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,space,2.286216542008333,,,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
6,"It didn’t help the situation that Calvin and Jessie were running late to the airport, since Jessie had already been fuming at Calvin and preparing to end things with him.",1,1,12.0,,,,,,0,6,6,6,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1,1.9030634420050774,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
6,"Upon arriving, they had only 45 minutes until their international flight would depart from Jamaica for the US.",1,1,None,,,,,,0,6,6,6,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,0.10289210500195622,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
6,It had been a tough vacation for them.,1,1,None,,,,,,0,6,6,6,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,1,0.08629954500065651,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
6,"Jessie had really had it with Calvin’s constant ramblings about the same excruciatingly boring golfing and work stories, which he insisted on repeating to her regardless of how little interest she showed.",1,1,None,,,,,,0,6,6,6,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,1,0.13681311000254937,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
6,She decided she would break up with him after 6 weeks of thinking about it. ,1,1,None,,,,,,0,6,6,6,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,1,0.10298296999826562,,,,,,,,,,,,,,,,,,,,,050119_p1,001,2019_May_01_1231,body_behavioural_mayedit,3.0.4,59.95978137723138,
