trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,instruct_text,key_resp_9.keys,key_resp_9.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,space,0.33912210700509604,',001,2019_Aug_26_2352,part1_subjective_segmentation,3.0.4,60.0497524218681,
