,count,storyText,locationEvent,socialEvent,locationEventSize,socialEventSize,instructText,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,order of stories,order of perspectives,key_resp_8.keys,key_resp_8.rt,key_resp_5.keys,key_resp_5.rt,key_resp_7.keys,key_resp_7.rt,story_presses.keys,story_presses.rt,story time,key_resp_6.keys,key_resp_6.rt,key_resp_2.keys,key_resp_2.rt,key_resp_10.keys,key_resp_10.rt,recall,recall time,key_resp_12.keys,key_resp_12.rt,key_resp_3.keys,key_resp_3.rt,key_resp_11.keys,key_resp_11.rt,question1_answer,order of question,question2_answer,question3_answer,question4_answer,question5_answer,question6_answer,question7_answer,question8_answer,questions time,key_resp_13.keys,key_resp_13.rt,participant,session,date,expName,psychopyVersion,frameRate,Unnamed: 82,count,storyText,locationEvent,socialEvent,locationEventSize,socialEventSize,instructText,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,order of stories,order of perspectives,key_resp_8.keys,key_resp_8.rt,key_resp_5.keys,key_resp_5.rt,key_resp_7.keys,key_resp_7.rt,story_presses.keys,story_presses.rt,story time,key_resp_6.keys,key_resp_6.rt,key_resp_2.keys,key_resp_2.rt,key_resp_10.keys,key_resp_10.rt,recall,recall time,key_resp_12.keys,key_resp_12.rt,key_resp_3.keys,key_resp_3.rt,key_resp_11.keys,key_resp_11.rt,question1_answer,order of question,question2_answer,question3_answer,question4_answer,question5_answer,question6_answer,question7_answer,question8_answer,questions time,key_resp_13.keys,key_resp_13.rt,participant,session,date,expName,psychopyVersion,frameRate,Unnamed: 82
10,0.0,"Now, let me get my computer set up, one moment, class.”",2.0,1.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,9.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.6860509899997855,,,,,,,,,,,,,,,,,,,,,,,,,,,,030519_p3,1,2019_Mar_05_1619,body_behavioural,3.0.4,60.05180681032672,,0.0,"The ring contained a canary diamond that had been in his grandmother’s wedding ring, and it was a brilliant stone that was accentuated by the small white diamonds encircling it.",2.0,2.0,None,None,,0.0,0.0,0.0,0.0,,,,,0.0,9.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.220921575004468,,,,,,,,,,,,,,,,,,,,,,,,,,,,030819_p1,1.0,2019_Mar_08_1213,body_behavioural,3.0.4,59.84914662825267,
11,0.0,Lana pulled out her Calculus problem set and puzzled over it.,2.0,1.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.5530861449951772,,,,,,,,,,,,,,,,,,,,,,,,,,,,030519_p3,1,2019_Mar_05_1619,body_behavioural,3.0.4,60.05180681032672,,0.0,"He walked back to the table after handing the small, velvet box to a waiter at the front podium.",2.0,2.0,6.0,None,,0.0,0.0,0.0,0.0,,,,,0.0,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,10.603940849978244,,,,,,,,,,,,,,,,,,,,,,,,,,,,030819_p1,1.0,2019_Mar_08_1213,body_behavioural,3.0.4,59.84914662825267,
12,0.0,"While she was distracted, Aaron unzipped the small pocket in his backpack and pulled out the ring box.",2.0,2.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,11.0,11.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,19.03523860500718,,,,,,,,,,,,,,,,,,,,,,,,,,,,030519_p3,1,2019_Mar_05_1619,body_behavioural,3.0.4,60.05180681032672,,0.0,He came back just as their waiter was approaching the table to get their order.,3.0,2.0,None,None,,0.0,0.0,0.0,0.0,,,,,0.0,11.0,11.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.4033125099958847,,,,,,,,,,,,,,,,,,,,,,,,,,,,030819_p1,1.0,2019_Mar_08_1213,body_behavioural,3.0.4,59.84914662825267,
13,0.0,He opened it up and looked at the ring.,2.0,2.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,12.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,4.5032886830013,,,,,,,,,,,,,,,,,,,,,,,,,,,,030519_p3,1,2019_Mar_05_1619,body_behavioural,3.0.4,60.05180681032672,,0.0,"Senna ordered the oysters with garlic-parmesan sauce, and Alvira ordered the sauteed sea scallops with caramelized apples. ",3.0,2.0,None,None,,0.0,0.0,0.0,0.0,,,,,0.0,12.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.186150143010309,,,,,,,,,,,,,,,,,,,,,,,,,,,,030819_p1,1.0,2019_Mar_08_1213,body_behavioural,3.0.4,59.84914662825267,
14,0.0,"Instead of one large diamond, there were 5 diamonds embedded in a thick band. ",2.0,2.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,13.0,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.4699288099945984,,,,,,,,,,,,,,,,,,,,,,,,,,,,030519_p3,1,2019_Mar_05_1619,body_behavioural,3.0.4,60.05180681032672,,0.0,"“Excellent choices,” the waiter said with a subsequent brisk spin away from the table.",3.0,2.0,None,None,,0.0,0.0,0.0,0.0,,,,,0.0,13.0,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.052095355000347,,,,,,,,,,,,,,,,,,,,,,,,,,,,030819_p1,1.0,2019_Mar_08_1213,body_behavioural,3.0.4,59.84914662825267,
15,0.0,He knew Lana would like this because her style was not flashy but more about simple elegance.,2.0,2.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,14.0,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.1008108500100207,,,,,,,,,,,,,,,,,,,,,,,,,,,,030519_p3,1,2019_Mar_05_1619,body_behavioural,3.0.4,60.05180681032672,,0.0,"“What a beautiful place, Senna. ",3.0,2.0,None,None,,0.0,0.0,0.0,0.0,,,,,0.0,14.0,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.7037775369826695,,,,,,,,,,,,,,,,,,,,,,,,,,,,030819_p1,1.0,2019_Mar_08_1213,body_behavioural,3.0.4,59.84914662825267,
16,0.0,Aaron put the ring back into the bag as the professor began the lecture. ,3.0,2.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,15.0,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,5.519524310002454,,,,,,,,,,,,,,,,,,,,,,,,,,,,030519_p3,1,2019_Mar_05_1619,body_behavioural,3.0.4,60.05180681032672,,0.0,"Really this is too much just to celebrate the first tomatoes I grew in the garden, like, this is absurd,” Alvira said.",3.0,2.0,None,None,,0.0,0.0,0.0,0.0,,,,,0.0,15.0,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,9.201075136981672,,,,,,,,,,,,,,,,,,,,,,,,,,,,030819_p1,1.0,2019_Mar_08_1213,body_behavioural,3.0.4,59.84914662825267,
17,0.0,“Recall from previous lectures that the number of protons determines the identity of the element. ,3.0,2.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,16.0,16.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.936975133008673,,,,,,,,,,,,,,,,,,,,,,,,,,,,030519_p3,1,2019_Mar_05_1619,body_behavioural,3.0.4,60.05180681032672,,0.0,"Senna laughed and said, “No, those were really the best tomatoes I’ve ever had. ",3.0,2.0,None,None,,0.0,0.0,0.0,0.0,,,,,0.0,16.0,16.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.03615575801814,,,,,,,,,,,,,,,,,,,,,,,,,,,,030819_p1,1.0,2019_Mar_08_1213,body_behavioural,3.0.4,59.84914662825267,
18,0.0,"So for example, all atoms of sodium have 11 protons in the nucleus. ",3.0,2.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,17.0,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.085967584993341,,,,,,,,,,,,,,,,,,,,,,,,,,,,030519_p3,1,2019_Mar_05_1619,body_behavioural,3.0.4,60.05180681032672,,0.0,We had to celebrate.” ,3.0,2.0,None,None,,0.0,0.0,0.0,0.0,,,,,0.0,17.0,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.6499616669898387,,,,,,,,,,,,,,,,,,,,,,,,,,,,030819_p1,1.0,2019_Mar_08_1213,body_behavioural,3.0.4,59.84914662825267,
19,0.0,"And if you look on the periodic table, the atomic number for sodium, the symbol is Na, is eleven.”",3.0,2.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,18.0,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.317407739988994,,,,,,,,,,,,,,,,,,,,,,,,,,,,030519_p3,1,2019_Mar_05_1619,body_behavioural,3.0.4,60.05180681032672,,0.0,"They talked and laughed as the sun sank below the horizon, and the glow from the ocean was replaced by the glow from the chandeliers.",3.0,2.0,8.0,None,,0.0,0.0,0.0,0.0,,,,,0.0,18.0,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.953901900007622,,,,,,,,,,,,,,,,,,,,,,,,,,,,030819_p1,1.0,2019_Mar_08_1213,body_behavioural,3.0.4,59.84914662825267,
20,0.0,Lana was taking notes while Aaron was texting all of his friends in the class to get ready for the proposal. ,3.0,2.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,19.0,19.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,2.952609291998669,,,,,,,,,,,,,,,,,,,,,,,,,,,,030519_p3,1,2019_Mar_05_1619,body_behavioural,3.0.4,60.05180681032672,,0.0,"The waiter eventually returned with their meals, and everything was even more delicious than they had expected, especially the oysters, which Senna said tasted like the ocean. ",4.0,2.0,None,None,,0.0,0.0,0.0,0.0,,,,,0.0,19.0,19.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.720189979998394,,,,,,,,,,,,,,,,,,,,,,,,,,,,030819_p1,1.0,2019_Mar_08_1213,body_behavioural,3.0.4,59.84914662825267,
21,0.0,"Right after talking about how two ions bond into one stable molecule by covalent bonds, the professor stopped the lecture and asked Lana to come to the front of the class to do a demonstration. ",3.0,2.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,20.0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,5.236946645003627,,,,,,,,,,,,,,,,,,,,,,,,,,,,030519_p3,1,2019_Mar_05_1619,body_behavioural,3.0.4,60.05180681032672,,0.0,Then he paused and looked at Alvira meaningfully. ,4.0,2.0,None,None,,0.0,0.0,0.0,0.0,,,,,0.0,20.0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.3365146319847554,,,,,,,,,,,,,,,,,,,,,,,,,,,,030819_p1,1.0,2019_Mar_08_1213,body_behavioural,3.0.4,59.84914662825267,
22,0.0,"She walked to the front of the class confused, and the professor asked her to stand in the middle of the stage.",3.0,2.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,21.0,21.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0363954200001904,,,,,,,,,,,,,,,,,,,,,,,,,,,,030519_p3,1,2019_Mar_05_1619,body_behavioural,3.0.4,60.05180681032672,,0.0, “It’s really been the best three years of my life with you.,4.0,2.0,None,None,,0.0,0.0,0.0,0.0,,,,,0.0,21.0,21.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.750927802000661,,,,,,,,,,,,,,,,,,,,,,,,,,,,030819_p1,1.0,2019_Mar_08_1213,body_behavioural,3.0.4,59.84914662825267,
23,0.0,"Then Aaron walked up and, taking Lana’s hand, got down on one knee. ",3.0,3.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,22.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,9.236780507999356,,,,,,,,,,,,,,,,,,,,,,,,,,,,030519_p3,1,2019_Mar_05_1619,body_behavioural,3.0.4,60.05180681032672,,0.0,"I couldn’t imagine it any other way, and I don’t want to.",4.0,2.0,None,None,,0.0,0.0,0.0,0.0,,,,,0.0,22.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.4699823099945206,,,,,,,,,,,,,,,,,,,,,,,,,,,,030819_p1,1.0,2019_Mar_08_1213,body_behavioural,3.0.4,59.84914662825267,
24,0.0,"“It's time for us to make a bond of our own, Lana.",3.0,3.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,23.0,23.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.6527379879989894,,,,,,,,,,,,,,,,,,,,,,,,,,,,030519_p3,1,2019_Mar_05_1619,body_behavioural,3.0.4,60.05180681032672,,0.0,"I really want to spend the rest of my years eating garden tomatoes, whatever it is, with you.” ",4.0,2.0,None,None,,0.0,0.0,0.0,0.0,,,,,0.0,23.0,23.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.053263405017788,,,,,,,,,,,,,,,,,,,,,,,,,,,,030819_p1,1.0,2019_Mar_08_1213,body_behavioural,3.0.4,59.84914662825267,
25,0.0,Will you marry me?” ,3.0,3.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,24.0,24.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9030444800009718,,,,,,,,,,,,,,,,,,,,,,,,,,,,030519_p3,1,2019_Mar_05_1619,body_behavioural,3.0.4,60.05180681032672,,0.0,"Alvira smiled, “I want the same with you too, Senna.” ",4.0,2.0,None,17.0,,0.0,0.0,0.0,0.0,,,,,0.0,24.0,24.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.436792559979949,,,,,,,,,,,,,,,,,,,,,,,,,,,,030819_p1,1.0,2019_Mar_08_1213,body_behavioural,3.0.4,59.84914662825267,
26,0.0,Lana gasped and put her other hand to her mouth and started looking around the room as if trying to convince herself that this was really happening.,3.0,3.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,25.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0523504890006734,,,,,,,,,,,,,,,,,,,,,,,,,,,,030519_p3,1,2019_Mar_05_1619,body_behavioural,3.0.4,60.05180681032672,,0.0,"Senna nodded at the waiter who had been watching attentively, and he quickly strode over to place a small, elegant cake topped with the ring in front of Alvira. ",4.0,3.0,None,None,,0.0,0.0,0.0,0.0,,,,,0.0,25.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.953584281989607,,,,,,,,,,,,,,,,,,,,,,,,,,,,030819_p1,1.0,2019_Mar_08_1213,body_behavioural,3.0.4,59.84914662825267,
27,0.0,For a few moments everyone was in suspense waiting for the Lana’s shock to wear off and for her to answer. ,3.0,3.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,26.0,26.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.86826683000254,,,,,,,,,,,,,,,,,,,,,,,,,,,,030519_p3,1,2019_Mar_05_1619,body_behavioural,3.0.4,60.05180681032672,,0.0,Her eyes widened in shock when she realized what she was looking at.,4.0,3.0,None,None,,0.0,0.0,0.0,0.0,,,,,0.0,26.0,26.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.186891175020719,,,,,,,,,,,,,,,,,,,,,,,,,,,,030819_p1,1.0,2019_Mar_08_1213,body_behavioural,3.0.4,59.84914662825267,
