count,storyText,locationEvent,socialEvent,locationEventSize,socialEventSize,instructText,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,order of stories,order of perspectives,participant 2 order - stories,participant 2 order  - schemas types,key_resp_8.keys,key_resp_8.rt,key_resp_5.keys,key_resp_5.rt,key_resp_7.keys,key_resp_7.rt,story_presses.keys,story_presses.rt,story time,key_resp_6.keys,key_resp_6.rt,key_resp_2.keys,key_resp_2.rt,key_resp_10.keys,key_resp_10.rt,recall,recall time,key_resp_12.keys,key_resp_12.rt,key_resp_3.keys,key_resp_3.rt,key_resp_11.keys,key_resp_11.rt,question1_answer,order of question,question2_answer,question3_answer,question4_answer,question5_answer,question6_answer,question7_answer,question8_answer,questions time,key_resp_13.keys,key_resp_13.rt,participant,session,date,expName,psychopyVersion,frameRate,
0,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,[13 22 41 43 24 34 11 32 12 44 23 14 21 42 31 33],"['Location' 'Social' 'Location' 'Social' 'Location' 'Social' 'Social'
 'Location' 'Social' 'Social' 'Location' 'Location' 'Social' 'Location'
 'Location' 'Social']",[12 44 23 14 21 42 31 33],"['Social' 'Social' 'Location' 'Location' 'Social' 'Location' 'Location'
 'Social']",space,31.55804717997671,space,6.553365635016235,space,2.569995697995182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,030819_p2,001,2019_Mar_08_1346,body_behavioural,3.0.4,60.00847440330045,
0,The grocery store was not the place Emmanuella and Liam wanted to be at the moment considering they had been fighting beforehand to the point where Emmanuella was thinking of breaking up with Liam.,1,1,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,33.88848412499647,,,,,,,,,,,,,,,,,,,,,,,,,,,,030819_p2,001,2019_Mar_08_1346,body_behavioural,3.0.4,60.00847440330045,
0,"However, they had to go grocery shopping because they were hosting a dinner party for friends that evening and had no groceries. ",1,1,,,,0,0,0,0,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16.1879187199811,,,,,,,,,,,,,,,,,,,,,,,,,,,,030819_p2,001,2019_Mar_08_1346,body_behavioural,3.0.4,60.00847440330045,
0,The grocery store was dimly lit and had dark wood paneling for all the shelves.,1,1,,,,0,0,0,0,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6.486555657000281,,,,,,,,,,,,,,,,,,,,,,,,,,,,030819_p2,001,2019_Mar_08_1346,body_behavioural,3.0.4,60.00847440330045,
0,"The store specialized in organic produce and products catering to desires for high-end products, such as imported cheeses and sauces. ",1,1,,,,0,0,0,0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9.284614151983988,,,,,,,,,,,,,,,,,,,,,,,,,,,,030819_p2,001,2019_Mar_08_1346,body_behavioural,3.0.4,60.00847440330045,
0,"Emmanuella felt angry as she headed immediately for the pasta section, and Liam trailed behind her. ",2,1,,,,0,0,0,0,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5.603648235002765,,,,,,,,,,,,,,,,,,,,,,,,,,,,030819_p2,001,2019_Mar_08_1346,body_behavioural,3.0.4,60.00847440330045,
0,Emmanuella selected a few boxes of linguine.,2,1,,,,0,0,0,0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.869399365008576,,,,,,,,,,,,,,,,,,,,,,,,,,,,030819_p2,001,2019_Mar_08_1346,body_behavioural,3.0.4,60.00847440330045,
0,"“I guess we are having pasta tonight,” Liam said.",2,1,,,,0,0,0,0,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4.454255860997364,,,,,,,,,,,,,,,,,,,,,,,,,,,,030819_p2,001,2019_Mar_08_1346,body_behavioural,3.0.4,60.00847440330045,
0,"Emmanuella looked back at him and said, “Well if you were going to actually help cook, I would be fine with something else.”",2,1,,,,0,0,0,0,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9.286993075016653,,,,,,,,,,,,,,,,,,,,,,,,,,,,030819_p2,001,2019_Mar_08_1346,body_behavioural,3.0.4,60.00847440330045,
0,"Liam sighed, and finally said, “You don’t want me to help.",2,1,,,,0,0,0,0,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.3198847050080076,,,,,,,,,,,,,,,,,,,,,,,,,,,,030819_p2,001,2019_Mar_08_1346,body_behavioural,3.0.4,60.00847440330045,
0,"I try to, but it seems like I always get in the way!” ",2,1,,,,0,0,0,0,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4.103336422005668,,,,,,,,,,,,,,,,,,,,,,,,,,,,030819_p2,001,2019_Mar_08_1346,body_behavioural,3.0.4,60.00847440330045,
0,"Emmanuella angrily threw the pasta into the cart, losing her temper.",2,1,,,,0,0,0,0,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3.1863695770152844,,,,,,,,,,,,,,,,,,,,,,,,,,,,030819_p2,001,2019_Mar_08_1346,body_behavioural,3.0.4,60.00847440330045,
0," “Liam, you don’t even try!",2,1,,,,0,0,0,0,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8.286922134982888,,,,,,,,,,,,,,,,,,,,,,,,,,,,030819_p2,001,2019_Mar_08_1346,body_behavioural,3.0.4,60.00847440330045,
0,You know what?,2,1,,,,0,0,0,0,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.6528564770123921,,,,,,,,,,,,,,,,,,,,,,,,,,,,030819_p2,001,2019_Mar_08_1346,body_behavioural,3.0.4,60.00847440330045,
0,I don’t think I can do this anymore. ,2,2,,,,0,0,0,0,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.3697544850001577,,,,,,,,,,,,,,,,,,,,,,,,,,,,030819_p2,001,2019_Mar_08_1346,body_behavioural,3.0.4,60.00847440330045,
0,"I was going to wait until after this unfortunately-timed dinner party tonight to talk about this, but I might as well say it now: I don’t want to be in a relationship with you anymore.",2,2,,,,0,0,0,0,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,7.501000512012979,,,,,,,,,,,,,,,,,,,,,,,,,,,,030819_p2,001,2019_Mar_08_1346,body_behavioural,3.0.4,60.00847440330045,
0," I’m tired of the constant fighting, and I feel like when we try to do anything fun anymore it ends up unpleasant for the stupidest reasons, and I am just past  trying to work things out.”",2,2,,,,0,0,0,0,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13.418337965005776,,,,,,,,,,,,,,,,,,,,,,,,,,,,030819_p2,001,2019_Mar_08_1346,body_behavioural,3.0.4,60.00847440330045,
0,"Liam refused to look at her as she picked out sauces for the pasta, and then she threw up her hands, saying, “You know what, if this party is still happening we are going to just eat pasta.”",2,2,,,,0,0,0,0,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9.986831100017298,,,,,,,,,,,,,,,,,,,,,,,,,,,,030819_p2,001,2019_Mar_08_1346,body_behavioural,3.0.4,60.00847440330045,
0,They headed to the checkout area where there was only one station open but it was not crowded at all.,3,2,,,,0,0,0,0,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4.186690702015767,,,,,,,,,,,,,,,,,,,,,,,,,,,,030819_p2,001,2019_Mar_08_1346,body_behavioural,3.0.4,60.00847440330045,
0,Emmanuella sighed and got in line while Liam pretended to be interested in the magazine racks as he thought. ,3,2,,,,0,0,0,0,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10.320371039997553,,,,,,,,,,,,,,,,,,,,,,,,,,,,030819_p2,001,2019_Mar_08_1346,body_behavioural,3.0.4,60.00847440330045,
0,"Finally he turned to her and sighed, “Yes, I was thinking the same thing - I think we could definitely be happier with other people.” ",3,3,,,,0,0,0,0,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6.036815497995121,,,,,,,,,,,,,,,,,,,,,,,,,,,,030819_p2,001,2019_Mar_08_1346,body_behavioural,3.0.4,60.00847440330045,
0,"As if she hadn't heard him, Emmanuella looked at their cart and said, “I'm not sure this will be enough, could you grab another box of pasta?”",3,3,,,,0,0,0,0,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6.986917273985455,,,,,,,,,,,,,,,,,,,,,,,,,,,,030819_p2,001,2019_Mar_08_1346,body_behavioural,3.0.4,60.00847440330045,
0, Liam scoffed and walked off to quickly get it.,3,3,,,,0,0,0,0,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.2537542700010817,,,,,,,,,,,,,,,,,,,,,,,,,,,,030819_p2,001,2019_Mar_08_1346,body_behavioural,3.0.4,60.00847440330045,
0,"As Emmanuella waited in line, she took a moment to compose herself, deciding that there was no reason to continue making a scene in the store. ",3,3,,,,0,0,0,0,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.70389694700134,,,,,,,,,,,,,,,,,,,,,,,,,,,,030819_p2,001,2019_Mar_08_1346,body_behavioural,3.0.4,60.00847440330045,
0," Right when Liam came back with the pasta, the cashier started scanning their groceries.",4,3,,,,0,0,0,0,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,10.420206750015495,,,,,,,,,,,,,,,,,,,,,,,,,,,,030819_p2,001,2019_Mar_08_1346,body_behavioural,3.0.4,60.00847440330045,
0,"The cost came to $30, and Emmanuella paid with her credit card.",4,3,,,,0,0,0,0,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4.020501435006736,,,,,,,,,,,,,,,,,,,,,,,,,,,,030819_p2,001,2019_Mar_08_1346,body_behavioural,3.0.4,60.00847440330045,
0,"She asked Liam politely to take the bags, and he obliged, following her to toward the exit. ",4,3,,,,0,0,0,0,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9.452971283986699,,,,,,,,,,,,,,,,,,,,,,,,,,,,030819_p2,001,2019_Mar_08_1346,body_behavioural,3.0.4,60.00847440330045,
0,"“Liam, I think we are making the right decision.",4,4,,,,0,0,0,0,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.570295229990734,,,,,,,,,,,,,,,,,,,,,,,,,,,,030819_p2,001,2019_Mar_08_1346,body_behavioural,3.0.4,60.00847440330045,
0,This is good.” ,4,4,,,,0,0,0,0,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.2188862240000162,,,,,,,,,,,,,,,,,,,,,,,,,,,,030819_p2,001,2019_Mar_08_1346,body_behavioural,3.0.4,60.00847440330045,
0,"“I agree,” he said, visibly relieved at the thought that they had gotten through the last fight they would ever need to have.",4,4,,,,0,0,0,0,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.220602854999015,,,,,,,,,,,,,,,,,,,,,,,,,,,,030819_p2,001,2019_Mar_08_1346,body_behavioural,3.0.4,60.00847440330045,
0,"“I think we can still host this dinner tonight, as long as you're still on board,” Emmanuella said.",4,4,,,,0,0,0,0,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.9863689829944633,,,,,,,,,,,,,,,,,,,,,,,,,,,,030819_p2,001,2019_Mar_08_1346,body_behavioural,3.0.4,60.00847440330045,
