count,storyText,locationEvent,socialEvent,locationEventSize,socialEventSize,instructText,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,order of stories,order of perspectives,key_resp_8.keys,key_resp_8.rt,key_resp_5.keys,key_resp_5.rt,key_resp_7.keys,key_resp_7.rt,story_presses.keys,story_presses.rt,story time,key_resp_6.keys,key_resp_6.rt,key_resp_2.keys,key_resp_2.rt,key_resp_10.keys,key_resp_10.rt,recall,recall time,key_resp_12.keys,key_resp_12.rt,key_resp_3.keys,key_resp_3.rt,key_resp_11.keys,key_resp_11.rt,question1_answer,order of question,question2_answer,question3_answer,question4_answer,question5_answer,question6_answer,question7_answer,question8_answer,questions time,key_resp_13.keys,key_resp_13.rt,participant,session,date,expName,psychopyVersion,frameRate,
0,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,[24 43 11 32 34 13 22 41],"['Social' 'Social' 'Social' 'Social' 'Location' 'Location' 'Location'
 'Location']",space,6.618275134998839,space,1.4034297280013561,space,2.5195569780044025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,030519_p3,001,2019_Mar_05_1619,body_behavioural,3.0.4,60.05180681032672,
0,"Lana walked into lecture holding hands with her boyfriend, Aaron, who was trying to contain his excitement and anticipation for proposing to Lana in this class. ",1,1,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,12.387683306995314,,,,,,,,,,,,,,,,,,,,,,,,,,,,030519_p3,001,2019_Mar_05_1619,body_behavioural,3.0.4,60.05180681032672,
0,"Lana was lost in thought, still puzzling over a calculus problem on her problem set due that night.",1,1,,,,0,0,0,0,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16.203589598007966,,,,,,,,,,,,,,,,,,,,,,,,,,,,030519_p3,001,2019_Mar_05_1619,body_behavioural,3.0.4,60.05180681032672,
0,"The lecture hall was the fanciest one at Princeton, with chandeliers, high ceilings, wood floors and double-decker chalkboards.",1,1,,,,0,0,0,0,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.1530125649878755,,,,,,,,,,,,,,,,,,,,,,,,,,,,030519_p3,001,2019_Mar_05_1619,body_behavioural,3.0.4,60.05180681032672,
0,"This is where Aaron and Lana had met two years ago during an economics class, and now they were back together in the same lecture hall for their Chemistry class. ",1,1,,,,0,0,0,0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12.501436856997316,,,,,,,,,,,,,,,,,,,,,,,,,,,,030519_p3,001,2019_Mar_05_1619,body_behavioural,3.0.4,60.05180681032672,
0,The professor caught Aaron's eye as he walked up to the front of the classroom and gave him a wink before the lecture began. ,1,1,,,,0,0,0,0,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14.521056027995655,,,,,,,,,,,,,,,,,,,,,,,,,,,,030519_p3,001,2019_Mar_05_1619,body_behavioural,3.0.4,60.05180681032672,
0,Aaron responded with a huge grin. ,1,1,,,,0,0,0,0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.78711651499907,,,,,,,,,,,,,,,,,,,,,,,,,,,,030519_p3,001,2019_Mar_05_1619,body_behavioural,3.0.4,60.05180681032672,
0,"The professor cleared his throat and said,“Alright, good afternoon, everyone!",2,1,,,,0,0,0,0,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.7846350649924716,,,,,,,,,,,,,,,,,,,,,,,,,,,,030519_p3,001,2019_Mar_05_1619,body_behavioural,3.0.4,60.05180681032672,
0,"Last week we talked about the structure of the periodic table, and this week the topic is ions.",2,1,,,,0,0,0,0,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.5367155199928675,,,,,,,,,,,,,,,,,,,,,,,,,,,,030519_p3,001,2019_Mar_05_1619,body_behavioural,3.0.4,60.05180681032672,
0,These are atoms or molecules in which the number of electrons does not equal the number of protons.,2,1,,,,0,0,0,0,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.452862175006885,,,,,,,,,,,,,,,,,,,,,,,,,,,,030519_p3,001,2019_Mar_05_1619,body_behavioural,3.0.4,60.05180681032672,
