instructText,count,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,story_list_block1,action_list_block1,story_list_block2,action_list_block2,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_13.started,text_13.stopped,text_23.started,text_23.stopped,text_43.started,text_43.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.started,key_resp_11.stopped,text_44.started,text_44.stopped,image_10.started,image_10.stopped,text_22.started,text_22.stopped,recall,question1_answer,order of question,text_14.started,text_14.stopped,text_15.started,text_15.stopped,image_6.started,image_6.stopped,polygon_3.started,polygon_3.stopped,bottom_line_3.started,bottom_line_3.stopped,right_line_3.started,right_line_3.stopped,left_line_3.started,left_line_3.stopped,question2_answer,text_16.started,text_16.stopped,text_17.started,text_17.stopped,image_7.started,image_7.stopped,polygon_4.started,polygon_4.stopped,bottom_line_4.started,bottom_line_4.stopped,right_line_4.started,right_line_4.stopped,left_line_4.started,left_line_4.stopped,question3_answer,text_18.started,text_18.stopped,text_19.started,text_19.stopped,image_8.started,image_8.stopped,polygon_5.started,polygon_5.stopped,bottom_line_5.started,bottom_line_5.stopped,right_line_5.started,right_line_5.stopped,left_line_5.started,left_line_5.stopped,question4_answer,text_20.started,text_20.stopped,text_21.started,text_21.stopped,image_9.started,image_9.stopped,polygon_6.started,polygon_6.stopped,bottom_line_6.started,bottom_line_6.stopped,right_line_6.started,right_line_6.stopped,left_line_6.started,left_line_6.stopped,question5_answer,text_25.started,text_25.stopped,text_26.started,text_26.stopped,image_11.started,image_11.stopped,polygon_7.started,polygon_7.stopped,bottom_line_7.started,bottom_line_7.stopped,right_line_7.started,right_line_7.stopped,left_line_7.started,left_line_7.stopped,question6_answer,text_27.started,text_27.stopped,text_28.started,text_28.stopped,image_12.started,image_12.stopped,polygon_8.started,polygon_8.stopped,bottom_line_8.started,bottom_line_8.stopped,right_line_8.started,right_line_8.stopped,left_line_8.started,left_line_8.stopped,question7_answer,text_29.started,text_29.stopped,text_30.started,text_30.stopped,image_13.started,image_13.stopped,polygon_9.started,polygon_9.stopped,bottom_line_9.started,bottom_line_9.stopped,right_line_9.started,right_line_9.stopped,left_line_9.started,left_line_9.stopped,question8_answer,text_31.started,text_31.stopped,text_32.started,text_32.stopped,image_14.started,image_14.stopped,polygon_10.started,polygon_10.stopped,bottom_line_10.started,bottom_line_10.stopped,right_line_10.started,right_line_10.stopped,left_line_10.started,left_line_10.stopped,text_36.started,text_36.stopped,participant,sA,sB,lA,lB,block_struct,random_seed,date,expName,psychopyVersion,frameRate,
,9,,,,,0,9,9,9,0,0,0,0,,,,,,,,,,,,,,,,,1248.188558578,None,space,1.322019416999865,1248.188558578,None,1248.188558578,None,1249.5549185810005,None,1249.5549185810005,None,, ,"[1, 2]",1251.7232232740007,None,1251.7232232740007,None,1251.7232232740007,None,1251.7232232740007,None,1251.7232232740007,None,1251.7232232740007,None,1251.7232232740007,None,It's a joke about whether the cornish hen is a cute piece of meat,1256.9385781010005,None,1256.9385781010005,None,1256.9385781010005,None,1256.9385781010005,None,1256.9385781010005,None,1256.9385781010005,None,1256.9385781010005,None,They are going out to dinner in harvard square as a date.,1281.5555970169999,None,1281.5555970169999,None,1281.5555970169999,None,1281.5555970169999,None,1281.5555970169999,None,1281.5555970169999,None,1281.5555970169999,None,430 in the afternoon,1326.054213843,None,1326.054213843,None,1326.054213843,None,1326.054213843,None,1326.054213843,None,1326.054213843,None,1326.054213843,None,,1336.171301239,None,1336.171301239,None,1336.171301239,None,1336.171301239,None,1336.171301239,None,1336.171301239,None,1336.171301239,None,Simon buys things for vegetable kababs and carina buys things for bbq ribs,1339.1049040650005,None,1339.1049040650005,None,1339.1049040650005,None,1339.1049040650005,None,1339.1049040650005,None,1339.1049040650005,None,1339.1049040650005,None,,1363.136720861,None,1363.136720861,None,1363.136720861,None,1363.136720861,None,1363.136720861,None,1363.136720861,None,1363.136720861,None,,,,,,,,,,,,,,,,,,021020,0,1,0,1,1,2,2020_Feb_10_1508,body_behavioural,3.2.4,60.187535452801676,
,9,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,About 50 dollars. simon pays with a credit card.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,About 50 dollars. simon pays with a credit card.,1366.7378470170006,None,1366.7378470170006,None,1366.7378470170006,None,1366.7378470170006,None,1366.7378470170006,None,1366.7378470170006,None,1366.7378470170006,None,,,021020,0,1,0,1,1,2,2020_Feb_10_1508,body_behavioural,3.2.4,60.187535452801676,
,10,,,,,0,10,10,10,0,0,0,0,,,,,,,,,,,,,,,,,1384.0194266420003,None,space,1.768455112999618,1384.0194266420003,None,1384.0194266420003,None,1385.8366243199998,None,1385.8366243199998,None,,,"[2, 1]",1386.8204767440002,None,1386.8204767440002,None,1386.8204767440002,None,1386.8204767440002,None,1386.8204767440002,None,1386.8204767440002,None,1386.8204767440002,None,Someone has to move a bunch of luggage carriers past the line,1390.1036909350005,None,1390.1036909350005,None,1390.1036909350005,None,1390.1036909350005,None,1390.1036909350005,None,1390.1036909350005,None,1390.1036909350005,None,,1420.902680405,None,1420.902680405,None,1420.902680405,None,1420.902680405,None,1420.902680405,None,1420.902680405,None,1420.902680405,None,Business class,1435.2538012220002,None,1435.2538012220002,None,1435.2538012220002,None,1435.2538012220002,None,1435.2538012220002,None,1435.2538012220002,None,1435.2538012220002,None,They are both in the wine industry. william is in charge of purchasing and jeff works for a producer.,1442.3027441960003,None,1442.3027441960003,None,1442.3027441960003,None,1442.3027441960003,None,1442.3027441960003,None,1442.3027441960003,None,1442.3027441960003,None,,1483.535741013,None,1483.535741013,None,1483.535741013,None,1483.535741013,None,1483.535741013,None,1483.535741013,None,1483.535741013,None,,1485.7359994550006,None,1485.7359994550006,None,1485.7359994550006,None,1485.7359994550006,None,1485.7359994550006,None,1485.7359994550006,None,1485.7359994550006,None,,,,,,,,,,,,,,,,,,021020,0,1,0,1,1,2,2020_Feb_10_1508,body_behavioural,3.2.4,60.187535452801676,
,10,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1487.0696252490006,None,1487.0696252490006,None,1487.0696252490006,None,1487.0696252490006,None,1487.0696252490006,None,1487.0696252490006,None,1487.0696252490006,None,,,021020,0,1,0,1,1,2,2020_Feb_10_1508,body_behavioural,3.2.4,60.187535452801676,
,11,,,,,0,11,11,11,0,0,0,0,,,,,,,,,,,,,,,,,1490.0522516649999,None,space,1.3422280039994803,1490.0522516649999,None,1490.0522516649999,None,1491.4355507600003,None,1491.4355507600003,None,"They agree to go on a date, but i don't remember the location/time",It has wood paneling and plants all along one wall.,"[2, 1]",1492.3523878060005,None,1492.3523878060005,None,1492.3523878060005,None,1492.3523878060005,None,1492.3523878060005,None,1492.3523878060005,None,1492.3523878060005,None,They have entrees in japanese with english descriptions under,1520.8520907560005,None,1520.8520907560005,None,1520.8520907560005,None,1520.8520907560005,None,1520.8520907560005,None,1520.8520907560005,None,1520.8520907560005,None,"James orders a tuna roll and an avocado roll, and teresa orders a salmon roll and a japanese beer",1541.700658883,None,1541.700658883,None,1541.700658883,None,1541.700658883,None,1541.700658883,None,1541.700658883,None,1541.700658883,None,They think it's good; the fish is very fresh,1565.2684824460002,None,1565.2684824460002,None,1565.2684824460002,None,1565.2684824460002,None,1565.2684824460002,None,1565.2684824460002,None,1565.2684824460002,None,,1574.1180745310003,None,1574.1180745310003,None,1574.1180745310003,None,1574.1180745310003,None,1574.1180745310003,None,1574.1180745310003,None,1574.1180745310003,None,James asks teresa whether she got a concussion/hurt her head on the door,1584.4515829270003,None,1584.4515829270003,None,1584.4515829270003,None,1584.4515829270003,None,1584.4515829270003,None,1584.4515829270003,None,1584.4515829270003,None,"They agree to go on a date, but i don't remember the location/time",1614.4680994710006,None,1614.4680994710006,None,1614.4680994710006,None,1614.4680994710006,None,1614.4680994710006,None,1614.4680994710006,None,1614.4680994710006,None,,,,,,,,,,,,,,,,,,021020,0,1,0,1,1,2,2020_Feb_10_1508,body_behavioural,3.2.4,60.187535452801676,
,11,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1651.4999688810003,None,1651.4999688810003,None,1651.4999688810003,None,1651.4999688810003,None,1651.4999688810003,None,1651.4999688810003,None,1651.4999688810003,None,,,021020,0,1,0,1,1,2,2020_Feb_10_1508,body_behavioural,3.2.4,60.187535452801676,
,12,,,,,0,12,12,12,0,0,0,0,,,,,,,,,,,,,,,,,1659.5494712,None,space,0.8653074330004529,1659.5494712,None,1659.5494712,None,1660.4502446719998,None,1660.4502446719998,None,He takes it out of his wallet,There are a bunch of displays of thanksgiving food and decorations,"[2, 1]",1661.700565274,None,1661.700565274,None,1661.700565274,None,1661.700565274,None,1661.700565274,None,1661.700565274,None,1661.700565274,None,"Alex is looking at various stuffing, cranberry sauce, etc. options",1676.566325324,None,1676.566325324,None,1676.566325324,None,1676.566325324,None,1676.566325324,None,1676.566325324,None,1676.566325324,None,,1704.582607466,None,1704.582607466,None,1704.582607466,None,1704.582607466,None,1704.582607466,None,1704.582607466,None,1704.582607466,None,,1705.9491053800002,None,1705.9491053800002,None,1705.9491053800002,None,1705.9491053800002,None,1705.9491053800002,None,1705.9491053800002,None,1705.9491053800002,None,"Not sure, maybe a few years",1709.8664598330006,None,1709.8664598330006,None,1709.8664598330006,None,1709.8664598330006,None,1709.8664598330006,None,1709.8664598330006,None,1709.8664598330006,None,There is one big sparkly white diamond on a thin band,1726.8496480570002,None,1726.8496480570002,None,1726.8496480570002,None,1726.8496480570002,None,1726.8496480570002,None,1726.8496480570002,None,1726.8496480570002,None,He takes it out of his wallet,1739.1157900930002,None,1739.1157900930002,None,1739.1157900930002,None,1739.1157900930002,None,1739.1157900930002,None,1739.1157900930002,None,1739.1157900930002,None,,,,,,,,,,,,,,,,,,021020,0,1,0,1,1,2,2020_Feb_10_1508,body_behavioural,3.2.4,60.187535452801676,
,12,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,She texts her mother,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,She texts her mother,1745.5989935730004,None,1745.5989935730004,None,1745.5989935730004,None,1745.5989935730004,None,1745.5989935730004,None,1745.5989935730004,None,1745.5989935730004,None,,,021020,0,1,0,1,1,2,2020_Feb_10_1508,body_behavioural,3.2.4,60.187535452801676,
,13,,,,,0,13,13,13,0,0,0,0,,,,,,,,,,,,,,,,,1751.9311378740003,None,space,1.729505485000118,1751.9311378740003,None,1751.9311378740003,None,1753.699193724,None,1753.699193724,None,"No, he doesn't want to break up because he loves her and can visit her while she's abroad.",,"[2, 1]",1754.516206358,None,1754.516206358,None,1754.516206358,None,1754.516206358,None,1754.516206358,None,1754.516206358,None,1754.516206358,None,,1759.8485275869998,None,1759.8485275869998,None,1759.8485275869998,None,1759.8485275869998,None,1759.8485275869998,None,1759.8485275869998,None,1759.8485275869998,None,,1777.115046326,None,1777.115046326,None,1777.115046326,None,1777.115046326,None,1777.115046326,None,1777.115046326,None,1777.115046326,None,,1778.2152069600006,None,1778.2152069600006,None,1778.2152069600006,None,1778.2152069600006,None,1778.2152069600006,None,1778.2152069600006,None,1778.2152069600006,None,She has been planning to break up with him for a few weeks/months,1780.6485789100007,None,1780.6485789100007,None,1780.6485789100007,None,1780.6485789100007,None,1780.6485789100007,None,1780.6485789100007,None,1780.6485789100007,None,She is going to study abroad for a semester and she thinks long distance will be too hard,1809.6158315700004,None,1809.6158315700004,None,1809.6158315700004,None,1809.6158315700004,None,1809.6158315700004,None,1809.6158315700004,None,1809.6158315700004,None,"No, he doesn't want to break up because he loves her and can visit her while she's abroad.",1831.9316131189998,None,1831.9316131189998,None,1831.9316131189998,None,1831.9316131189998,None,1831.9316131189998,None,1831.9316131189998,None,1831.9316131189998,None,,,,,,,,,,,,,,,,,,021020,0,1,0,1,1,2,2020_Feb_10_1508,body_behavioural,3.2.4,60.187535452801676,
,13,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maria wants her favorite alpaca sweater back from henry's dorm room.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maria wants her favorite alpaca sweater back from henry's dorm room.,1859.7142152240003,None,1859.7142152240003,None,1859.7142152240003,None,1859.7142152240003,None,1859.7142152240003,None,1859.7142152240003,None,1859.7142152240003,None,,,021020,0,1,0,1,1,2,2020_Feb_10_1508,body_behavioural,3.2.4,60.187535452801676,
,14,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maria wants her favorite alpaca sweater back from henry's dorm room.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maria wants her favorite alpaca sweater back from henry's dorm room.,1878.3139545150007,None,1878.3139545150007,None,1878.3139545150007,None,1878.3139545150007,None,1878.3139545150007,None,1878.3139545150007,None,1878.3139545150007,None,,,021020,0,1,0,1,1,2,2020_Feb_10_1508,body_behavioural,3.2.4,60.187535452801676,
,15,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maria wants her favorite alpaca sweater back from henry's dorm room,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maria wants her favorite alpaca sweater back from henry's dorm room,1892.8965081000006,None,1892.8965081000006,None,1892.8965081000006,None,1892.8965081000006,None,1892.8965081000006,None,1892.8965081000006,None,1892.8965081000006,None,,,021020,0,1,0,1,1,2,2020_Feb_10_1508,body_behavioural,3.2.4,60.187535452801676,
,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1914.6128761520004,None,021020,0,1,0,1,1,2,2020_Feb_10_1508,body_behavioural,3.2.4,60.187535452801676,
