count,storyText,locationEvent,socialEvent,locationEventSize,socialEventSize,instructText,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,order of stories,order of perspectives,key_resp_8.keys,key_resp_8.rt,key_resp_5.keys,key_resp_5.rt,key_resp_7.keys,key_resp_7.rt,story_presses.keys,story_presses.rt,story time,key_resp_6.keys,key_resp_6.rt,key_resp_2.keys,key_resp_2.rt,key_resp_10.keys,key_resp_10.rt,recall,recall time,key_resp_12.keys,key_resp_12.rt,key_resp_3.keys,key_resp_3.rt,participant,session,date,expName,psychopyVersion,frameRate,
0,"Liam nodded, “Yes, let’s just not tell anyone yet.” ",4,4,,,,0,0,0,0,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,,,1,3.5035156599988113,,,,,,,,,,,,,,030119_p2,001,2019_Mar_01_1348,body_behavioural,3.0.4,59.950479226356315,
0,"Emmanuella laughed, “Whoever leaks it loses their rights to the cat.”",4,4,,,,0,0,0,0,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,,,,1,3.5029764470018563,,,,,,,,,,,,,,030119_p2,001,2019_Mar_01_1348,body_behavioural,3.0.4,59.950479226356315,
0,"Liam rolled his eyes and managed a weak chuckle, knowing the cat would be a whole other issue to sort out later.
",4,4,,,,0,0,0,0,,,,,0,32,32,32,,,,,,,,,,,,,,,,,,,,,1,4.219607687002281,,,,,,,,,,,,,,030119_p2,001,2019_Mar_01_1348,body_behavioural,3.0.4,59.950479226356315,
0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,030119_p2,001,2019_Mar_01_1348,body_behavioural,3.0.4,59.950479226356315,
1,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,space,2.1530882899969583,space,1.2531348670017906,space,1.1860455269998056,,,,,,,,,,,,,,,,030119_p2,001,2019_Mar_01_1348,body_behavioural,3.0.4,59.950479226356315,
1,Charlie saw Alma as they walked into class and he motioned for her to come sit in the back next to him: they had business to discuss.,1,1,,,,0,1,1,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,9,33.78927293000015,,,,,,,,,,,,,,030119_p2,001,2019_Mar_01_1348,body_behavioural,3.0.4,59.950479226356315,
1,Charlie and Alma were both economics students with entrepreneurial bents.,1,1,,,,0,1,1,1,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,1,17.83764395199978,,,,,,,,,,,,,,030119_p2,001,2019_Mar_01_1348,body_behavioural,3.0.4,59.950479226356315,
1,They were also both very busy and in the same class.,1,1,,,,0,1,1,1,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,1,3.001032820000546,,,,,,,,,,,,,,030119_p2,001,2019_Mar_01_1348,body_behavioural,3.0.4,59.950479226356315,
1,"After talking at a party, Charlie had discovered that Alma was looking for financing for her web development company.",1,1,,,,0,1,1,1,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,9,5.5034310849951,,,,,,,,,,,,,,030119_p2,001,2019_Mar_01_1348,body_behavioural,3.0.4,59.950479226356315,
1,It was serendipitous because he had been talking with other members of his venture capital group about making an investment. ,1,1,,,,0,1,1,1,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,1,10.420427650002239,,,,,,,,,,,,,,030119_p2,001,2019_Mar_01_1348,body_behavioural,3.0.4,59.950479226356315,
1,"His financial group had come to a decision that morning about Alma’s idea, and he didn't want to wait until after class to discuss the proposal with her. ",1,1,,,,0,1,1,1,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,1,7.336770986999909,,,,,,,,,,,,,,030119_p2,001,2019_Mar_01_1348,body_behavioural,3.0.4,59.950479226356315,
1,"The class was in a large auditorium with small, foldable desks on the side of each cushioned chair. ",1,1,,,,0,1,1,1,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,9,15.204004624996742,,,,,,,,,,,,,,030119_p2,001,2019_Mar_01_1348,body_behavioural,3.0.4,59.950479226356315,
1,"There were large windows on both sides of the hall, and they could see the first flurries of a winter storm starting outside. ",1,1,,,,0,1,1,1,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,1,21.22049304000393,,,,,,,,,,,,,,030119_p2,001,2019_Mar_01_1348,body_behavioural,3.0.4,59.950479226356315,
1,"“Here we are at Lecture Seven already in History of the Eternal City,” said the professor. ",2,1,,,,0,1,1,1,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,9,11.85131533999811,,,,,,,,,,,,,,030119_p2,001,2019_Mar_01_1348,body_behavioural,3.0.4,59.950479226356315,
1,“We're going to talk today about the age of the first Roman emperor: Augustus.” ,2,1,,,,0,1,1,1,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,1,4.136703290001606,,,,,,,,,,,,,,030119_p2,001,2019_Mar_01_1348,body_behavioural,3.0.4,59.950479226356315,
1,"She went into some recap of the last lecture, and Charlie took this as an opportunity to start talking to Alma.",2,1,,,,0,1,1,1,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,1,13.584894822000933,,,,,,,,,,,,,,030119_p2,001,2019_Mar_01_1348,body_behavioural,3.0.4,59.950479226356315,
1,"“Okay so I’ve been thinking about your startup idea, and I have talked about it with my fellow investors.",2,2,,,,0,1,1,1,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,9,3.8696452649965067,,,,,,,,,,,,,,030119_p2,001,2019_Mar_01_1348,body_behavioural,3.0.4,59.950479226356315,
1,We’d like to invest half of what you originally suggested.,2,2,,,,0,1,1,1,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,1,5.086646780000592,,,,,,,,,,,,,,030119_p2,001,2019_Mar_01_1348,body_behavioural,3.0.4,59.950479226356315,
1,"Rather than $30,000, we start with $15,000.",2,2,,,,0,1,1,1,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,1,1.9030909020002582,,,,,,,,,,,,,,030119_p2,001,2019_Mar_01_1348,body_behavioural,3.0.4,59.950479226356315,
1,We would see how the company does and then invest the other half later.” ,2,2,,,,0,1,1,1,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,1,3.136566964996746,,,,,,,,,,,,,,030119_p2,001,2019_Mar_01_1348,body_behavioural,3.0.4,59.950479226356315,
1,"Alma, tapping her pen on her notebook, narrowed her eyes and pursed her lips.",2,2,,,,0,1,1,1,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,1,7.370103467001172,,,,,,,,,,,,,,030119_p2,001,2019_Mar_01_1348,body_behavioural,3.0.4,59.950479226356315,
1,She turned back to the lecture as she considered this.,2,2,,,,0,1,1,1,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,1,17.301627237000503,,,,,,,,,,,,,,030119_p2,001,2019_Mar_01_1348,body_behavioural,3.0.4,59.950479226356315,
1,"The professor was going on: “The senate had conferred upon him the title of Augustus the sacred and revered one, the restorer of traditional values, the city’s new religious leader, the restorer of temples. ",3,2,,,,0,1,1,1,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,9,2.3533493930008262,,,,,,,,,,,,,,030119_p2,001,2019_Mar_01_1348,body_behavioural,3.0.4,59.950479226356315,
1,"Augustus also sought to beautify Rome, make it into a new Athens, and dispel the criticisms of Rome as disorganized and ugly.”",3,2,,,,0,1,1,1,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,1,20.42081883499486,,,,,,,,,,,,,,030119_p2,001,2019_Mar_01_1348,body_behavioural,3.0.4,59.950479226356315,
1,"Alma turned back to Charlie and offered her rebuttal, “I don’t know about that: it’s not going to be possible to implement our ideas effectively unless the project is fully funded. ",3,3,,,,0,1,1,1,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,1,21.087903855004697,,,,,,,,,,,,,,030119_p2,001,2019_Mar_01_1348,body_behavioural,3.0.4,59.950479226356315,
