count,audio,Block1.thisRepN,Block1.thisTrialN,Block1.thisN,Block1.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,story_list_block1,action_list_block1,story_list_block2,action_list_block2,text_38.started,text_38.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,text_39.started,text_39.stopped,text_33.started,text_33.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_4.started,text_4.stopped,image.started,image.stopped,text_5.started,text_5.stopped,text_37.started,text_37.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,question1_2.started,question1_2.stopped,question2_2.started,question2_2.stopped,question3_2.started,question3_2.stopped,question4_2.started,question4_2.stopped,question5_2.started,question5_2.stopped,question6_2.started,question6_2.stopped,image_15.started,image_15.stopped,text_49.started,text_49.stopped,key_resp_15.keys,key_resp_15.rt,key_resp_15.started,key_resp_15.stopped,text_50.started,text_50.stopped,key_resp_14.keys,key_resp_14.rt,key_resp_14.started,key_resp_14.stopped,story_presses.keys,story_presses.rt,story_presses.started,story_presses.stopped,text_34.started,text_34.stopped,text_35.started,text_35.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,,0,0,0,0,0,0,0,0,,,,,[41 43 14 21 34 23 12 32],[2 4 1 3 4 1 3 2],[24 22 13 31 11 33 42 44],[1 3 1 2 3 4 2 4],14.506899158004671,None,space,0.4606738539878279,14.506899158004671,None,14.506899158004671,None,14.99086417304352,None,space,0.6857529398985207,14.99086417304352,None,15.974126428132877,None,15.974126428132877,None,15.974126428132877,None,17.057536471169442,None,space,0.8199713509529829,17.057536471169442,None,18.190569003112614,None,18.190569003112614,None,18.190569003112614,None,18.190569003112614,None,18.190569003112614,None,18.190569003112614,None,18.190569003112614,None,,,,,,,,,,,,,,,,,,,,,1,001,2019_Nov_22_1643,body_behavioural,3.2.1,59.796693536493464,
0,parcelated_audio/41/41_1.ogg,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,45.05878313118592,None,45.05878313118592,None,45.05878313118592,None,,,,,,,,,,,,,,,,,,,,,44.2754520510789,None,space,0.7030163640156388,44.2754520510789,None,45.608761470997706,None,space,0.8876143449451774,45.608761470997706,None,9,1.7409030850976706,55.94414782803506,None,55.94414782803506,None,55.94414782803506,None,1,001,2019_Nov_22_1643,body_behavioural,3.2.1,59.796693536493464,
