Block1.thisRepN,Block1.thisTrialN,Block1.thisN,Block1.thisIndex,count,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,story_list_block1,action_list_block1,story_list_block2,action_list_block2,text_38.started,text_38.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,text_39.started,text_39.stopped,text_33.started,text_33.stopped,key_resp_5.keys,key_resp_5.started,key_resp_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,[34 43 23 32 21 14 41 12],[4 4 1 2 3 1 2 3],[31 44 24 33 42 13 11 22],[2 4 1 4 2 1 3 3],17.229057003976777,None,space,0.9350655109155923,17.229057003976777,None,17.229057003976777,None,18.193739359267056,None,None,18.193739359267056,None,,,,,,,
