trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,count,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,order of stories,order of perspectives,participant 2 order - stories,participant 2 order  - schemas types,key_resp_5.keys,key_resp_5.rt,key_resp_7.keys,key_resp_7.rt,participant,session,date,expName,frameRate,
,,,,,,,,,[41 23 34 11 12 42 33 24 32 13 22 44 14 21 31 43],"['Social' 'Location' 'Location' 'Location' 'Social' 'Location' 'Social'
 'Social' 'Location' 'Location' 'Social' 'Location' 'Social' 'Location'
 'Social' 'Social']",[32 13 22 44 14 21 31 43],"['Location' 'Location' 'Social' 'Location' 'Social' 'Location' 'Social'
 'Social']",space,0.3897891249998793,space,0.818955423999796,,,,,,
