count,storyText,locationEvent,socialEvent,locationEventSize,socialEventSize,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,instructText,order of stories,order of perspectives,key_resp_5.keys,key_resp_5.rt,story_presses.keys,participant,session,date,expName,frameRate,
0,"Alex was a distracted, sweaty mess as he walked into the grocery store with Chloe, hoping that she wouldn't suspect that he was about to propose. ",1,1,,,0,0,0,0,0,0,0,0,,,,,,[23 11 44 32 21 42 13 34 41 24 22 12 33 31 14 43],"['Social' 'Social' 'Location' 'Location' 'Location' 'Social' 'Location'
 'Social' 'Location' 'Location' 'Social' 'Location' 'Location' 'Social'
 'Social' 'Social']",space,0.7233071749797091,None,,001,2019_Jan_22_1358,body_behavioural,59.510048914279594,
0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,001,2019_Jan_22_1358,body_behavioural,59.510048914279594,
1,"Thomas got to Annika’s Finer Diner early, dreading the conversation he was about to have.",1,1,None,None,0,1,1,1,0,0,0,0,,,,,,,,space,1.8018093169666827,None,,001,2019_Jan_22_1358,body_behavioural,59.510048914279594,
1,,,,,,0,1,1,1,,,,,,,,,,,,,,,,001,2019_Jan_22_1358,body_behavioural,59.510048914279594,
