trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,Q1,Q2,Q3,Q4,D1,D2,roleName,rolePic,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,participant,session,date,expName,frameRate,
,,,,,,,,,,,,,,,,space,2.752301823988091,space,2.069177116994979,,,,,,
