trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,count,order,resp.keys,resp.rt,participant,session,date,expName,frameRate,
,,,,,[12 23 42 33 11 24 41 34 13 22 43 32 14 21 44 31],space,0.7189535559737124,,001,2018_Dec_11_1520,body,60.108779588751496,
