count,storyText,locationEvent,socialEvent,story,locationEventSize,socialEventSize,instructText,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,order of stories,order of perspectives,key_resp_8.keys,key_resp_8.rt,key_resp_5.keys,key_resp_5.rt,key_resp_7.keys,key_resp_7.rt,key_resp_15.keys,key_resp_15.rt,key_resp_14.keys,key_resp_14.rt,story_presses.keys,story_presses.rt,story time,key_resp_6.keys,key_resp_6.rt,key_resp_2.keys,key_resp_2.rt,key_resp_10.keys,key_resp_10.rt,recall,recall time,key_resp_12.keys,key_resp_12.rt,key_resp_3.keys,key_resp_3.rt,key_resp_11.keys,key_resp_11.rt,question1_answer,order of question,question2_answer,question3_answer,question4_answer,question5_answer,question6_answer,question7_answer,question8_answer,questions time,key_resp_13.keys,key_resp_13.rt,participant,session,date,expName,psychopyVersion,frameRate,
0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,[41 44 21 33 13 12 24 32],"['Social' 'Location' 'Location' 'Location' 'Social' 'Location' 'Social'
 'Social']",space,5.489029699005187,space,2.520614604000002,space,7.636820718005765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,062419_p1,001,2019_Jun_24_1520,body_behavioural,3.0.4,60.091727138208064,
0,"James noticed Teresa immediately as she walked into the restaurant - or, more accurately, as she attempted to walk into the restaurant. ",1,1,41.0,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.4864724640065106,space,2.087092688001576,9,28.055242382004508,,,,,,,,,,,,,,,,,,,,,,,,,,,,062419_p1,001,2019_Jun_24_1520,body_behavioural,3.0.4,60.091727138208064,
0,She was typing intently on her phone and ran straight into the restaurant’s glass door with a painful thud. ,1,1,None,,,,0,0,0,0,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6.983828259995789,,,,,,,,,,,,,,,,,,,,,,,,,,,,062419_p1,001,2019_Jun_24_1520,body_behavioural,3.0.4,60.091727138208064,
0,Everyone waiting around the cash register turned.,1,1,None,,,,0,0,0,0,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.452988990000449,,,,,,,,,,,,,,,,,,,,,,,,,,,,062419_p1,001,2019_Jun_24_1520,body_behavioural,3.0.4,60.091727138208064,
0,Teresa rubbed her head and put her phone away. ,1,1,None,,,,0,0,0,0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.202525450004032,,,,,,,,,,,,,,,,,,,,,,,,,,,,062419_p1,001,2019_Jun_24_1520,body_behavioural,3.0.4,60.091727138208064,
0,She looked somewhat confused but primarily indignant that the door had been in her way. ,1,1,None,,,,0,0,0,0,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.786222064998583,,,,,,,,,,,,,,,,,,,,,,,,,,,,062419_p1,001,2019_Jun_24_1520,body_behavioural,3.0.4,60.091727138208064,
0,"James found this quite charming and stole a couple glances at her, peeking up from the newspaper he was holding, until she noticed and wrinkled her eyebrows at him. ",1,1,None,,,,0,0,0,0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10.037052132000099,,,,,,,,,,,,,,,,,,,,,,,,,,,,062419_p1,001,2019_Jun_24_1520,body_behavioural,3.0.4,60.091727138208064,
0,James and Teresa had both chosen the least busy time to try out Atlanta’s newest sushi restaurant.  ,1,1,None,,,,0,0,0,0,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6.404142184997909,,,,,,,,,,,,,,,,,,,,,,,,,,,,062419_p1,001,2019_Jun_24_1520,body_behavioural,3.0.4,60.091727138208064,
0,It was notable for both the food and the decor. ,1,1,None,,,,0,0,0,0,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.803180301998509,,,,,,,,,,,,,,,,,,,,,,,,,,,,062419_p1,001,2019_Jun_24_1520,body_behavioural,3.0.4,60.091727138208064,
0,"There were pine wood countertops and chairs, plants all along the sides of the walls, and branch-looking structures hanging from the ceiling. ",1,1,None,,,,0,0,0,0,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,10.970976105003501,,,,,,,,,,,,,,,,,,,,,,,,,,,,062419_p1,001,2019_Jun_24_1520,body_behavioural,3.0.4,60.091727138208064,
0,"The host sat James and Teresa, who were both dining alone, at the bar. ",2,1,None,,,,0,0,0,0,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9.086636932988768,,,,,,,,,,,,,,,,,,,,,,,,,,,,062419_p1,001,2019_Jun_24_1520,body_behavioural,3.0.4,60.091727138208064,
0,They sat a seat apart from each other on the bench.,2,1,None,,,,0,0,0,0,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25.78580327099189,,,,,,,,,,,,,,,,,,,,,,,,,,,,062419_p1,001,2019_Jun_24_1520,body_behavioural,3.0.4,60.091727138208064,
0,"The waitress behind the counter gave them bright neon menus that were filled with entrees in Japanese with small, English translations. ",2,1,None,,,,0,0,0,0,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6.203263221002999,,,,,,,,,,,,,,,,,,,,,,,,,,,,062419_p1,001,2019_Jun_24_1520,body_behavioural,3.0.4,60.091727138208064,
0,James quickly glanced through it while Teresa took a longer time. ,2,1,None,,,,0,0,0,0,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.8525604140013456,,,,,,,,,,,,,,,,,,,,,,,,,,,,062419_p1,001,2019_Jun_24_1520,body_behavioural,3.0.4,60.091727138208064,
0,"A few minutes passed before, James turned to Teresa and asked, “Is your forehead alright?”",2,2,None,,,,0,0,0,0,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6.219422964000842,,,,,,,,,,,,,,,,,,,,,,,,,,,,062419_p1,001,2019_Jun_24_1520,body_behavioural,3.0.4,60.091727138208064,
0,She turned to him and smirked.,2,2,None,,,,0,0,0,0,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6.019412077992456,,,,,,,,,,,,,,,,,,,,,,,,,,,,062419_p1,001,2019_Jun_24_1520,body_behavioural,3.0.4,60.091727138208064,
0,“Have you ever been stung by a scorpion?” she asked him.,2,2,None,,,,0,0,0,0,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2.9855653770064237,,,,,,,,,,,,,,,,,,,,,,,,,,,,062419_p1,001,2019_Jun_24_1520,body_behavioural,3.0.4,60.091727138208064,
0,“What?” he responded confusedly.,2,2,None,,,,0,0,0,0,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1.2864345600100933,,,,,,,,,,,,,,,,,,,,,,,,,,,,062419_p1,001,2019_Jun_24_1520,body_behavioural,3.0.4,60.091727138208064,
0, “A scorpion.”,2,2,None,,,,0,0,0,0,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.736710056997254,,,,,,,,,,,,,,,,,,,,,,,,,,,,062419_p1,001,2019_Jun_24_1520,body_behavioural,3.0.4,60.091727138208064,
0,James began to worry that Teresa had possibly suffered a concussion in the door crash.,2,2,None,,,,0,0,0,0,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.236006143997656,,,,,,,,,,,,,,,,,,,,,,,,,,,,062419_p1,001,2019_Jun_24_1520,body_behavioural,3.0.4,60.091727138208064,
0,"“Uh no, why?” he asked.",2,2,None,,,,0,0,0,0,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.252614123004605,,,,,,,,,,,,,,,,,,,,,,,,,,,,062419_p1,001,2019_Jun_24_1520,body_behavioural,3.0.4,60.091727138208064,
0,"“Because I’ve been stung by one, and since then, things like bumping into doors seem like pretty small potatoes.” ",2,2,None,,,,0,0,0,0,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6.937840935992426,,,,,,,,,,,,,,,,,,,,,,,,,,,,062419_p1,001,2019_Jun_24_1520,body_behavioural,3.0.4,60.091727138208064,
0,"They carried on talking, and Teresa told him all about her encounter with a Deathstalker scorpion while she was studying abroad in Egypt.",2,2,None,,,,0,0,0,0,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.202931149004144,,,,,,,,,,,,,,,,,,,,,,,,,,,,062419_p1,001,2019_Jun_24_1520,body_behavioural,3.0.4,60.091727138208064,
0,"The waitress behind the counter came up to them and asked, “Are you ready for your order?” ",3,2,None,,,,0,0,0,0,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4.070458008005517,,,,,,,,,,,,,,,,,,,,,,,,,,,,062419_p1,001,2019_Jun_24_1520,body_behavioural,3.0.4,60.091727138208064,
0,"She first looked at Teresa who answered, “Yes, I’ll have a salmon roll and a Japanese beer.”",3,2,None,,,,0,0,0,0,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.419791680003982,,,,,,,,,,,,,,,,,,,,,,,,,,,,062419_p1,001,2019_Jun_24_1520,body_behavioural,3.0.4,60.091727138208064,
0,Then the waitress turned to James.,3,2,None,,,,0,0,0,0,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.5505801520048408,,,,,,,,,,,,,,,,,,,,,,,,,,,,062419_p1,001,2019_Jun_24_1520,body_behavioural,3.0.4,60.091727138208064,
0,"He said, “I’ll have a tuna roll and a vegetable roll.” ",3,2,None,,,,0,0,0,0,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.103867502999492,,,,,,,,,,,,,,,,,,,,,,,,,,,,062419_p1,001,2019_Jun_24_1520,body_behavioural,3.0.4,60.091727138208064,
0,"“Alright, thank you!” the waitress said.",3,2,None,,,,0,0,0,0,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.5702863600017736,,,,,,,,,,,,,,,,,,,,,,,,,,,,062419_p1,001,2019_Jun_24_1520,body_behavioural,3.0.4,60.091727138208064,
0,"James and Teresa talked about a concert James was going to that night, and he suddenly and nervously invited her to come along.",3,3,None,,,,0,0,0,0,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,10.970506048004609,,,,,,,,,,,,,,,,,,,,,,,,,,,,062419_p1,001,2019_Jun_24_1520,body_behavioural,3.0.4,60.091727138208064,
0,He promised her that the concert would be indoors and absolutely free of venomous insects.,3,3,None,,,,0,0,0,0,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.369248206989141,,,,,,,,,,,,,,,,,,,,,,,,,,,,062419_p1,001,2019_Jun_24_1520,body_behavioural,3.0.4,60.091727138208064,
0,"Teresa agreed, gave him her number, and they worked out that James would pick her up that evening before the concert and drive them there.",3,3,None,,,,0,0,0,0,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6.318473551000352,,,,,,,,,,,,,,,,,,,,,,,,,,,,062419_p1,001,2019_Jun_24_1520,body_behavioural,3.0.4,60.091727138208064,
0,"This was not what they had expected from their solitary lunch plans and were both excited, even though Teresa was doing a much better job of hiding it than James. ",3,3,None,,,,0,0,0,0,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6.167380754995975,,,,,,,,,,,,,,,,,,,,,,,,,,,,062419_p1,001,2019_Jun_24_1520,body_behavioural,3.0.4,60.091727138208064,
0,"The waitress brought out their food, placing the plates close to each other so James had to sit closer to Teresa on the bench. ",4,3,None,,,,0,0,0,0,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8.720636647005449,,,,,,,,,,,,,,,,,,,,,,,,,,,,062419_p1,001,2019_Jun_24_1520,body_behavioural,3.0.4,60.091727138208064,
0,Teresa was happy to share the meal with James. ,4,3,None,,,,0,0,0,0,,,,,0,32,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4.186616331993719,,,,,,,,,,,,,,,,,,,,,,,,,,,,062419_p1,001,2019_Jun_24_1520,body_behavioural,3.0.4,60.091727138208064,
0,They really enjoyed their rolls because the fish tasted very fresh. ,4,3,None,,,,0,0,0,0,,,,,0,33,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.0681567510036984,,,,,,,,,,,,,,,,,,,,,,,,,,,,062419_p1,001,2019_Jun_24_1520,body_behavioural,3.0.4,60.091727138208064,
0,"James looked at his watch and seeing that it was 3pm said, “I have to run- got to finish some errands before the show.”",4,4,None,,,,0,0,0,0,,,,,0,34,34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4.868232737004291,,,,,,,,,,,,,,,,,,,,,,,,,,,,062419_p1,001,2019_Jun_24_1520,body_behavioural,3.0.4,60.091727138208064,
0,See you tonight and watch out for that door!”,4,4,None,,,,0,0,0,0,,,,,0,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.6704567250126274,,,,,,,,,,,,,,,,,,,,,,,,,,,,062419_p1,001,2019_Jun_24_1520,body_behavioural,3.0.4,60.091727138208064,
0,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,062419_p1,001,2019_Jun_24_1520,body_behavioural,3.0.4,60.091727138208064,
1,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.086333947008825,space,24.772038089999114,space,1.9868275970075047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,062419_p1,001,2019_Jun_24_1520,body_behavioural,3.0.4,60.091727138208064,
1,"Ariana hurried into the classroom, and Leon did a double-take when he saw her, almost dropping the eraser he had in his hand. ",1.0,1.0,44.0,,,,0,1,1,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.336614155996358,space,1.2032185999996727,9,13.373046222011908,,,,,,,,,,,,,,,,,,,,,,,,,,,,062419_p1,001,2019_Jun_24_1520,body_behavioural,3.0.4,60.091727138208064,
1,"This was his first day in college, and he had assumed that he wouldn’t know anyone on campus, but he had a strong feeling that he had seen her somewhere before. ",1.0,1.0,None,,,,0,1,1,1,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.453417401004117,,,,,,,,,,,,,,,,,,,,,,,,,,,,062419_p1,001,2019_Jun_24_1520,body_behavioural,3.0.4,60.091727138208064,
1,They were in a small classroom with rows of chairs with foldable desks.,1.0,1.0,None,,,,0,1,1,1,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.7838943420065334,,,,,,,,,,,,,,,,,,,,,,,,,,,,062419_p1,001,2019_Jun_24_1520,body_behavioural,3.0.4,60.091727138208064,
1,These faced the speaker’s podium and a blackboard on wheels. ,None,None,None,,,,0,1,1,1,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.037199671001872,,,,,,,,,,,,,,,,,,,,,,,,,,,,062419_p1,001,2019_Jun_24_1520,body_behavioural,3.0.4,60.091727138208064,
1,"There were no windows in the room, since they were down in the basement of the History Department.",1.0,1.0,None,,,,0,1,1,1,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.387625286995899,,,,,,,,,,,,,,,,,,,,,,,,,,,,062419_p1,001,2019_Jun_24_1520,body_behavioural,3.0.4,60.091727138208064,
