count,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,order of stories,order of perspectives,key_resp_5.keys,key_resp_5.rt,key_resp_7.keys,key_resp_7.rt,participant,session,date,expName,frameRate,
0,0,0,0,0,0,0,0,0,[21 31 14 13 32 43 22 44 24 34 41 42 12 33 11 23],"['Location' 'Social' 'Location' 'Social' 'Location' 'Location' 'Social'
 'Social' 'Location' 'Social' 'Social' 'Location' 'Social' 'Location'
 'Location' 'Social']",space,0.6063986739999336,space,0.6184838679999984,',001,2019_Feb_05_1219,body_behavioural,59.51151047829759,
