trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,count,order of stories,order of perspectives,participant 2 order - stories,participant 2 order  - schemas types,participant,session,date,expName,frameRate,
,,,,,[22 12 33 21 34 11 44 43 14 31 24 42 13 32 41 23],"['Social' 'Location' 'Social' 'Location' 'Location' 'Social' 'Social'
 'Location' 'Location' 'Social' 'Social' 'Social' 'Social' 'Location'
 'Location' 'Location']",[14 31 24 42 13 32 41 23],"['Location' 'Social' 'Social' 'Social' 'Social' 'Location' 'Location'
 'Location']",,,,,,
