trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,count,order,resp.keys,resp.rt,participant,session,date,expName,frameRate,
,,,,,[44 21 34 11 42 23 32 13 41 24 31 14 43 22 33 12],space,0.22188135900069028,,001,2018_Dec_11_1525,body,60.07169700444503,
