instruct_text,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,key_resp_9.keys,key_resp_9.rt,key_resp_8.keys,key_resp_8.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,space,0.5150176970055327,,,',001,2019_Jun_11_1140,part1_subjective_segmentation,3.0.4,59.986221883945625,
"In this experiment, you will be assuming the perspectives of various jobs while reading short stories.",0,0,0,0,,,space,2.086123907007277,',001,2019_Jun_11_1140,part1_subjective_segmentation,3.0.4,59.986221883945625,
There are 4 parts of the experiment. ,0,1,1,1,,,space,2.435898289026227,',001,2019_Jun_11_1140,part1_subjective_segmentation,3.0.4,59.986221883945625,
"In the first part, you'll be introduced to the perspectives of 8 different jobs.",0,2,2,2,,,space,4.23659211199265,',001,2019_Jun_11_1140,part1_subjective_segmentation,3.0.4,59.986221883945625,
You'll learn 4 questions associated with each perspective that you'll use when reading the stories. ,0,3,3,3,,,space,4.336875854991376,',001,2019_Jun_11_1140,part1_subjective_segmentation,3.0.4,59.986221883945625,
