3.5083 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [2560, 1440]. Using actual size
4.1731 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([0., 0., 0.]), colorSpace='rgb', fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x1247a8dd8>, gamma=None, kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x124370828>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([5120, 2880]), stereo=False, units='norm', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
4.1731 	EXP 	window1: recordFrameIntervals = False
4.3400 	EXP 	window1: recordFrameIntervals = True
4.5237 	EXP 	window1: recordFrameIntervals = False
4.5907 	EXP 	Created text_4 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_4', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='default text', units='norm', win=Window(...), wrapWidth=1)
4.5925 	EXP 	Created image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image', opacity=1.0, ori=0.0, pos=array([ 0. , -0.5]), size=array([0.5, 0.5]), texRes=128, units='norm', win=Window(...))
4.5961 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='default text', units='norm', win=Window(...), wrapWidth=1)
4.6038 	EXP 	Imported count.xlsx as conditions, 16 conditions, 1 params
4.6040 	EXP 	Created sequence: sequential, trialTypes=16, nReps=1, seed=None
4.6044 	EXP 	New trial (rep=0, index=0): OrderedDict([('count', 0)])
4.6874 	EXP 	text_4: text = 'Couples Therapist'
4.6874 	EXP 	image: image = 'leonardo.jpg'
4.6874 	EXP 	text_4: autoDraw = True
4.6874 	EXP 	image: autoDraw = True
6.2261 	DATA 	Keypress: space
6.2398 	EXP 	text_4: autoDraw = False
6.2398 	EXP 	image: autoDraw = False
6.2398 	EXP 	text: text = 'Airport Breakup'
6.2398 	EXP 	text: autoDraw = True
7.3582 	DATA 	Keypress: space
7.3595 	EXP 	New trial (rep=0, index=1): OrderedDict([('count', 1)])
7.5074 	EXP 	text: autoDraw = False
7.5074 	EXP 	text_4: text = 'Dean of Academic Studies'
