trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,instruct_text,this_pic,key_resp_9.keys,key_resp_9.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,space,2.3886069070431404,',001,2019_Jun_10_1209,part1_subjective_segmentation,3.0.4,59.96877245860501,
