3.8129 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [2560, 1440]. Using actual size
4.7819 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([0., 0., 0.]), colorSpace='rgb', fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x12456eda0>, gamma=None, kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x1273ec7f0>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([5120, 2880]), stereo=False, units='norm', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
4.7819 	EXP 	window1: recordFrameIntervals = False
4.9475 	EXP 	window1: recordFrameIntervals = True
4.9814 	WARNING 	t of last frame was 21.29ms (=1/46)
5.1939 	EXP 	window1: recordFrameIntervals = False
5.2700 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='default text', units='norm', win=Window(...), wrapWidth=1)
5.2776 	EXP 	Imported count.xlsx as conditions, 16 conditions, 1 params
5.2779 	EXP 	Created sequence: sequential, trialTypes=16, nReps=1, seed=None
5.2781 	EXP 	New trial (rep=0, index=0): OrderedDict([('count', 0)])
5.3118 	EXP 	text: text = 'Restaurant Breakup'
5.3118 	EXP 	text: autoDraw = True
6.2967 	DATA 	Keypress: space
6.2975 	EXP 	New trial (rep=0, index=1): OrderedDict([('count', 1)])
6.3105 	EXP 	text: autoDraw = False
6.3105 	EXP 	text: text = 'Airport Proposal'
6.3105 	EXP 	text: autoDraw = True
6.4626 	DATA 	Keypress: space
6.4633 	EXP 	New trial (rep=0, index=2): OrderedDict([('count', 2)])
6.4779 	EXP 	text: autoDraw = False
6.4779 	EXP 	text: text = 'Restaurant Business Deal'
6.4779 	EXP 	text: autoDraw = True
6.5952 	DATA 	Keypress: space
6.5959 	EXP 	New trial (rep=0, index=3): OrderedDict([('count', 3)])
6.6110 	EXP 	text: autoDraw = False
6.6110 	EXP 	text: text = 'Airport Meet Cute'
6.6110 	EXP 	text: autoDraw = True
6.7291 	DATA 	Keypress: space
6.7298 	EXP 	New trial (rep=0, index=4): OrderedDict([('count', 4)])
6.7618 	EXP 	text: autoDraw = False
6.7618 	EXP 	text: text = 'Grocery Shopping- Break up'
6.7618 	EXP 	text: autoDraw = True
6.9785 	DATA 	Keypress: space
6.9792 	EXP 	New trial (rep=0, index=5): OrderedDict([('count', 5)])
6.9942 	EXP 	text: autoDraw = False
6.9942 	EXP 	text: text = 'Attending a Lecture-Proposal'
6.9942 	EXP 	text: autoDraw = True
7.0289 	DATA 	Keypress: space
7.0297 	EXP 	New trial (rep=0, index=6): OrderedDict([('count', 6)])
7.0444 	EXP 	text: autoDraw = False
7.0444 	EXP 	text: text = 'Grocery Shopping- Business Deal'
7.0444 	EXP 	text: autoDraw = True
7.2128 	DATA 	Keypress: space
7.2135 	EXP 	New trial (rep=0, index=7): OrderedDict([('count', 7)])
7.2280 	EXP 	text: autoDraw = False
7.2280 	EXP 	text: text = 'Attending a Lecture-Meet Cute'
7.2280 	EXP 	text: autoDraw = True
7.3304 	DATA 	Keypress: space
7.3453 	EXP 	New trial (rep=0, index=8): OrderedDict([('count', 8)])
7.3615 	EXP 	text: autoDraw = False
7.3615 	EXP 	text: text = 'Airport Breakup'
7.3615 	EXP 	text: autoDraw = True
7.4784 	DATA 	Keypress: space
7.4791 	EXP 	New trial (rep=0, index=9): OrderedDict([('count', 9)])
7.4949 	EXP 	text: autoDraw = False
7.4949 	EXP 	text: text = 'Restaurant Proposal'
7.4949 	EXP 	text: autoDraw = True
7.6117 	DATA 	Keypress: space
7.6124 	EXP 	New trial (rep=0, index=10): OrderedDict([('count', 10)])
7.6271 	EXP 	text: autoDraw = False
7.6271 	EXP 	text: text = 'Airport Business Deal'
7.6271 	EXP 	text: autoDraw = True
7.7451 	DATA 	Keypress: space
7.7458 	EXP 	New trial (rep=0, index=11): OrderedDict([('count', 11)])
7.7607 	EXP 	text: autoDraw = False
7.7607 	EXP 	text: text = 'Restaurant Meet Cute'
7.7607 	EXP 	text: autoDraw = True
7.8618 	DATA 	Keypress: space
7.8626 	EXP 	New trial (rep=0, index=12): OrderedDict([('count', 12)])
7.8776 	EXP 	text: autoDraw = False
7.8776 	EXP 	text: text = 'Attending a Lecture-Breakup'
7.8776 	EXP 	text: autoDraw = True
8.0136 	DATA 	Keypress: space
8.0144 	EXP 	New trial (rep=0, index=13): OrderedDict([('count', 13)])
8.0270 	EXP 	text: autoDraw = False
8.0270 	EXP 	text: text = 'Grocery Shopping- Proposal'
8.0270 	EXP 	text: autoDraw = True
8.1294 	DATA 	Keypress: space
8.1445 	EXP 	New trial (rep=0, index=14): OrderedDict([('count', 14)])
8.1605 	EXP 	text: autoDraw = False
8.1605 	EXP 	text: text = 'Attending a Lecture-Business Deal'
8.1605 	EXP 	text: autoDraw = True
8.2457 	DATA 	Keypress: space
8.2464 	EXP 	New trial (rep=0, index=15): OrderedDict([('count', 15)])
8.2608 	EXP 	text: autoDraw = False
8.2608 	EXP 	text: text = 'Grocery Shopping- Meet Cute'
8.2608 	EXP 	text: autoDraw = True
8.3963 	DATA 	Keypress: space
8.6709 	EXP 	window1: mouseVisible = True
