trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,count,order of stories,order of perspectives,participant,session,date,expName,frameRate,
,,,,,[44 22 11 42 13 33 31 24 23 34 21 12 41 43 14 32],"['Location' 'Location' 'Social' 'Social' 'Location' 'Social' 'Location'
 'Social' 'Location' 'Location' 'Social' 'Location' 'Location' 'Social'
 'Social' 'Social']",,,,,,
