count,storyText,locationEvent,socialEvent,locationEventSize,socialEventSize,instructText,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,order of stories,order of perspectives,participant 2 order - stories,participant 2 order  - schemas types,key_resp_8.keys,key_resp_8.rt,key_resp_5.keys,key_resp_5.rt,key_resp_7.keys,key_resp_7.rt,story_presses.keys,story_presses.rt,story time,key_resp_6.keys,key_resp_6.rt,key_resp_2.keys,key_resp_2.rt,key_resp_10.keys,key_resp_10.rt,recall,recall time,key_resp_12.keys,key_resp_12.rt,key_resp_3.keys,key_resp_3.rt,key_resp_11.keys,key_resp_11.rt,question1_answer,order of question,question2_answer,question3_answer,question4_answer,question5_answer,question6_answer,question7_answer,question8_answer,questions time,key_resp_13.keys,key_resp_13.rt,participant,session,date,expName,psychopyVersion,frameRate,
0,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,[11 34 43 21 33 12 22 44 41 14 42 23 31 24 32 13],"['Location' 'Location' 'Location' 'Social' 'Social' 'Social' 'Location'
 'Social' 'Social' 'Location' 'Location' 'Location' 'Location' 'Social'
 'Social' 'Social']",[41 14 42 23 31 24 32 13],"['Social' 'Location' 'Location' 'Location' 'Location' 'Social' 'Social'
 'Social']",space,28.27473805000045,space,2.469718512002146,space,2.986471691998304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,022519_p2,001,2019_Feb_25_1415,body_behavioural,3.0.4,59.99814377583122,
0,"Thomas, dreading the conversation he was about to have, got to Annika’s Finer Diner early.",1,1,None,None,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,24.138126463003573,,,,,,,,,,,,,,,,,,,,,,,,,,,,022519_p2,001,2019_Feb_25_1415,body_behavioural,3.0.4,59.99814377583122,
0,The restaurant had a kitschy charm and was reminiscent of a diner from the 70’s. ,1,1,None,None,,0,0,0,0,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4.969960580005136,,,,,,,,,,,,,,,,,,,,,,,,,,,,022519_p2,001,2019_Feb_25_1415,body_behavioural,3.0.4,59.99814377583122,
0,A bell chimed as the door swung open and Sadie entered to find Thomas deep in thought on a bench by the door.,1,1,None,None,,0,0,0,0,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.167659784994612,,,,,,,,,,,,,,,,,,,,,,,,,,,,022519_p2,001,2019_Feb_25_1415,body_behavioural,3.0.4,59.99814377583122,
0,He jumped up and gave her a side hug. ,1,1,None,None,,0,0,0,0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.020059562004462,,,,,,,,,,,,,,,,,,,,,,,,,,,,022519_p2,001,2019_Feb_25_1415,body_behavioural,3.0.4,59.99814377583122,
0,"“How was your day?”, he asked.",1,1,None,None,,0,0,0,0,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.7698627049976494,,,,,,,,,,,,,,,,,,,,,,,,,,,,022519_p2,001,2019_Feb_25_1415,body_behavioural,3.0.4,59.99814377583122,
0,"She clung onto him, “It was okay.",1,1,None,None,,0,0,0,0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.3366651280011865,,,,,,,,,,,,,,,,,,,,,,,,,,,,022519_p2,001,2019_Feb_25_1415,body_behavioural,3.0.4,59.99814377583122,
0,I missed you today.”,1,1,None,None,,0,0,0,0,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.6859885800004122,,,,,,,,,,,,,,,,,,,,,,,,,,,,022519_p2,001,2019_Feb_25_1415,body_behavioural,3.0.4,59.99814377583122,
0,He looked at the hostess coming towards them.,1,1,None,None,,0,0,0,0,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2.5005260150064714,,,,,,,,,,,,,,,,,,,,,,,,,,,,022519_p2,001,2019_Feb_25_1415,body_behavioural,3.0.4,59.99814377583122,
0,"“Can we have a table in the back?”, Thomas asked.",1,1,None,None,,0,0,0,0,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6.503345728000568,,,,,,,,,,,,,,,,,,,,,,,,,,,,022519_p2,001,2019_Feb_25_1415,body_behavioural,3.0.4,59.99814377583122,
0,"She shrugged and, as she loudly popped her bubblegum, replied, “Sure, honey, this way.”",1,1,9.0,None,,0,0,0,0,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4.084301354996569,,,,,,,,,,,,,,,,,,,,,,,,,,,,022519_p2,001,2019_Feb_25_1415,body_behavioural,3.0.4,59.99814377583122,
0,She led them to the back of the restaurant where there were dimly lit tables. ,2,1,None,None,,0,0,0,0,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6.070414278001408,,,,,,,,,,,,,,,,,,,,,,,,,,,,022519_p2,001,2019_Feb_25_1415,body_behavioural,3.0.4,59.99814377583122,
0,"“Is this alright?”, the hostess asked.",2,1,None,None,,0,0,0,0,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.286241051995603,,,,,,,,,,,,,,,,,,,,,,,,,,,,022519_p2,001,2019_Feb_25_1415,body_behavioural,3.0.4,59.99814377583122,
0,Thomas cleared his throat and tried not to grimace at the stained fabric that lined the booth.,2,1,None,None,,0,0,0,0,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4.553596457000822,,,,,,,,,,,,,,,,,,,,,,,,,,,,022519_p2,001,2019_Feb_25_1415,body_behavioural,3.0.4,59.99814377583122,
0,“This is great.,2,1,None,None,,0,0,0,0,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.7697174799977802,,,,,,,,,,,,,,,,,,,,,,,,,,,,022519_p2,001,2019_Feb_25_1415,body_behavioural,3.0.4,59.99814377583122,
0,"Thank you,” Thomas said.",2,1,None,None,,0,0,0,0,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.6697640680067707,,,,,,,,,,,,,,,,,,,,,,,,,,,,022519_p2,001,2019_Feb_25_1415,body_behavioural,3.0.4,59.99814377583122,
0,Sadie slipped into the cushioned seat and grabbed Thomas’ hand.,2,1,None,None,,0,0,0,0,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6.453487639999366,,,,,,,,,,,,,,,,,,,,,,,,,,,,022519_p2,001,2019_Feb_25_1415,body_behavioural,3.0.4,59.99814377583122,
0,"“Tell me about your day!”, Sadie sang as Thomas sat down.",2,1,None,None,,0,0,0,0,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6.219883195000875,,,,,,,,,,,,,,,,,,,,,,,,,,,,022519_p2,001,2019_Feb_25_1415,body_behavioural,3.0.4,59.99814377583122,
