count,storyText,instructText,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,order of stories,order of perspectives,story_presses.keys,story_presses.rt,key_resp_2.keys,key_resp_2.rt,participant,session,date,expName,frameRate,
0,12,,0,0,0,0,0,0,0,0,,,,,,,,,[12 11 44 24 32 43 23 31 21 33 34 14 41 42 13 22],"['Social' 'Location' 'Location' 'Social' 'Location' 'Social' 'Location'
 'Social' 'Social' 'Location' 'Social' 'Location' 'Location' 'Social'
 'Social' 'Location']",1,0.36859457299578935,,,',001,2019_Jan_15_1212,body_behavioural,60.11606043212501,
0,Airport Breakup,,0,0,0,0,0,1,1,1,,,,,,,,,,,9,0.9862707720603794,,,',001,2019_Jan_15_1212,body_behavioural,60.11606043212501,
0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,',001,2019_Jan_15_1212,body_behavioural,60.11606043212501,
,,The next task in the experiment is to recall each story to the best of your ability.,,,,,,,,,0,0,0,0,,,,,,,,,space,0.5188892470905557,',001,2019_Jan_15_1212,body_behavioural,60.11606043212501,
,,"You will be presented with the story title, names, the images, and a blank text box for each story.",,,,,,,,,0,1,1,1,,,,,,,,,space,0.46872317499946803,',001,2019_Jan_15_1212,body_behavioural,60.11606043212501,
,,Describe the story with as many details as you can remember in the space provided. ,,,,,,,,,0,2,2,2,,,,,,,,,space,0.2009438220411539,',001,2019_Jan_15_1212,body_behavioural,60.11606043212501,
,,"When you are finished recalling one story, to move onto the next one hit ‘return’. ",,,,,,,,,0,3,3,3,,,,,,,,,space,0.30168178491294384,',001,2019_Jan_15_1212,body_behavioural,60.11606043212501,
,,There is no time limit for your responses. ,,,,,,,,,0,4,4,4,,,,,,,,,space,0.9030652099754661,',001,2019_Jan_15_1212,body_behavioural,60.11606043212501,
