instruct_text,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,key_resp_9.keys,key_resp_9.rt,key_resp_8.keys,key_resp_8.rt,key_resp_19.keys,key_resp_19.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,space,0.3872211210000387,,,,,',001,2019_Jun_20_1251,part1_subjective_segmentation,3.0.4,59.971883382156676,
"In this experiment, you will be assuming the perspectives of various jobs while reading short stories.",0,0,0,0,,,space,0.569445506996999,,,',001,2019_Jun_20_1251,part1_subjective_segmentation,3.0.4,59.971883382156676,
"There are 4 parts of the experiment, and before you begin, we'll give you a brief overview of all the parts. ",0,1,1,1,,,space,0.28665684500083444,,,',001,2019_Jun_20_1251,part1_subjective_segmentation,3.0.4,59.971883382156676,
1,0,2,2,2,,,space,0.6200039930008643,,,',001,2019_Jun_20_1251,part1_subjective_segmentation,3.0.4,59.971883382156676,
"In the first part, you'll be introduced to the perspectives of 8 different jobs.",0,3,3,3,,,space,0.5530593809999118,,,',001,2019_Jun_20_1251,part1_subjective_segmentation,3.0.4,59.971883382156676,
"For each short story, you'll be assigned one of these perspectives to assume while you read it. ",0,4,4,4,,,space,1.7198280199991132,,,',001,2019_Jun_20_1251,part1_subjective_segmentation,3.0.4,59.971883382156676,
,,,,,,,,,space,3.3359520720005094,',001,2019_Jun_20_1251,part1_subjective_segmentation,3.0.4,59.971883382156676,
