count,storyText,locationEvent,socialEvent,locationEventSize,socialEventSize,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,order of stories,order of perspectives,participant 2 order - stories,participant 2 order  - schemas types,key_resp_8.keys,key_resp_8.rt,key_resp_5.keys,key_resp_5.rt,key_resp_7.keys,key_resp_7.rt,story_presses.keys,story_presses.rt,participant,session,date,expName,psychopyVersion,frameRate,
1,This is good.” ,4,4,,,0,1,1,1,,,,,0,27,27,27,,,,,,,,,,,9,0.2862492519998341,',001,2019_Feb_28_1356,body_behavioural,3.0.4,60.1008282755583,
1,"“I agree,” he said, visibly relieved at the thought that they had gotten through the last fight they would ever need to have.",4,4,,,0,1,1,1,,,,,0,28,28,28,,,,,,,,,,,9,0.3363005970022641,',001,2019_Feb_28_1356,body_behavioural,3.0.4,60.1008282755583,
1,"“I think we can still host this dinner tonight, as long as you're still on board,” Emmanuella said.",4,4,,,0,1,1,1,,,,,0,29,29,29,,,,,,,,,,,9,0.3196462119994976,',001,2019_Feb_28_1356,body_behavioural,3.0.4,60.1008282755583,
1,"Liam nodded, “Yes, let’s just not tell anyone yet.” ",4,4,,,0,1,1,1,,,,,0,30,30,30,,,,,,,,,,,1,0.2364091669987829,',001,2019_Feb_28_1356,body_behavioural,3.0.4,60.1008282755583,
1,"Emmanuella laughed, “Whoever leaks it loses their rights to the cat.”",4,4,,,0,1,1,1,,,,,0,31,31,31,,,,,,,,,,,9,0.26988151499972446,',001,2019_Feb_28_1356,body_behavioural,3.0.4,60.1008282755583,
1,"Liam rolled his eyes and managed a weak chuckle, knowing the cat would be a whole other issue to sort out later.
",4,4,,,0,1,1,1,,,,,0,32,32,32,,,,,,,,,,,1,0.18620074700083933,',001,2019_Feb_28_1356,body_behavioural,3.0.4,60.1008282755583,
1,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,',001,2019_Feb_28_1356,body_behavioural,3.0.4,60.1008282755583,
2,,,,,,0,2,2,2,0,0,0,0,,,,,,,,,space,0.586428672002512,space,0.30300587999954587,space,0.5362293750004028,,,',001,2019_Feb_28_1356,body_behavioural,3.0.4,60.1008282755583,
2,"Thomas, dreading the conversation he was about to have, got to Annika’s Finer Diner early.",1,1,None,None,0,2,2,2,,,,,0,0,0,0,,,,,,,,,,,None,,',001,2019_Feb_28_1356,body_behavioural,3.0.4,60.1008282755583,
2,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,',001,2019_Feb_28_1356,body_behavioural,3.0.4,60.1008282755583,
