count,storyText,locationEvent,socialEvent,instructText,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,order of stories,order of perspectives,story_presses.keys,key_resp_2.keys,key_resp_2.rt,participant,session,date,expName,frameRate,
0,"Leon and  Ariana hurried into the classroom at the same time, and Leon did a double-take when he saw her. ",1,1,,0,0,0,0,0,0,0,0,,,,,,,,,[44 34 23 41 13 12 22 31 33 14 42 24 11 43 21 32],"['Social' 'Location' 'Location' 'Location' 'Social' 'Location' 'Social'
 'Social' 'Social' 'Location' 'Social' 'Social' 'Social' 'Location'
 'Location' 'Location']",None,,,,001,2019_Jan_22_1330,body_behavioural,59.9931951833551,
0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,001,2019_Jan_22_1330,body_behavioural,59.9931951833551,
1,"Charlie saw Alma as they walked into class, and motioned for her to come sit in the back next to him, since they had business to discuss.",1,1,,0,1,1,1,0,0,0,0,,,,,,,,,,,None,,,,001,2019_Jan_22_1330,body_behavioural,59.9931951833551,
1,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,001,2019_Jan_22_1330,body_behavioural,59.9931951833551,
,,,,The next task in the experiment is to recall each story to the best of your ability.,,,,,,,,,0,0,0,0,,,,,,,,space,0.6015664240112528,,001,2019_Jan_22_1330,body_behavioural,59.9931951833551,
,,,,"You will be presented with the story title, names, the images, and a blank text box for each story.",,,,,,,,,0,1,1,1,,,,,,,,space,0.31884861399885267,,001,2019_Jan_22_1330,body_behavioural,59.9931951833551,
,,,,Describe the story with as many details as you can remember in the space provided. ,,,,,,,,,0,2,2,2,,,,,,,,space,0.3522958839312196,,001,2019_Jan_22_1330,body_behavioural,59.9931951833551,
,,,,"When you are finished recalling one story, to move onto the next one hit ‘return’. ",,,,,,,,,0,3,3,3,,,,,,,,space,0.35241008503362536,,001,2019_Jan_22_1330,body_behavioural,59.9931951833551,
,,,,There is no time limit for your responses. ,,,,,,,,,0,4,4,4,,,,,,,,space,0.41878396295942366,,001,2019_Jan_22_1330,body_behavioural,59.9931951833551,
