trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,count,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,order of stories,order of perspectives,participant 2 order - stories,participant 2 order  - schemas types,key_resp_8.keys,key_resp_8.rt,key_resp_5.keys,key_resp_5.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,[24 22 33 11 42 44 31 13 34 41 32 14 12 23 21 43],"['Social' 'Location' 'Social' 'Social' 'Social' 'Location' 'Location'
 'Location' 'Social' 'Social' 'Location' 'Location' 'Social' 'Social'
 'Location' 'Location']",[34 41 32 14 12 23 21 43],"['Social' 'Social' 'Location' 'Location' 'Social' 'Social' 'Location'
 'Location']",space,0.8573416449999911,space,3.1860842879999893,,,,,,,
