trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,count,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,order of stories,order of perspectives,participant 2 order - stories,participant 2 order  - schemas types,key_resp_8.keys,key_resp_8.rt,key_resp_5.keys,key_resp_5.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,[44 12 33 34 21 43 22 11 14 41 23 13 31 32 24 42],"['Location' 'Social' 'Location' 'Social' 'Social' 'Social' 'Location'
 'Location' 'Social' 'Social' 'Social' 'Location' 'Location' 'Social'
 'Location' 'Location']",[14 41 23 13 31 32 24 42],"['Social' 'Social' 'Social' 'Location' 'Location' 'Social' 'Location'
 'Location']",space,0.4042505610268563,space,0.569548319966998,,,,,,,
