count,storyText,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,order of stories,order of perspectives,key_resp_3.keys,key_resp_3.rt,key_resp_2.keys,key_resp_2.rt,participant,session,date,expName,frameRate,
0,43,0,0,0,0,0,0,0,0,[43 21 32 23 12 34 14 41 11 22 33 44 42 31 13 24],"['Social' 'Social' 'Location' 'Location' 'Social' 'Social' 'Location'
 'Location' 'Location' 'Location' 'Location' 'Location' 'Social' 'Social'
 'Social' 'Social']",space,0.33597342402208596,space,1.3679601949406788,1,001,2019_Jan_02_1633,body_updated,60.21382592900522,
0,Grocery Shopping Meet Cute,0,0,0,0,0,1,1,1,,,,,space,1.4682883579516783,1,001,2019_Jan_02_1633,body_updated,60.21382592900522,
0,,0,0,0,0,,,,,,,,,,,1,001,2019_Jan_02_1633,body_updated,60.21382592900522,
1,21,0,1,1,1,0,0,0,0,,,space,0.6678084919694811,space,1.0683448099298403,1,001,2019_Jan_02_1633,body_updated,60.21382592900522,
1,Restaurant Proposal,0,1,1,1,0,1,1,1,,,,,space,0.7010317640379071,1,001,2019_Jan_02_1633,body_updated,60.21382592900522,
1,,0,1,1,1,,,,,,,,,,,1,001,2019_Jan_02_1633,body_updated,60.21382592900522,
2,32,0,2,2,2,0,0,0,0,,,space,0.48548291297629476,space,0.48489682795479894,1,001,2019_Jan_02_1633,body_updated,60.21382592900522,
2,Airport Business Deal,0,2,2,2,0,1,1,1,,,,,space,0.5359980199718848,1,001,2019_Jan_02_1633,body_updated,60.21382592900522,
2,,0,2,2,2,,,,,,,,,,,1,001,2019_Jan_02_1633,body_updated,60.21382592900522,
3,23,0,3,3,3,0,0,0,0,,,space,0.4357835639966652,space,0.4523634730139747,1,001,2019_Jan_02_1633,body_updated,60.21382592900522,
3,Grocery shopping Proposal,0,3,3,3,0,1,1,1,,,,,space,0.41761956608388573,1,001,2019_Jan_02_1633,body_updated,60.21382592900522,
3,,0,3,3,3,,,,,,,,,,,1,001,2019_Jan_02_1633,body_updated,60.21382592900522,
4,12,0,4,4,4,0,0,0,0,,,space,0.3851969389943406,space,0.33573212707415223,1,001,2019_Jan_02_1633,body_updated,60.21382592900522,
4,Airport Breakup,0,4,4,4,0,1,1,1,,,,,space,0.26661668496672064,1,001,2019_Jan_02_1633,body_updated,60.21382592900522,
4,,0,4,4,4,,,,,,,,,,,1,001,2019_Jan_02_1633,body_updated,60.21382592900522,
5,34,0,5,5,5,0,0,0,0,,,space,0.3010922190733254,space,0.2847505039535463,1,001,2019_Jan_02_1633,body_updated,60.21382592900522,
5,Attending a Lecture Business Deal,0,5,5,5,0,1,1,1,,,,,space,0.2843903260072693,1,001,2019_Jan_02_1633,body_updated,60.21382592900522,
5,,0,5,5,5,,,,,,,,,,,1,001,2019_Jan_02_1633,body_updated,60.21382592900522,
6,14,0,6,6,6,0,0,0,0,,,space,0.28501709003467113,space,0.30216139694675803,1,001,2019_Jan_02_1633,body_updated,60.21382592900522,
6,Attending a Lecture Breakup,0,6,6,6,0,1,1,1,,,,,space,0.23570595309138298,1,001,2019_Jan_02_1633,body_updated,60.21382592900522,
6,,0,6,6,6,,,,,,,,,,,1,001,2019_Jan_02_1633,body_updated,60.21382592900522,
7,41,0,7,7,7,0,0,0,0,,,space,0.3517807360040024,space,0.2856505640083924,1,001,2019_Jan_02_1633,body_updated,60.21382592900522,
7,Restaurant Meet Cute,0,7,7,7,0,1,1,1,,,,,space,0.25186725694220513,1,001,2019_Jan_02_1633,body_updated,60.21382592900522,
7,,0,7,7,7,,,,,,,,,,,1,001,2019_Jan_02_1633,body_updated,60.21382592900522,
8,11,0,8,8,8,0,0,0,0,,,space,0.33591031306423247,space,0.28497441904619336,1,001,2019_Jan_02_1633,body_updated,60.21382592900522,
8,Restaurant- Breakup,0,8,8,8,0,1,1,1,,,,,space,0.2026562619721517,1,001,2019_Jan_02_1633,body_updated,60.21382592900522,
8,,0,8,8,8,,,,,,,,,,,1,001,2019_Jan_02_1633,body_updated,60.21382592900522,
9,22,0,9,9,9,0,0,0,0,,,space,0.40132800803985447,space,0.30172084202058613,1,001,2019_Jan_02_1633,body_updated,60.21382592900522,
9,Airport Proposal,0,9,9,9,0,1,1,1,,,,,space,0.20085555501282215,1,001,2019_Jan_02_1633,body_updated,60.21382592900522,
9,,0,9,9,9,,,,,,,,,,,1,001,2019_Jan_02_1633,body_updated,60.21382592900522,
10,33,0,10,10,10,0,0,0,0,,,space,0.334318007924594,space,0.3023121750447899,1,001,2019_Jan_02_1633,body_updated,60.21382592900522,
10,Grocery Shopping Business Deal,0,10,10,10,0,1,1,1,,,,,space,0.21893354097846895,1,001,2019_Jan_02_1633,body_updated,60.21382592900522,
10,,0,10,10,10,,,,,,,,,,,1,001,2019_Jan_02_1633,body_updated,60.21382592900522,
11,44,0,11,11,11,0,0,0,0,,,space,0.38516086793970317,space,0.2849255329929292,1,001,2019_Jan_02_1633,body_updated,60.21382592900522,
11,Attending a Lecture Meet Cute,0,11,11,11,0,1,1,1,,,,,space,0.20062079501803964,1,001,2019_Jan_02_1633,body_updated,60.21382592900522,
11,,0,11,11,11,,,,,,,,,,,1,001,2019_Jan_02_1633,body_updated,60.21382592900522,
12,42,0,12,12,12,0,0,0,0,,,space,0.4024634431116283,space,0.3687003480736166,1,001,2019_Jan_02_1633,body_updated,60.21382592900522,
12,Airport Meet Cute,0,12,12,12,0,1,1,1,,,,,space,0.16873281600419432,1,001,2019_Jan_02_1633,body_updated,60.21382592900522,
12,,0,12,12,12,,,,,,,,,,,1,001,2019_Jan_02_1633,body_updated,60.21382592900522,
13,31,0,13,13,13,0,0,0,0,,,space,0.3851612519938499,space,0.3513262439519167,1,001,2019_Jan_02_1633,body_updated,60.21382592900522,
13,Restaurant Business Deal,0,13,13,13,0,1,1,1,,,,,space,0.18619064800441265,1,001,2019_Jan_02_1633,body_updated,60.21382592900522,
13,,0,13,13,13,,,,,,,,,,,1,001,2019_Jan_02_1633,body_updated,60.21382592900522,
14,13,0,14,14,14,0,0,0,0,,,space,0.41845954000018537,space,0.31780556903686374,1,001,2019_Jan_02_1633,body_updated,60.21382592900522,
14,Grocery Shopping Breakup,0,14,14,14,0,1,1,1,,,,,space,0.1670587530825287,1,001,2019_Jan_02_1633,body_updated,60.21382592900522,
14,,0,14,14,14,,,,,,,,,,,1,001,2019_Jan_02_1633,body_updated,60.21382592900522,
15,24,0,15,15,15,0,0,0,0,,,space,0.4015526770381257,space,0.31785224797204137,1,001,2019_Jan_02_1633,body_updated,60.21382592900522,
15,Attending a Lecture Proposal,0,15,15,15,0,1,1,1,,,,,space,0.18433884403202683,1,001,2019_Jan_02_1633,body_updated,60.21382592900522,
15,,0,15,15,15,,,,,,,,,,,1,001,2019_Jan_02_1633,body_updated,60.21382592900522,
