Q1,Q2,Q3,Q4,D1,D2,roleName,rolePic,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,participant,session,date,expName,frameRate,
What industry are the business people in?,What is being negotiated and how much money is at stake?,What is the response to the proposed deal?,What comes about from the business proposal?,Is the deal fair?,How long does it take to make the deal?,Business Reporter,business_reporter.jpg,0,0,0,0,0,0,0,0,space,0.33920290000969544,space,0.13500649901106954,space,0.1343805340002291,space,0.40159474199754186,,001,2018_Nov_09_1455,part1,60.01258092297277,
What industry are the business people in?,What is being negotiated and how much money is at stake?,What is the response to the proposed deal?,What comes about from the business proposal?,Is the deal fair?,How long does it take to make the deal?,Business Reporter,business_reporter.jpg,0,0,0,0,1,0,1,0,space,0.8348548159992788,space,0.3349813779932447,space,0.30180067801848054,space,0.4181685440125875,,001,2018_Nov_09_1455,part1,60.01258092297277,
What industry are the business people in?,What is being negotiated and how much money is at stake?,What is the response to the proposed deal?,What comes about from the business proposal?,Is the deal fair?,How long does it take to make the deal?,Business Reporter,business_reporter.jpg,0,0,0,0,,,,,,,,,,,,,,001,2018_Nov_09_1455,part1,60.01258092297277,
How is the restaurant decorated?,What are the menus like?,"What do the clients order?
",How do the clients like the food?,How old is the waiter?,What meal is being served?,Restaurant Critic,restaurant_critic.jpg,0,1,1,1,0,0,0,0,space,1.2041868219967,space,2.1860177619964816,space,1.0024585899955127,space,0.46783314101048745,,001,2018_Nov_09_1455,part1,60.01258092297277,
How is the restaurant decorated?,What are the menus like?,"What do the clients order?
",How do the clients like the food?,How old is the waiter?,What meal is being served?,Restaurant Critic,restaurant_critic.jpg,0,1,1,1,,,,,,,,,,,,,,001,2018_Nov_09_1455,part1,60.01258092297277,
Who notices who first? Why/how?,"How does the couple start talking?
","Which of the people proposes going on an actual date? What do they propose?
","Who leaves first and why do they have to go?
",Is the couple going to get married?,Who shows more interest?,Matchmaker,matchmaker.jpg,0,2,2,2,0,0,0,0,space,2.4676834999991115,space,1.5690963249944616,space,2.635421390994452,space,1.385648613999365,,001,2018_Nov_09_1455,part1,60.01258092297277,
,,,,,,,,,,,,,,,,space,1.4357598730130121,space,0.6693460859823972,space,1.4175198540033307,space,1.7192701349849813,,,,,,
