instruct_text,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,key_resp_9.keys,key_resp_9.rt,key_resp_8.keys,key_resp_8.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,space,0.9711861180003325,,,',001,2019_Jun_20_1236,part1_subjective_segmentation,3.0.4,59.77049445114807,
"In this experiment, you will be assuming the perspectives of various jobs while reading short stories.",0,0,0,0,,,space,1.403111263000028,',001,2019_Jun_20_1236,part1_subjective_segmentation,3.0.4,59.77049445114807,
There are 4 parts of the experiment. ,0,1,1,1,,,space,0.7026315109978896,',001,2019_Jun_20_1236,part1_subjective_segmentation,3.0.4,59.77049445114807,
1,0,2,2,2,,,space,1.019305338999402,',001,2019_Jun_20_1236,part1_subjective_segmentation,3.0.4,59.77049445114807,
