count,storyText,instructText,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,order of stories,order of perspectives,story_presses.keys,story_presses.rt,key_resp_2.keys,key_resp_2.rt,recall,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,question1_correct_perspective,question2_correct_perspective,question3_correct_perspective,question4_correct_perspective,participant,session,date,expName,frameRate,
0,33,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,[33 13 12 24 44 41 32 21 22 23 42 31 34 14 11 43],"['Location' 'Social' 'Location' 'Location' 'Social' 'Location' 'Social'
 'Social' 'Location' 'Social' 'Social' 'Location' 'Social' 'Location'
 'Social' 'Location']",1,1.2016883720643818,,,,,,,,,,,,',001,2019_Jan_18_1343,body_behavioural,60.09098511793589,
0,Grocery Shopping Business Deal,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,9,0.10267136502079666,,,,,,,,,,,,',001,2019_Jan_18_1343,body_behavioural,60.09098511793589,
0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,',001,2019_Jan_18_1343,body_behavioural,60.09098511793589,
,,The next task in the experiment is to recall each story to the best of your ability.,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,space,0.31768439989537,,,,,,,,,,',001,2019_Jan_18_1343,body_behavioural,60.09098511793589,
,,"You will be presented with the story title, names, the images, and a blank text box for each story.",,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,space,0.585168226971291,,,,,,,,,,',001,2019_Jan_18_1343,body_behavioural,60.09098511793589,
,,Describe the story with as many details as you can remember in the space provided. ,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,space,0.21847805695142597,,,,,,,,,,',001,2019_Jan_18_1343,body_behavioural,60.09098511793589,
,,"When you are finished recalling one story, to move onto the next one hit ‘return’. ",,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,space,0.31774895393755287,,,,,,,,,,',001,2019_Jan_18_1343,body_behavioural,60.09098511793589,
,,There is no time limit for your responses. ,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,space,0.15153513103723526,,,,,,,,,,',001,2019_Jan_18_1343,body_behavioural,60.09098511793589,
0,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,, ,,,,,,,,,',001,2019_Jan_18_1343,body_behavioural,60.09098511793589,
1,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,',001,2019_Jan_18_1343,body_behavioural,60.09098511793589,
,,The next part of the task is to answer questions about each story.,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,space,0.7351228349143639,,,,,,,',001,2019_Jan_18_1343,body_behavioural,60.09098511793589,
,,The next part of the task is to answer questions about each story.,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,',001,2019_Jan_18_1343,body_behavioural,60.09098511793589,
,,You will be asked the questions you were asked to remember for the job simulated during each story.,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,space,0.45189199899323285,,,,,,,',001,2019_Jan_18_1343,body_behavioural,60.09098511793589,
,,You will be asked the questions you were asked to remember for the job simulated during each story.,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,',001,2019_Jan_18_1343,body_behavioural,60.09098511793589,
,,You will also be asked questions that we didn’t tell you to think of for that story.,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,space,0.3508439849829301,,,,,,,',001,2019_Jan_18_1343,body_behavioural,60.09098511793589,
,,You will also be asked questions that we didn’t tell you to think of for that story.,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,',001,2019_Jan_18_1343,body_behavioural,60.09098511793589,
,,"We realize that we did not tell you to think of these questions during the story, but do your best to answer all these questions. ",,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,space,0.40246570797171444,,,,,,,',001,2019_Jan_18_1343,body_behavioural,60.09098511793589,
,,"We realize that we did not tell you to think of these questions during the story, but do your best to answer all these questions. ",,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,',001,2019_Jan_18_1343,body_behavioural,60.09098511793589,
,,Hit enter to submit your answer and move onto the next question. ,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,space,0.6182368770241737,,,,,,,',001,2019_Jan_18_1343,body_behavioural,60.09098511793589,
,,Hit enter to submit your answer and move onto the next question. ,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,',001,2019_Jan_18_1343,body_behavioural,60.09098511793589,
0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,space,1.1353866759454831,Location,,,,',001,2019_Jan_18_1343,body_behavioural,60.09098511793589,
1,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,space,0.3343789690406993,Location,,,,',001,2019_Jan_18_1343,body_behavioural,60.09098511793589,
2,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,space,1.0183970090001822,,Social,,,',001,2019_Jan_18_1343,body_behavioural,60.09098511793589,
3,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,space,0.6188823659904301,Social,,,,',001,2019_Jan_18_1343,body_behavioural,60.09098511793589,
4,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,space,0.435253105009906,Location,,,,',001,2019_Jan_18_1343,body_behavioural,60.09098511793589,
5,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,space,0.367738506058231,Social,,,,',001,2019_Jan_18_1343,body_behavioural,60.09098511793589,
