count,storyText,locationEvent,socialEvent,instructText,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,order of stories,order of perspectives,participant 2 order - stories,participant 2 order  - schemas types,key_resp_8.keys,key_resp_8.rt,key_resp_5.keys,key_resp_5.rt,key_resp_7.keys,key_resp_7.rt,story_presses.keys,story_presses.rt,key_resp_2.keys,key_resp_2.rt,participant,session,date,expName,frameRate,
1,"She asked Liam politely to take the bags, and he obliged, following her to toward the exit. ",4,3,,0,1,1,1,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,1,0.019220184000005247,,,umbrella,001,2019_Feb_11_1046,body_behavioural,59.97721225796691,
1,"“Liam, I think we are making the right decision.",4,4,,0,1,1,1,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,9,0.03565116599929752,,,umbrella,001,2019_Feb_11_1046,body_behavioural,59.97721225796691,
1,This is good.” ,4,4,,0,1,1,1,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,9,0.11814802099979715,,,umbrella,001,2019_Feb_11_1046,body_behavioural,59.97721225796691,
1,"“I agree,” he said, visibly relieved at the thought that they had gotten through the last fight they would ever need to have.",4,4,,0,1,1,1,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,9,0.11799149900070915,,,umbrella,001,2019_Feb_11_1046,body_behavioural,59.97721225796691,
1,"“I think we can still host this dinner tonight, as long as you're still on board,” Emmanuella said.",4,4,,0,1,1,1,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,9,0.13514680799926282,,,umbrella,001,2019_Feb_11_1046,body_behavioural,59.97721225796691,
1,"Liam nodded, “Yes, let’s just not tell anyone yet.” ",4,4,,0,1,1,1,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,9,0.1523877679992438,,,umbrella,001,2019_Feb_11_1046,body_behavioural,59.97721225796691,
1,"Emmanuella laughed, “Whoever leaks it loses their rights to the cat.”",4,4,,0,1,1,1,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,,1,0.03481514000122843,,,umbrella,001,2019_Feb_11_1046,body_behavioural,59.97721225796691,
1,"Liam rolled his eyes and managed a weak chuckle, knowing the cat would be a whole other issue to sort out later.
",4,4,,0,1,1,1,,,,,0,32,32,32,,,,,,,,,,,,,,,,,,,9,0.06835235300059139,,,umbrella,001,2019_Feb_11_1046,body_behavioural,59.97721225796691,
1,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,umbrella,001,2019_Feb_11_1046,body_behavioural,59.97721225796691,
2,,,,,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,,,space,0.7012042440001096,space,0.284749741998894,space,0.48625562800043554,,,,,umbrella,001,2019_Feb_11_1046,body_behavioural,59.97721225796691,
2,"James noticed Teresa immediately as she walked into the restaurant - or, more accurately as she attempted to walk into the restaurant. ",1,1,,0,2,2,2,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,1,0.9493382529999508,,,umbrella,001,2019_Feb_11_1046,body_behavioural,59.97721225796691,
2,"She was typing intently on her phone and ran straight into the diner's clear, glass door with an echoing thud. ",1,1,,0,2,2,2,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,9,0.0016185299991775537,,,umbrella,001,2019_Feb_11_1046,body_behavioural,59.97721225796691,
2,Everyone waiting around the cash register turned to see if she was okay.,1,1,,0,2,2,2,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,1,0.08507528200061643,,,umbrella,001,2019_Feb_11_1046,body_behavioural,59.97721225796691,
2,Teresa rubbed her head.,1,1,,0,2,2,2,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,9,0.018711800999881234,,,umbrella,001,2019_Feb_11_1046,body_behavioural,59.97721225796691,
2,"While being both confused and unembarrassed, she looked mostly indignant that the door had been in her way. ",1,1,,0,2,2,2,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,1,0.0851823040011368,,,umbrella,001,2019_Feb_11_1046,body_behavioural,59.97721225796691,
2,James found this quite charming and stole a couple glances at her until she noticed and wrinkled her eyebrows at him in suspicion. ,1,1,,0,2,2,2,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,9,0.10150349400100822,,,umbrella,001,2019_Feb_11_1046,body_behavioural,59.97721225796691,
2,"The restaurant they were in was a cabin-themed diner with wooden booths and bar, walls covered in plaid blankets, and antler decorations. ",1,1,,0,2,2,2,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,9,0.10226306100048532,,,umbrella,001,2019_Feb_11_1046,body_behavioural,59.97721225796691,
2,The waiter saw that James and Teresa were both alone and motioned to both of them. ,1,1,,0,2,2,2,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,9,0.10197087499909685,,,umbrella,001,2019_Feb_11_1046,body_behavioural,59.97721225796691,
2,“Right this way.,2,1,,0,2,2,2,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,1,0.034499407000112114,,,umbrella,001,2019_Feb_11_1046,body_behavioural,59.97721225796691,
2,You two don't mind sitting at the counter?” ,2,1,,0,2,2,2,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,9,0.08516266500009806,,,umbrella,001,2019_Feb_11_1046,body_behavioural,59.97721225796691,
2,They sat a seat apart from each other on the split tree trunk that served as a bench.,2,1,,0,2,2,2,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,1,0.05210075099967071,,,umbrella,001,2019_Feb_11_1046,body_behavioural,59.97721225796691,
2, The waitress behind the counter gave them bright neon menus that were filled with breakfast items.,2,1,,0,2,2,2,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,9,0.0018073409992211964,,,umbrella,001,2019_Feb_11_1046,body_behavioural,59.97721225796691,
2,"Teresa quickly glanced through it, then pulled out a book and started reading it while James played with the salt and pepper shakers as he tried to think of an excuse to talk to Teresa.",2,1,,0,2,2,2,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,1,0.03460323899889772,,,umbrella,001,2019_Feb_11_1046,body_behavioural,59.97721225796691,
2,"James eventually turned to her and asked, “Your forehead alright?”",2,2,,0,2,2,2,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,9,0.018061573000522912,,,umbrella,001,2019_Feb_11_1046,body_behavioural,59.97721225796691,
2,She put down her book and gave him a smirk.,2,2,,0,2,2,2,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,1,0.13437184299982619,,,umbrella,001,2019_Feb_11_1046,body_behavioural,59.97721225796691,
2,"“Have you ever been stung by a scorpion?”, she asked him, tilting her head.",2,2,,0,2,2,2,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,1,0.27369488299882505,,,umbrella,001,2019_Feb_11_1046,body_behavioural,59.97721225796691,
2,"“What?”, he asked confusedly.",2,2,,0,2,2,2,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,9,0.16659645799882128,,,umbrella,001,2019_Feb_11_1046,body_behavioural,59.97721225796691,
2, “A scorpion.”,2,2,,0,2,2,2,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,9,0.16695390599852544,,,umbrella,001,2019_Feb_11_1046,body_behavioural,59.97721225796691,
2,James began to worry that Teresa had possibly suffered a concussion in the door crash.,2,2,,0,2,2,2,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,1,0.0019003620000148658,,,umbrella,001,2019_Feb_11_1046,body_behavioural,59.97721225796691,
2,"“Uh no, why?” ",2,2,,0,2,2,2,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,9,0.06911077800032217,,,umbrella,001,2019_Feb_11_1046,body_behavioural,59.97721225796691,
