count,storyText,locationEvent,socialEvent,locationEventSize,socialEventSize,instructText,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,order of stories,order of perspectives,participant 2 order - stories,participant 2 order  - schemas types,key_resp_8.keys,key_resp_8.rt,key_resp_5.keys,key_resp_5.rt,key_resp_7.keys,key_resp_7.rt,story_presses.keys,story_presses.rt,key_resp_2.keys,key_resp_2.rt,key_resp_10.keys,key_resp_10.rt,key_resp_3.keys,key_resp_3.rt,key_resp_11.keys,key_resp_11.rt,recall,question1_answer,order of question,question2_answer,question3_answer,question4_answer,question5_answer,question6_answer,question7_answer,question8_answer,participant,session,date,expName,frameRate,
0,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,[21 14 33 42 22 41 34 13 44 32 12 11 24 43 23 31],"['Location' 'Location' 'Location' 'Location' 'Social' 'Social' 'Social'
 'Social' 'Social' 'Location' 'Social' 'Location' 'Location' 'Location'
 'Social' 'Social']",[44 32 12 11 24 43 23 31],"['Social' 'Location' 'Social' 'Location' 'Location' 'Location' 'Social'
 'Social']",space,2.3022559859999774,space,0.48475789899998745,space,0.4516602400000238,,,,,,,,,,,,,,,,,,,,,',001,2019_Feb_08_1645,body_behavioural,59.97202760698037,
0,"Alvira and Senna walked into the restaurant hand in sweaty hand with quite different expectations: Senna was going to propose tonight, and Alvira had no idea.",1,1,None,None,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.552720808999993,,,,,,,,,,,,,,,,,,,',001,2019_Feb_08_1645,body_behavioural,59.97202760698037,
0,"He took a deep breath, trying to calm his nerves as worst case scenarios ran through his mind. ",1,1,None,None,,0,0,0,0,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.019005157999913536,,,,,,,,,,,,,,,,,,,',001,2019_Feb_08_1645,body_behavioural,59.97202760698037,
0,The entrance of the restaurant was dazzling; chandeliers spread their warm light onto the delicate place settings of all the tables filled with guests dressed to the nines. ,1,1,None,None,,0,0,0,0,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.03560662500001399,,,,,,,,,,,,,,,,,,,',001,2019_Feb_08_1645,body_behavioural,59.97202760698037,
0,"Through the floor-to-ceiling arched windows of the back wall, they saw the sun setting onto the Pacific ocean.",1,1,None,None,,0,0,0,0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.1347621129999652,,,,,,,,,,,,,,,,,,,',001,2019_Feb_08_1645,body_behavioural,59.97202760698037,
0,"This was surely one of the best restaurants on the west coast, situated right on the beach.",1,1,None,None,,0,0,0,0,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.10166473599997516,,,,,,,,,,,,,,,,,,,',001,2019_Feb_08_1645,body_behavioural,59.97202760698037,
0,"Senna gave his name to the host, who quickly located their reservation with an almost comically wide customer-service smile.",1,1,7.0,None,,0,0,0,0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.0852734430000055,,,,,,,,,,,,,,,,,,,',001,2019_Feb_08_1645,body_behavioural,59.97202760698037,
0,He led them to a table right by the window.,2,1,None,None,,0,0,0,0,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.03512372000000141,,,,,,,,,,,,,,,,,,,',001,2019_Feb_08_1645,body_behavioural,59.97202760698037,
0,"He brought out some very small menus, with a short list of the celebrity chef's carefully selected daily dishes written in a loopy, cursive font unadorned by any mention of prices.",2,1,None,9.0,,0,0,0,0,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.0016569389999858686,,,,,,,,,,,,,,,,,,,',001,2019_Feb_08_1645,body_behavioural,59.97202760698037,
0,Senna slipped off to the bathroom to check to make sure the ring was in order.,2,2,None,None,,0,0,0,0,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.1015289770000436,,,,,,,,,,,,,,,,,,,',001,2019_Feb_08_1645,body_behavioural,59.97202760698037,
