count,storyText,locationEvent,socialEvent,locationEventSize,socialEventSize,storyEvent,instructText,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,order of stories,order of perspectives,key_resp_5.keys,key_resp_5.rt,story_presses.keys,story_presses.rt,key_resp_2.keys,key_resp_2.rt,recall,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,question1_answer,order of question,question2_answer,question3_answer,question4_answer,question5_answer,question6_answer,question7_answer,question8_answer,participant,session,date,expName,frameRate,
2,We had to celebrate.” ,3,2,None,None,,,0,2,2,2,0,17,17,17,,,,,,,,,,,,,,,,,,,,,9,2.5357078079999837,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
2,"They talked and laughed as the sun sank below the horizon, and the glow from the ocean was replaced by the glow from the chandeliers.",3,2,8.0,None,,,0,2,2,2,0,18,18,18,,,,,,,,,,,,,,,,,,,,,9,7.204037408999966,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
2,"The waiter eventually returned with their meals, and everything was even more delicious than they had expected, especially the oysters, which Senna said tasted like the ocean. ",4,2,None,None,,,0,2,2,2,0,19,19,19,,,,,,,,,,,,,,,,,,,,,9,3.9032617540000274,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
2,Then he paused and looked at Alvira meaningfully. ,4,2,None,None,,,0,2,2,2,0,20,20,20,,,,,,,,,,,,,,,,,,,,,9,1.3658102879999205,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
2, “It’s really been the best three years of my life with you.,4,2,None,None,,,0,2,2,2,0,21,21,21,,,,,,,,,,,,,,,,,,,,,9,1.2354840859999285,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
2,"I couldn’t imagine it any other way, and I don’t want to.",4,2,None,None,,,0,2,2,2,0,22,22,22,,,,,,,,,,,,,,,,,,,,,9,1.3004833319999989,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
2,"I really want to spend the rest of my years eating garden tomatoes, whatever it is, with you.” ",4,2,None,None,,,0,2,2,2,0,23,23,23,,,,,,,,,,,,,,,,,,,,,9,5.773689520000062,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
2," Alvira smiled, “I want the same with you too, Senna.” ",4,2,None,17.0,,,0,2,2,2,0,24,24,24,,,,,,,,,,,,,,,,,,,,,9,1.3513175090000686,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
2,"Senna nodded at the waiter who had been watching attentively, and he quickly strode over to place a small, elegant cake topped with the ring in front of Alvira. ",4,3,None,None,,,0,2,2,2,0,25,25,25,,,,,,,,,,,,,,,,,,,,,9,4.186855903000037,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
2,Her eyes widened in shock when she realized what she was looking at.,4,3,None,None,,,0,2,2,2,0,26,26,26,,,,,,,,,,,,,,,,,,,,,9,2.201627003999988,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
2,"“Alvira, will you marry me? ",4,3,None,None,,,0,2,2,2,0,27,27,27,,,,,,,,,,,,,,,,,,,,,9,0.9835987349999868,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
2,"I love you, and I will never stop loving you.” ",4,3,None,None,,,0,2,2,2,0,28,28,28,,,,,,,,,,,,,,,,,,,,,9,1.4358595370000558,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
2,Alvira started to cry.,4,3,None,None,,,0,2,2,2,0,29,29,29,,,,,,,,,,,,,,,,,,,,,9,0.8671917829999529,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
2,"The room became silent, and everyone turned to their table. ",4,3,None,5.0,,,0,2,2,2,0,30,30,30,,,,,,,,,,,,,,,,,,,,,9,1.9523921550000978,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
2,"“Yes, of course, yes!” she shouted as she wiped away tears.",4,4,None,None,,,0,2,2,2,0,31,31,31,,,,,,,,,,,,,,,,,,,,,9,0.8017701429999988,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
2,The neighboring tables exploded in applause.,4,4,None,None,,,0,2,2,2,0,32,32,32,,,,,,,,,,,,,,,,,,,,,9,0.9525406590000784,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
2,The waiter returned with a bottle of champagne and popped it. ,4,4,None,None,,,0,2,2,2,0,33,33,33,,,,,,,,,,,,,,,,,,,,,9,1.2350682269999425,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
2,"All of this went unnoticed by Senna and Alvira as they looked into each others’ eyes, and he slipped the ring onto her finger. ",4,4,None,None,,,0,2,2,2,0,34,34,34,,,,,,,,,,,,,,,,,,,,,9,6.2697828950000485,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
2,"She held up her hand to admire it, and her glittering tears of joy matched the shine from her ring.   
",4,4,17.0,5.0,,,0,2,2,2,0,35,35,35,,,,,,,,,,,,,,,,,,,,,9,0.8522013829999651,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
2,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
3,"Jeff, hoping that today would be a pivotal day for his new business, had only been waiting inside the doors of the airport for a few minutes when he saw William and eagerly waved him over. ",1,1,,,,,0,3,3,3,0,0,0,0,,,,,,,,,,,,,,,,,,,space,1.2191286060000266,1,18.939817283000025,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
3,"Jeff, checking his watch, was pleased to see that the two of them had two hours to discuss business before their flights left Boston.",1,1,,,,,0,3,3,3,0,1,1,1,,,,,,,,,,,,,,,,,,,,,9,4.502363021000065,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
3,The two had met the night before in line for the bathroom at a local bar. ,1,1,,,,,0,3,3,3,0,2,2,2,,,,,,,,,,,,,,,,,,,,,1,4.570031875000041,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
3,"Jeff had delivered some surprisingly-detailed complaints to William about the wine selection, and they quickly learned that Jeff was a representative for wine vineyards in the Northeast and William was a wine buyer for corporate events.",1,1,,,,,0,3,3,3,0,3,3,3,,,,,,,,,,,,,,,,,,,,,9,13.371177922000015,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
3,"Since they both had flights out of Boston at the same time, they had agreed to meet at the airport and talk business then and there. ",1,1,,,,,0,3,3,3,0,4,4,4,,,,,,,,,,,,,,,,,,,,,9,5.452041669999971,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
3,"They headed to security together, pleased to find that the line was not so long, and they chatted a little as they were waiting. ",2,1,,,,,0,3,3,3,0,5,5,5,,,,,,,,,,,,,,,,,,,,,1,8.454640974999961,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
3,"“It’s crazy that we met last night,” William said, “I am flying out right now to meet my boss, and was worried that I was going to show up empty handed without any local retailer prepared.” ",2,1,,,,,0,3,3,3,0,6,6,6,,,,,,,,,,,,,,,,,,,,,9,3.5205952189999152,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
3," “I know, what are the chances right?” Jeff said.",2,1,,,,,0,3,3,3,0,7,7,7,,,,,,,,,,,,,,,,,,,,,9,1.9012605109999186,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
3,"“I know this is fast, but I'd like to get right down to specifics," said William. "I'd like to order a couple of sample shipments from you and present them to our corporate buyers.",2,2,,,,,0,3,3,3,0,8,8,8,,,,,,,,,,,,,,,,,,,,,9,5.386592713000027,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
3,"Typically we expect to get these kinds of samples at a deep discount, at least half-off the label price.",2,2,,,,,0,3,3,3,0,9,9,9,,,,,,,,,,,,,,,,,,,,,9,2.4591488000000936,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
3,"This is nothing, okay, compared to what you will be making if one of these buyers makes a contract.”",2,2,,,,,0,3,3,3,0,10,10,10,,,,,,,,,,,,,,,,,,,,,9,2.7845191789999717,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
3,"When it was their turn to go through the metal detector, they took off their shoes and pulled out their laptops.",2,2,,,,,0,3,3,3,0,11,11,11,,,,,,,,,,,,,,,,,,,,,1,10.642984053999953,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
3,"Jeff mulled over the offer, nodding noncommittally to William's pitch as they proceeded through the metal detector and retrieved their belongings.",2,2,,,,,0,3,3,3,0,12,12,12,,,,,,,,,,,,,,,,,,,,,9,4.503363173000025,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
3,"They began to walk through the concourse, and William handed some printed spreadsheets to Jeff as they navigated toward their gates at the end of the terminal.",3,2,,,,,0,3,3,3,0,13,13,13,,,,,,,,,,,,,,,,,,,,,1,5.937120217000029,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
3,"Jeff, weaving through the crowds of travelers, squinted  at William's rosy projections of the number of bottles he could be able to purchase in the future.",3,2,,,,,0,3,3,3,0,14,14,14,,,,,,,,,,,,,,,,,,,,,9,11.587779655000077,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
3,"Finally Jeff said, “I don’t know, we’re not coming from corporate vineyards, so gambling with sample shipments is the kind of risk we can’t necessarily make. ",3,3,,,,,0,3,3,3,0,15,15,15,,,,,,,,,,,,,,,,,,,,,9,3.319715169999995,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
3,"These corporate purchases would have to be huge and practically guaranteed, to offset the loss from selling sample shipments at this price.”",3,3,,,,,0,3,3,3,0,16,16,16,,,,,,,,,,,,,,,,,,,,,9,1.9025481259999424,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
3,"They walked to the gates very slowly, barely registering the hubbub of the airport since they were so caught up in figuring out a deal before their flights left.",3,3,,,,,0,3,3,3,0,17,17,17,,,,,,,,,,,,,,,,,,,,,9,5.2368108680000205,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
3," At the end of their long walk, they got to Jeff’s gate first, which had begun boarding passengers.",3,3,,,,,0,3,3,3,0,18,18,18,,,,,,,,,,,,,,,,,,,,,1,6.470416505999992,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
3," In these last minutes, William and Jeff agreed on a compromise rate on the sample shipment and finalized the deal with a handshake. ",3,4,,,,,0,3,3,3,0,19,19,19,,,,,,,,,,,,,,,,,,,,,9,2.0182478199999423,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
3,"“Well, what a tremendous pleasure to do business with you and to have all this work out,” William said.",3,4,,,,,0,3,3,3,0,20,20,20,,,,,,,,,,,,,,,,,,,,,9,1.5675384369999392,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
3,Jeff nodded enthusiastically.,3,4,,,,,0,3,3,3,0,21,21,21,,,,,,,,,,,,,,,,,,,,,9,0.78366650199996,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
3,"“Likewise, this has been great.  ",3,4,,,,,0,3,3,3,0,22,22,22,,,,,,,,,,,,,,,,,,,,,9,0.6689323350000222,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
3, I'll let you get to your gate.,3,4,,,,,0,3,3,3,0,23,23,23,,,,,,,,,,,,,,,,,,,,,9,0.40195970399997805,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
3,"Once we’re both back on the ground, we can get all the shipments in the books.”",3,4,,,,,0,3,3,3,0,24,24,24,,,,,,,,,,,,,,,,,,,,,9,3.4392105210000636,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
3,They parted with a wave as Jeff scanned his boarding pass at the gate. ,3,4,,,,,0,3,3,3,0,25,25,25,,,,,,,,,,,,,,,,,,,,,9,3.6514110949999576,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
3,He walked onto the plane and sat down in his aisle seat in the business class section.,4,4,,,,,0,3,3,3,0,26,26,26,,,,,,,,,,,,,,,,,,,,,9,1.3521679990000166,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
3,"He typed out a quick email on his phone letting the rest of his team know the good news, the big break they had been looking for. ",4,4,,,,,0,3,3,3,0,27,27,27,,,,,,,,,,,,,,,,,,,,,9,1.2350896149999926,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
3,"When the flight attendant came by, he ordered a glass of champagne to celebrate.",4,4,,,,,0,3,3,3,0,28,28,28,,,,,,,,,,,,,,,,,,,,,9,1.4182275770000388,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
3,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
4,"Lana walked into lecture holding hands with her boyfriend, Aaron, who was consciously trying not to hyperventilate and give away his plan to propose to Lana during class. ",1,1,,,,,0,4,4,4,0,0,0,0,,,,,,,,,,,,,,,,,,,space,1.00081874600005,1,14.68858912799999,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
4,"Lana was lost in thought, still puzzling over a calculus problem on her problem set due that night.",1,1,,,,,0,4,4,4,0,1,1,1,,,,,,,,,,,,,,,,,,,,,1,11.077796179999837,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
4," The lecture hall was the fanciest one at Princeton, with chandeliers, high ceilings, wood floors and double-decker chalkboards.",1,1,,,,,0,4,4,4,0,2,2,2,,,,,,,,,,,,,,,,,,,,,9,10.869828130000087,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
4," This is where Aaron and Lana had met two years ago during an economics class, and now they were back together in the same lecture hall for their Chemistry class. ",1,1,,,,,0,4,4,4,0,3,3,3,,,,,,,,,,,,,,,,,,,,,9,1.935712113000136,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
4,The professor caught Aaron's eye as he walked up to the front of the classroom and gave him a wink before the lecture began. ,1,1,,,,,0,4,4,4,0,4,4,4,,,,,,,,,,,,,,,,,,,,,9,3.134915111999817,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
4,"“Alright, good afternoon, everyone!",2,1,,,,,0,4,4,4,0,5,5,5,,,,,,,,,,,,,,,,,,,,,9,0.9675378030001411,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
4,"Last week we talked about the structure of the periodic table, and this week the topic is ions.",2,1,,,,,0,4,4,4,0,6,6,6,,,,,,,,,,,,,,,,,,,,,9,1.5553499190000366,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
4,These are atoms or molecules in which the number of electrons does not equal the number of protons.,2,1,,,,,0,4,4,4,0,7,7,7,,,,,,,,,,,,,,,,,,,,,9,1.7536038949999693,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
4,"Now, let me get my computer set up, one moment, class.”",2,1,,,,,0,4,4,4,0,8,8,8,,,,,,,,,,,,,,,,,,,,,9,1.7162208909999208,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
4, Lana pulled out her Calculus problem set and puzzled over it.,2,1,,,,,0,4,4,4,0,9,9,9,,,,,,,,,,,,,,,,,,,,,9,1.6515426599999046,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
4,"While she was distracted, Aaron unzipped the small pocket in his backpack and pulled out the ring box.",2,2,,,,,0,4,4,4,0,10,10,10,,,,,,,,,,,,,,,,,,,,,1,4.103294685000037,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
4,He opened it up and looked at the ring.,2,2,,,,,0,4,4,4,0,11,11,11,,,,,,,,,,,,,,,,,,,,,9,2.1356396840001253,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
4," Instead of one large diamond, there were 5 diamonds embedded in a thick band. ",2,2,,,,,0,4,4,4,0,12,12,12,,,,,,,,,,,,,,,,,,,,,9,6.62537392299987,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
4,He knew Lana would like this because her style was not flashy but more about simple elegance.,2,2,,,,,0,4,4,4,0,13,13,13,,,,,,,,,,,,,,,,,,,,,9,16.227527077000104,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
4,Aaron put the ring back into the bag as the professor began the lecture. ,3,2,,,,,0,4,4,4,0,14,14,14,,,,,,,,,,,,,,,,,,,,,9,5.0198763509999935,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
4,“Recall from previous lectures that the number of protons determines the identity of the element. ,3,2,,,,,0,4,4,4,0,15,15,15,,,,,,,,,,,,,,,,,,,,,9,6.023264228000016,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
4,"So for example, all atoms of sodium have 11 protons in the nucleus. ",3,2,,,,,0,4,4,4,0,16,16,16,,,,,,,,,,,,,,,,,,,,,9,1.2673518529998091,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
4,"And if you look on the periodic table, the atomic number for sodium, the symbol is Na, is eleven.”",3,2,,,,,0,4,4,4,0,17,17,17,,,,,,,,,,,,,,,,,,,,,9,2.3017863540001144,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
4,Lana was taking notes while Aaron was texting all of his friends in the class to get ready for the proposal. ,3,2,,,,,0,4,4,4,0,18,18,18,,,,,,,,,,,,,,,,,,,,,1,4.536853774000065,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
4,"Right after talking about how two ions bond into one stable molecule by covalent bonds, the professor stopped the lecture and asked Lana to come to the front of the class to do a demonstration. ",3,2,,,,,0,4,4,4,0,19,19,19,,,,,,,,,,,,,,,,,,,,,9,10.486622738000051,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
4,"She walked to the front of the class confused, and the professor asked her to stand in the middle of the stage.",3,2,,,,,0,4,4,4,0,20,20,20,,,,,,,,,,,,,,,,,,,,,9,5.754039024000122,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
4,"Then Aaron walked up and, taking Lana’s hand, got down on one knee. ",3,3,,,,,0,4,4,4,0,21,21,21,,,,,,,,,,,,,,,,,,,,,9,16.722665519999964,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
4,""Lana, it's time for us to make a bond of our own.",3,3,,,,,0,4,4,4,0,22,22,22,,,,,,,,,,,,,,,,,,,,,9,3.918567555999971,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
4,Will you marry me?” ,3,3,,,,,0,4,4,4,0,23,23,23,,,,,,,,,,,,,,,,,,,,,9,1.8517018219999954,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
4,Lana gasped and put her other hand to her mouth and started looking around the room as if trying to convince herself that this was really happening.,3,3,,,,,0,4,4,4,0,24,24,24,,,,,,,,,,,,,,,,,,,,,9,6.136846557000126,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
4,For a few moments everyone was in suspense waiting for the Lana’s shock to wear off and for her to answer. ,3,3,,,,,0,4,4,4,0,25,25,25,,,,,,,,,,,,,,,,,,,,,1,2.903637185999969,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
4,"Finally, she said, “Yes!”",3,4,,,,,0,4,4,4,0,26,26,26,,,,,,,,,,,,,,,,,,,,,9,1.3349542109999675,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
4,"Aaron put the ring on her finger, and they hugged while the whole class clapped. ",3,4,,,,,0,4,4,4,0,27,27,27,,,,,,,,,,,,,,,,,,,,,9,1.819180827999844,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
4,"Their friends came up and hugged both of them, and the professor gave Aaron a celebratory handshake.",3,4,,,,,0,4,4,4,0,28,28,28,,,,,,,,,,,,,,,,,,,,,9,2.485912924999866,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
4,"They made their way back to their seats, Lana and Aaron hand-in-hand and beaming. ",3,4,,,,,0,4,4,4,0,29,29,29,,,,,,,,,,,,,,,,,,,,,9,1.92164759100001,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
4," The professor then dismissed the class, saying, “That was enough excitement for today!",4,4,,,,,0,4,4,4,0,30,30,30,,,,,,,,,,,,,,,,,,,,,9,2.4409250290000273,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
4,Don’t forget there’s an exam next week on the first two chapters of the textbook.”,4,4,,,,,0,4,4,4,0,31,31,31,,,,,,,,,,,,,,,,,,,,,9,1.201105206999955,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
4,"As everyone was packing up their stuff and leaving, Lana was already on her phone calling her family members to tell them the exciting news.",4,4,,,,,0,4,4,4,0,32,32,32,,,,,,,,,,,,,,,,,,,,,9,14.306475839999848,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
4,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
5,"Leon and  Ariana hurried into the classroom at the same time, and Leon did a double-take when he saw her. ",1,1,,,,,0,5,5,5,0,0,0,0,,,,,,,,,,,,,,,,,,,space,0.8516798819998712,1,8.537426390000064,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
5,"This was his first day after transferring to a new college, so he didn't think that he knew anyone on campus, but he couldn't shake the nagging feeling  that he had seen her somewhere before. ",1,1,,,,,0,5,5,5,0,1,1,1,,,,,,,,,,,,,,,,,,,,,9,11.33839504399998,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
5,"They were both a bit late, so they quickly slid into seats next to each other in the back of the small classroom.",1,1,,,,,0,5,5,5,0,2,2,2,,,,,,,,,,,,,,,,,,,,,9,3.086101491000136,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
5,"This room was usually used for small meetings, but had been rearranged with the table pushed to the side and chairs set up in rows to face the projector screen. ",1,1,,,,,0,5,5,5,0,3,3,3,,,,,,,,,,,,,,,,,,,,,9,4.386811708000096,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
5,"There were no windows in the room, since they were down in the sub-basement of the history department.",1,1,,,,,0,5,5,5,0,4,4,4,,,,,,,,,,,,,,,,,,,,,9,1.9688712390000092,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
5,"Leon could not stop looking over Ariana, trying to figure out where he had seen her before.",1,1,,,,,0,5,5,5,0,5,5,5,,,,,,,,,,,,,,,,,,,,,1,4.025767028000018,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
5,Ariana was oblivious to Leon’s gaze and was only focused on getting ready for class. ,1,1,,,,,0,5,5,5,0,6,6,6,,,,,,,,,,,,,,,,,,,,,9,5.025304487000085,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
5,"“Good afternoon class," the professor began.",2,1,,,,,0,5,5,5,0,7,7,7,,,,,,,,,,,,,,,,,,,,,9,1.4693712719999894,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
5,"Welcome to Egyptian Cultural Studies. ,2,1,,,,,0,5,5,5,0,8,8,8,,,,,,,,,,,,,,,,,,,,,9,2.751947647999941,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
5,"Today we will be talking about mummification, one of the most famous and often misunderstood customs in ancient Egyptian society.”",2,1,,,,,0,5,5,5,0,9,9,9,,,,,,,,,,,,,,,,,,,,,9,8.15449472499995,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
5," Leon pulled out his notebook, trying to concentrate on the class.",2,1,,,,,0,5,5,5,0,10,10,10,,,,,,,,,,,,,,,,,,,,,1,10.188162669000121,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
5,"Within a few minutes, though he found his attention wandering back to Ariana.",2,1,,,,,0,5,5,5,0,11,11,11,,,,,,,,,,,,,,,,,,,,,9,3.6579302269999516,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
5," He ripped off a corner of a page in his notebook, wrote a note and set it on her desk.",2,1,,,,,0,5,5,5,0,12,12,12,,,,,,,,,,,,,,,,,,,,,9,2.1181549969999196,,,,,,,,,,,,,,,,,olivia,001,2019_Jan_24_1604,body_behavioural,60.06338428880592,
