count,storyText,locationEvent,socialEvent,instructText,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,order of stories,order of perspectives,participant 2 order - stories,participant 2 order  - schemas types,key_resp_8.keys,key_resp_8.rt,key_resp_5.keys,key_resp_5.rt,key_resp_7.keys,key_resp_7.rt,key_resp_14.keys,key_resp_14.rt,story_presses.keys,story time,key_resp_6.keys,key_resp_6.rt,key_resp_2.keys,key_resp_2.rt,participant,session,date,expName,psychopyVersion,frameRate,
0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,[33 14 22 21 41 13 42 34 43 23 11 31 44 24 32 12],"['Social' 'Social' 'Social' 'Location' 'Social' 'Location' 'Location'
 'Location' 'Location' 'Social' 'Social' 'Location' 'Social' 'Location'
 'Social' 'Location']",[43 23 11 31 44 24 32 12],"['Location' 'Social' 'Social' 'Location' 'Social' 'Location' 'Social'
 'Location']",space,0.5003662570000529,space,0.51961689999996,space,0.5525495750000005,,,,,,,,,today,001,2019_Feb_19_1105,body_behavioural,3.0.3,59.94490463815874,
0,"Ms. Bianchi and Ms. Morrison walked into the grocery store at the same time, and, after a moment of mutual recognition, greeted each other and shook hands.",1,1,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,space,0.6531947549999586,None,,,,,,today,001,2019_Feb_19_1105,body_behavioural,3.0.3,59.94490463815874,
0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,space,2.967503430000022,,,,,,,today,001,2019_Feb_19_1105,body_behavioural,3.0.3,59.94490463815874,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.561093058999973,space,1.2530503350000117,,,today,001,2019_Feb_19_1105,body_behavioural,3.0.3,59.94490463815874,
,,,,The next task in the experiment is to recall each story to the best of your ability.,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,space,0.7527228999999807,today,001,2019_Feb_19_1105,body_behavioural,3.0.3,59.94490463815874,
