instruct_text,this_pic,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,key_resp_8.keys,key_resp_8.rt,participant,session,date,expName,psychopyVersion,frameRate,
Welcome to the Job Simulator Task!,instructions_photos/pixel.png,0,0,0,0,space,0.3318904799998563,',001,2019_Feb_22_1145,part1_subjective_segmentation,3.0.4,59.953346703307865,
"In this task, you'll be assuming various perspectives of jobs while reading stories. ",None,0,1,1,1,space,0.3858038200014562,',001,2019_Feb_22_1145,part1_subjective_segmentation,3.0.4,59.953346703307865,
"First, you’ll be introduced to the perspectives of 8 different jobs. ",instructions_photos/i1.png,0,2,2,2,space,0.985249704997841,',001,2019_Feb_22_1145,part1_subjective_segmentation,3.0.4,59.953346703307865,
"For example, you may be asked to take on the perspective of a Restaurant Critic while you read a story that takes place in a restaurant. ",jobphotos/restaurant_critic.jpg,0,3,3,3,space,0.4018702069988649,',001,2019_Feb_22_1145,part1_subjective_segmentation,3.0.4,59.953346703307865,
"You’ll learn 4 questions associated with each perspective, and you’ll use these to interrogate the stories while assuming that perspective. ",instructions_photos/i2.png,0,4,4,4,space,0.29978991800089716,',001,2019_Feb_22_1145,part1_subjective_segmentation,3.0.4,59.953346703307865,
"For example, if you are a Restaurant Critic, you’ll learn to ask questions about the restaurant decor, menus, and the enjoyment of the food. ",jobphotos/restaurant_critic.jpg,0,5,5,5,space,0.3369377849994635,',001,2019_Feb_22_1145,part1_subjective_segmentation,3.0.4,59.953346703307865,
