count,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,order of stories,order of perspectives,key_resp_5.keys,key_resp_5.rt,key_resp_7.keys,key_resp_7.rt,participant,session,date,expName,frameRate,
0,0,0,0,0,0,0,0,0,[21 11 43 12 33 44 22 34 14 13 41 24 31 42 23 32],"['Social' 'Location' 'Social' 'Social' 'Location' 'Location' 'Location'
 'Social' 'Location' 'Social' 'Location' 'Social' 'Social' 'Social'
 'Location' 'Location']",space,0.4221455349999985,space,0.6517869919999981,',001,2019_Feb_05_1207,body_behavioural,60.1539265592863,
