count,storyText,locationEvent,socialEvent,locationEventSize,socialEventSize,instructText,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,order of stories,order of perspectives,key_resp_8.keys,key_resp_8.rt,key_resp_5.keys,key_resp_5.rt,key_resp_7.keys,key_resp_7.rt,story_presses.keys,story_presses.rt,story time,key_resp_6.keys,key_resp_6.rt,key_resp_2.keys,key_resp_2.rt,key_resp_10.keys,key_resp_10.rt,recall,recall time,key_resp_12.keys,key_resp_12.rt,key_resp_3.keys,key_resp_3.rt,key_resp_11.keys,key_resp_11.rt,question1_answer,order of question,question2_answer,question3_answer,question4_answer,question5_answer,question6_answer,question7_answer,question8_answer,questions time,key_resp_13.keys,key_resp_13.rt,participant,session,date,expName,psychopyVersion,frameRate,
0,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,[44 34 33 43 21 12 11 22],"['Location' 'Social' 'Location' 'Social' 'Social' 'Social' 'Location'
 'Location']",space,8.7555861419969,space,5.520060807000846,space,5.320048312001745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,030719_p2,001,2019_Mar_07_1149,body_behavioural,3.0.4,59.81067540787776,
0,"Leon and  Ariana hurried into the classroom at the same time, and Leon did a double-take when he saw her. ",1,1,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,27.15498713499983,,,,,,,,,,,,,,,,,,,,,,,,,,,,030719_p2,001,2019_Mar_07_1149,body_behavioural,3.0.4,59.81067540787776,
0,"This was his first day after transferring to this university, and he had assumed that he wouldn’t know anyone on campus, but he couldn't shake the nagging feeling  that he had seen her somewhere before. ",1,1,,,,0,0,0,0,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13.937220905005233,,,,,,,,,,,,,,,,,,,,,,,,,,,,030719_p2,001,2019_Mar_07_1149,body_behavioural,3.0.4,59.81067540787776,
0,"They were both a bit late, so they quickly slid into seats next to each other in the back of the small classroom.",1,1,,,,0,0,0,0,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7.867903922000551,,,,,,,,,,,,,,,,,,,,,,,,,,,,030719_p2,001,2019_Mar_07_1149,body_behavioural,3.0.4,59.81067540787776,
0,"This room was usually used for small meetings, but had been rearranged with the table pushed to the side and chairs set up in rows to face the projector screen. ",1,1,,,,0,0,0,0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,17.320989555009874,,,,,,,,,,,,,,,,,,,,,,,,,,,,030719_p2,001,2019_Mar_07_1149,body_behavioural,3.0.4,59.81067540787776,
0,"There were no windows in the room, since they were down in the sub-basement of the history department.",1,1,,,,0,0,0,0,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3.919774440000765,,,,,,,,,,,,,,,,,,,,,,,,,,,,030719_p2,001,2019_Mar_07_1149,body_behavioural,3.0.4,59.81067540787776,
0,"Leon, trying to figure out where he had seen her before, could not stop looking over at Ariana.",1,1,,,,0,0,0,0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8.087033984993468,,,,,,,,,,,,,,,,,,,,,,,,,,,,030719_p2,001,2019_Mar_07_1149,body_behavioural,3.0.4,59.81067540787776,
0,Ariana was oblivious to Leon’s gaze and was only focused on getting ready for class. ,1,1,,,,0,0,0,0,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.153370006999467,,,,,,,,,,,,,,,,,,,,,,,,,,,,030719_p2,001,2019_Mar_07_1149,body_behavioural,3.0.4,59.81067540787776,
0,"“Good afternoon class,” the professor began.",2,1,,,,0,0,0,0,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2.8031035419990076,,,,,,,,,,,,,,,,,,,,,,,,,,,,030719_p2,001,2019_Mar_07_1149,body_behavioural,3.0.4,59.81067540787776,
0,“Welcome to Egyptian Cultural Studies. ,2,1,,,,0,0,0,0,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.767415242997231,,,,,,,,,,,,,,,,,,,,,,,,,,,,030719_p2,001,2019_Mar_07_1149,body_behavioural,3.0.4,59.81067540787776,
