Q1,Q2,Q3,Q4,D1,D2,roleName,rolePic,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,participant,session,date,expName,frameRate,
What industry are the business people in?,What is being negotiated and how much money is at stake?,What is the response to the proposed deal?,What comes about from the business proposal?,Is the deal fair?,How long does it take to make the deal?,Business Reporter,business_reporter.jpg,0,0,0,0,space,0.3053839469794184,space,0.13438099800259806,space,0.15033758798381314,space,0.335684482997749,,001,2018_Nov_08_1810,part1,60.155562169235715,
,,,,,,,,,,,,space,0.7346079379785806,space,0.2366729709901847,space,0.25117255400982685,space,0.30147032398963347,,,,,,
