count,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,order,resp.keys,resp.rt,key_resp_3.keys,key_resp_3.rt,key_resp_2.keys,key_resp_2.rt,participant,session,date,expName,frameRate,
,,,,,[41 32 21 12 44 33 24 13 42 31 22 11 43 34 23 14],l,1.319857920985669,,,,,,001,2018_Dec_11_1524,body,59.901267023186705,
0,0,0,0,0,,,,space,2.33476757502649,space,1.1024374809931032,,001,2018_Dec_11_1524,body,59.901267023186705,
1,0,1,1,1,,,,space,1.4526906299870461,space,0.6006896710023284,,001,2018_Dec_11_1524,body,59.901267023186705,
,,,,,,,,space,1.1178123940480873,,,,,,,,
